录音,time_SpeechStart,time_SpeechEnd,time_EndAudioData,time_Result,result_status,time_resume,结果来源,error_code,ISR_Result,Confidence_score,Result,vadSpeechStart,vadSpeechEnd,endVadType
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_054_M008_coder.wav.pcm,1484278024740,1484278026411,1484278026321,1484278027525,MSG_Result,1204,本地,0,"听一首飞轮海的歌",1462,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1462"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""飞轮海""}},""service"":""music"",""text"":""听一首飞轮海的歌"",""version"":""3.5.0.1190""}
",420,2220,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_061_M008_coder.wav.pcm,1484278028698,1484278030537,1484278030460,1484278031313,MSG_Result,853,本地,0,"吉首凤凰传奇的歌。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.75,""rc"":0,""semantic"":{""slots"":{""artist"":""凤凰传奇""}},""service"":""music"",""text"":""吉首凤凰传奇的歌。"",""version"":""3.5.0.1190""}
",460,2420,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_068_M008_coder.wav.pcm,1484278032453,1484278034028,1484278033977,1484278034985,MSG_Result,1008,本地,0,"听几首杭娇的歌",1423,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1423"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""杭娇""}},""service"":""music"",""text"":""听几首杭娇的歌"",""version"":""3.5.0.1190""}
",380,2100,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_075_M008_coder.wav.pcm,1484278036158,1484278037871,1484278037730,1484278038783,MSG_Result,1053,本地,0,"听几首陈思涵的歌",1455,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1455"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""陈思涵""}},""service"":""music"",""text"":""听几首陈思涵的歌"",""version"":""3.5.0.1190""}
",380,2260,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_082_F027_coder.wav.pcm,1484278039929,1484278041065,1484278040991,1484278041643,MSG_Result,652,本地,0,"听听快乐的音乐。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""快乐""}},""service"":""music"",""text"":""听听快乐的音乐。"",""version"":""3.5.0.1190""}
",420,1780,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_089_F027_coder.wav.pcm,1484278042804,1484278044067,1484278043950,1484278044852,MSG_Result,902,本地,0,"听李宗盛的歌",1673,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1673"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""李宗盛""}},""service"":""music"",""text"":""听李宗盛的歌"",""version"":""3.5.0.1190""}
",380,2030,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_096_F027_coder.wav.pcm,1484278045997,1484278047016,1484278046768,1484278047774,MSG_Result,1006,本地,0,"听菲比的歌",1739,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1739"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""菲比""}},""service"":""music"",""text"":""听菲比的歌"",""version"":""3.5.0.1190""}
",380,1420,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_103_F027_coder.wav.pcm,1484278048933,1484278049668,1484278049434,1484278050387,MSG_Result,953,本地,0,"听音乐",1656,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1656"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""service"":""music"",""text"":""听音乐"",""version"":""3.5.0.1190""}
",380,1100,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_110_F027_coder.wav.pcm,1484278051543,1484278053180,1484278053066,1484278053969,MSG_Result,903,本地,0,"屠洪刚的叶问霜天",1570,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1570"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""屠洪刚"",""song"":""叶问霜天|1"",""songOrig"":""叶问霜天""}},""service"":""music"",""text"":""屠洪刚的叶问霜天"",""version"":""3.5.0.1190""}
",360,2120,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_117_M009_coder.wav.pcm,1484278055112,1484278059130,1484278058955,1484278060609,MSG_Result,1654,本地,0,"帮我找徐良与孙羽幽暗的七秒钟的记忆。",0,"{""bislocalresult"":""1"",""nlocalconfidencescore"":""0"",""rc"":4,""text"":""帮我找徐良与孙羽幽暗的七秒钟的记忆。""}
",320,4680,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_124_M009_coder.wav.pcm,1484278061721,1484278064082,1484278063932,1484278064987,MSG_Result,1055,本地,0,"帮我找黄安版的新鸳鸯蝴蝶梦",1480,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1480"",""operation"":""SEARCH"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""黄安"",""song"":""新鸳鸯蝴蝶梦|1"",""songOrig"":""新鸳鸯蝴蝶梦""}},""service"":""music"",""text"":""帮我找黄安版的新鸳鸯蝴蝶梦"",""version"":""3.5.0.1190""}
",320,2620,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_131_M010_coder.wav.pcm,1484278066114,1484278067957,1484278067876,1484278069081,MSG_Result,1205,本地,0,"我想听ipod里的歌",1452,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1452"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""source"":""iPod""}},""service"":""music"",""text"":""我想听ipod里的歌"",""version"":""3.5.0.1190""}
",300,2360,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_138_M010_coder.wav.pcm,1484278070231,1484278072649,1484278072529,1484278073732,MSG_Result,1203,本地,0,"我想听一下宋冬野的董小姐",1484,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1484"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""宋冬野"",""song"":""董小姐|1"",""songOrig"":""董小姐""}},""service"":""music"",""text"":""我想听一下宋冬野的董小姐"",""version"":""3.5.0.1190""}
",340,3140,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_145_M010_coder.wav.pcm,1484278074860,1484278076828,1484278076729,1484278077932,MSG_Result,1203,本地,0,"我想听下陈慧琳的记事本",1526,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1526"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""陈慧琳"",""song"":""记事本|1"",""songOrig"":""记事本""}},""service"":""music"",""text"":""我想听下陈慧琳的记事本"",""version"":""3.5.0.1190""}
",300,2480,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_152_M011_coder.wav.pcm,1484278079057,1484278080582,1484278080420,1484278081372,MSG_Result,952,本地,0,"我想听不是一个人",1460,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1460"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""不是一个人|1"",""songOrig"":""不是一个人""}},""service"":""music"",""text"":""我想听不是一个人"",""version"":""3.5.0.1190""}
",320,2160,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_159_M011_coder.wav.pcm,1484278082485,1484278084101,1484278084035,1484278084887,MSG_Result,852,本地,0,"我想听千年等一回",1445,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1445"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""千年等一回|1"",""songOrig"":""千年等一回""}},""service"":""music"",""text"":""我想听千年等一回"",""version"":""3.5.0.1190""}
",320,2390,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_166_M011_coder.wav.pcm,1484278086001,1484278087504,1484278087412,1484278088166,MSG_Result,754,本地,0,"我想听平静的音乐。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""平静""}},""service"":""music"",""text"":""我想听平静的音乐。"",""version"":""3.5.0.1190""}
",320,2020,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_173_M011_coder.wav.pcm,1484278089291,1484278091529,1484278091454,1484278092105,MSG_Result,651,本地,0,"我想听明天你是否依然爱",1534,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1534"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""明天你是否依然爱|1"",""songOrig"":""明天你是否依然爱""}},""service"":""music"",""text"":""我想听明天你是否依然爱"",""version"":""3.5.0.1190""}
",340,2720,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_180_M011_coder.wav.pcm,1484278093238,1484278095900,1484278095820,1484278096472,MSG_Result,652,本地,0,"我想听杨丞琳唱的勇敢很好",1352,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1352"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""杨丞琳"",""song"":""勇敢很好|1"",""songOrig"":""勇敢很好""}},""service"":""music"",""text"":""我想听杨丞琳唱的勇敢很好"",""version"":""3.5.0.1190""}
",340,3180,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_187_F028_coder.wav.pcm,1484278097597,1484278100249,1484278100190,1484278100992,MSG_Result,802,本地,0,"我想听欧阳菲菲的感恩的心",1524,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1524"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""欧阳菲菲"",""song"":""感恩的心|1"",""songOrig"":""感恩的心""}},""service"":""music"",""text"":""我想听欧阳菲菲的感恩的心"",""version"":""3.5.0.1190""}
",340,3140,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_194_F028_coder.wav.pcm,1484278102114,1484278105189,1484278105127,1484278105578,MSG_Result,451,本地,0,"我想听玖月奇迹唱的中国范儿",1584,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1584"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""玖月奇迹"",""song"":""中国范儿|1"",""songOrig"":""中国范儿""}},""service"":""music"",""text"":""我想听玖月奇迹唱的中国范儿"",""version"":""3.5.0.1190""}
",340,3580,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_201_F028_coder.wav.pcm,1484278106703,1484278108260,1484278108126,1484278108828,MSG_Result,702,本地,0,"我想听自由飞翔",1572,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1572"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""自由飞翔|1"",""songOrig"":""自由飞翔""}},""service"":""music"",""text"":""我想听自由飞翔"",""version"":""3.5.0.1190""}
",320,2140,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_208_F028_coder.wav.pcm,1484278109951,1484278113192,1484278113054,1484278113755,MSG_Result,701,本地,0,"我想听费翔唱的冬天里的一把火",1460,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1460"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""费翔"",""song"":""冬天里的一把火|1"",""songOrig"":""冬天里的一把火""}},""service"":""music"",""text"":""我想听费翔唱的冬天里的一把火"",""version"":""3.5.0.1190""}
",330,3700,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_215_F029_coder.wav.pcm,1484278114900,1484278116812,1484278116773,1484278117532,MSG_Result,759,本地,0,"我想听陈冠希大哥",1525,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1525"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""陈冠希"",""song"":""大哥|1"",""songOrig"":""大哥""}},""service"":""music"",""text"":""我想听陈冠希大哥"",""version"":""3.5.0.1190""}
",340,2440,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_222_F029_coder.wav.pcm,1484278118657,1484278119935,1484278119879,1484278120632,MSG_Result,753,本地,0,"我想听高枫的歌",1669,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1669"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""高枫""}},""service"":""music"",""text"":""我想听高枫的歌"",""version"":""3.5.0.1190""}
",340,1800,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_229_F029_coder.wav.pcm,1484278121744,1484278125322,1484278125247,1484278126000,MSG_Result,753,本地,0,"我想要听sd卡里刘德华的歌曲。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""刘德华"",""source"":""sd""}},""service"":""music"",""text"":""我想要听sd卡里刘德华的歌曲。"",""version"":""3.5.0.1190""}
",340,4090,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_236_F029_coder.wav.pcm,1484278127130,1484278128220,1484278128147,1484278129249,MSG_Result,1102,本地,0,"我要听cd爱",948,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""948"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""爱|1"",""songOrig"":""爱"",""source"":""cd""}},""service"":""music"",""text"":""我要听cd爱"",""version"":""3.5.0.1190""}
",300,1640,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_243_F030_coder.wav.pcm,1484278130363,1484278132716,1484278132585,1484278133738,MSG_Result,1153,本地,0,"我要听SD卡里的在水一方",1451,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1451"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""在水一方|1"",""songOrig"":""在水一方"",""source"":""sd""}},""service"":""music"",""text"":""我要听SD卡里的在水一方"",""version"":""3.5.0.1190""}
",340,2840,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_250_F030_coder.wav.pcm,1484278134898,1484278138259,1484278138201,1484278139315,MSG_Result,1114,本地,0,"我要听u盘里的she的中国话。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""she"",""song"":""中国话|1"",""songOrig"":""中国话"",""source"":""u盘""}},""service"":""music"",""text"":""我要听u盘里的she的中国话。"",""version"":""3.5.0.1190""}
",360,3940,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_257_F030_coder.wav.pcm,1484278140476,1484278143590,1484278143507,1484278145179,MSG_Result,1672,本地,0,"我要听一下约誓必里的真心英雄这首歌。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":0.8118,""rc"":0,""semantic"":{""slots"":{""artist"":""约誓必里"",""song"":""真心英雄|1"",""songOrig"":""真心英雄""}},""service"":""music"",""text"":""我要听一下约誓必里的真心英雄这首歌。"",""version"":""3.5.0.1190""}
",340,3660,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_264_F030_coder.wav.pcm,1484278146305,1484278148562,1484278148518,1484278149371,MSG_Result,853,本地,0,"我要听一下护花使者这首歌。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""护花使者|1"",""songOrig"":""护花使者""}},""service"":""music"",""text"":""我要听一下护花使者这首歌。"",""version"":""3.5.0.1190""}
",340,2820,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_271_F030_coder.wav.pcm,1484278150498,1484278152061,1484278151919,1484278153074,MSG_Result,1155,本地,0,"我要听三弦的音乐",1531,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1531"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""三弦""}},""service"":""music"",""text"":""我要听三弦的音乐"",""version"":""3.5.0.1190""}
",340,2060,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_278_F030_coder.wav.pcm,1484278154195,1484278156757,1484278156688,1484278157690,MSG_Result,1002,本地,0,"我要听冬季到台北来看雨",1561,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1561"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""冬季到台北来看雨|1"",""songOrig"":""冬季到台北来看雨""}},""service"":""music"",""text"":""我要听冬季到台北来看雨"",""version"":""3.5.0.1190""}
",340,3080,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_285_M012_coder.wav.pcm,1484278158815,1484278160332,1484278160228,1484278161431,MSG_Result,1203,本地,0,"我要听孙楠的歌",1418,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1418"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""孙楠""}},""service"":""music"",""text"":""我要听孙楠的歌"",""version"":""3.5.0.1190""}
",340,2000,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_292_M012_coder.wav.pcm,1484278162544,1484278164420,1484278164366,1484278165820,MSG_Result,1454,本地,0,"我要听戴爱玲的歌",1397,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1397"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""戴爱玲""}},""service"":""music"",""text"":""我要听戴爱玲的歌"",""version"":""3.5.0.1190""}
",340,2440,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_299_M012_coder.wav.pcm,1484278166932,1484278169259,1484278169194,1484278170701,MSG_Result,1507,本地,0,"我要听武艺的舍不得忘记",1273,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1273"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""武艺"",""song"":""舍不得忘记|1"",""songOrig"":""舍不得忘记""}},""service"":""music"",""text"":""我要听武艺的舍不得忘记"",""version"":""3.5.0.1190""}
",340,2800,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_306_M012_coder.wav.pcm,1484278171822,1484278174971,1484278174895,1484278175546,MSG_Result,651,本地,0,"我要听王菲与陈奕迅的因为爱情。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""王菲`陈奕迅"",""category"":""合唱"",""song"":""因为爱情|1"",""songOrig"":""因为爱情""}},""service"":""music"",""text"":""我要听王菲与陈奕迅的因为爱情。"",""version"":""3.5.0.1190""}
",280,3480,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_313_M012_coder.wav.pcm,1484278176713,1484278179111,1484278179064,1484278179565,MSG_Result,501,本地,0,"我要听许诺的离开这个地方",1539,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1539"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""许诺"",""song"":""离开这个地方|1"",""songOrig"":""离开这个地方""}},""service"":""music"",""text"":""我要听许诺的离开这个地方"",""version"":""3.5.0.1190""}
",380,2960,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_320_M012_coder.wav.pcm,1484278180703,1484278182474,1484278182426,1484278182878,MSG_Result,452,本地,0,"我要听高山流水",1593,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1593"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""高山流水|1"",""songOrig"":""高山流水""}},""service"":""music"",""text"":""我要听高山流水"",""version"":""3.5.0.1190""}
",340,2140,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_327_M012_coder.wav.pcm,1484278183998,1484278186905,1484278186820,1484278187823,MSG_Result,1003,本地,0,"播放cd里的一场游戏一场梦",1433,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1433"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""一场游戏一场梦|1"",""songOrig"":""一场游戏一场梦"",""source"":""cd""}},""service"":""music"",""text"":""播放cd里的一场游戏一场梦"",""version"":""3.5.0.1190""}
",340,3540,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_334_F031_coder.wav.pcm,1484278188998,1484278190920,1484278190789,1484278191391,MSG_Result,602,本地,0,"播放伤感调频的音乐",1628,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1628"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""伤感调频""}},""service"":""music"",""text"":""播放伤感调频的音乐"",""version"":""3.5.0.1190""}
",380,2440,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_341_F031_coder.wav.pcm,1484278192546,1484278193596,1484278193558,1484278194210,MSG_Result,652,本地,0,"播放工作的音乐。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""工作""}},""service"":""music"",""text"":""播放工作的音乐。"",""version"":""3.5.0.1190""}
",360,1660,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_348_F031_coder.wav.pcm,1484278195364,1484278196450,1484278196295,1484278197097,MSG_Result,802,本地,0,"播放赵晗的音乐",1218,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1218"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""赵晗""}},""service"":""music"",""text"":""播放赵晗的音乐"",""version"":""3.5.0.1190""}
",360,1760,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_355_F031_coder.wav.pcm,1484278198240,1484278199035,1484278198803,1484278199856,MSG_Result,1053,本地,0,"播放爱你",1633,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1633"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""爱你|1"",""songOrig"":""爱你""}},""service"":""music"",""text"":""播放爱你"",""version"":""3.5.0.1190""}
",360,1430,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_362_F031_coder.wav.pcm,1484278201011,1484278203388,1484278203333,1484278204087,MSG_Result,754,本地,0,"播放莫文蔚和张洪量的广岛之恋。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""artist"":""莫文蔚`张洪量"",""category"":""合唱"",""song"":""广岛之恋|1"",""songOrig"":""广岛之恋""}},""service"":""music"",""text"":""播放莫文蔚和张洪量的广岛之恋。"",""version"":""3.5.0.1190""}
",360,2960,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_369_F031_coder.wav.pcm,1484278205243,1484278206715,1484278206475,1484278207980,MSG_Result,1505,本地,0,"放一些扎木聂蓝雨",1268,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1268"",""operation"":"""",""pk_score"":0.625,""rc"":0,""semantic"":{""slots"":{""category"":""扎木聂""}},""service"":""music"",""text"":""放一些扎木聂蓝雨"",""version"":""3.5.0.1190""}
",360,1700,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_376_F031_coder.wav.pcm,1484278209123,1484278210407,1484278210245,1484278211249,MSG_Result,1004,本地,0,"放几首ipod音乐",1167,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1167"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""source"":""iPod""}},""service"":""music"",""text"":""放几首ipod音乐"",""version"":""3.5.0.1190""}
",400,1760,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_383_F031_coder.wav.pcm,1484278212410,1484278213735,1484278213501,1484278214403,MSG_Result,902,本地,0,"放几首古典音乐",1205,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1205"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""古典""}},""service"":""music"",""text"":""放几首古典音乐"",""version"":""3.5.0.1190""}
",380,1680,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_390_F031_coder.wav.pcm,1484278215562,1484278216927,1484278216895,1484278217446,MSG_Result,551,本地,0,"有声音特效的音乐吗。",0,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""0"",""operation"":""SEARCH"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""category"":""声音特效""}},""service"":""music"",""text"":""有声音特效的音乐吗。"",""version"":""3.5.0.1190""}
",360,2160,endAudioData
/mnt/sdcard/pcm/800_Enc_NoWavHead/16music/16music_397_F031_coder.wav.pcm,1484278218598,1484278219907,1484278219790,1484278220697,MSG_Result,907,本地,0,"来一首U盘里的希望",1432,"{""bislocalresult"":""1"",""language"":""zh_cn_mandarin"",""nlocalconfidencescore"":""1432"",""operation"":""PLAY"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""song"":""希望|1"",""songOrig"":""希望"",""source"":""u盘""}},""service"":""music"",""text"":""来一首U盘里的希望"",""version"":""3.5.0.1190""}
",360,1860,endAudioData
