time	pid	handle	thread	virt(KB)	res(KB)	cpu_percent	free_memory(GB)
1970/01/01_08:25:59	16924		16	390144	247808	100	0
1970/01/01_08:26:00	16924		16	390144	246784	88	0
1970/01/01_08:26:01	16924		16	390144	247808	100	0
1970/01/01_08:26:02	16924		16	390144	247808	100	0
1970/01/01_08:26:03	16924		16	390144	247808	100	0
1970/01/01_08:26:04	16924		16	390144	246784	86	0
1970/01/01_08:26:05	16924		16	390144	247808	100	0
1970/01/01_08:26:06	16924		16	390144	247808	100	0
1970/01/01_08:26:07	16924		16	390144	247808	102	0
1970/01/01_08:26:08	16924		16	390144	247808	100	0
1970/01/01_08:26:09	16924		16	390144	246784	88	0
1970/01/01_08:26:10	16924		16	390144	247808	102	0
1970/01/01_08:26:11	16924		16	390144	247808	100	0
1970/01/01_08:26:12	16924		16	390144	247808	100	0
1970/01/01_08:26:13	16924		16	390144	246784	90	0
1970/01/01_08:26:14	16924		16	390144	247808	100	0
1970/01/01_08:26:15	16924		16	390144	247808	100	0
1970/01/01_08:26:16	16924		16	390144	247808	100	0
1970/01/01_08:26:17	16924		16	390144	247808	100	0
1970/01/01_08:26:18	16924		16	390144	247808	100	0
1970/01/01_08:26:19	16924		16	390144	248832	100	0
1970/01/01_08:26:20	16924		16	390144	246784	100	0
1970/01/01_08:26:22	16924		16	390144	247808	100	0
1970/01/01_08:26:23	16924		16	390144	247808	102	0
1970/01/01_08:26:24	16924		16	390144	246784	102	0
1970/01/01_08:26:25	16924		16	390144	247808	102	0
1970/01/01_08:26:26	16924		16	390144	247808	100	0
1970/01/01_08:26:27	16924		16	390144	247808	100	0
1970/01/01_08:26:28	16924		16	390144	246784	88	0
1970/01/01_08:26:29	16924		16	390144	247808	100	0
1970/01/01_08:26:30	16924		16	390144	247808	100	0
1970/01/01_08:26:31	16924		16	390144	247808	100	0
1970/01/01_08:26:32	16924		16	390144	246784	100	0
1970/01/01_08:26:33	16924		16	390144	247808	100	0
1970/01/01_08:26:34	16924		16	390144	246784	84	0
1970/01/01_08:26:35	16924		16	390144	247808	100	0
1970/01/01_08:26:36	16924		16	390144	246784	84	0
1970/01/01_08:26:37	16924		16	390144	246784	100	0
1970/01/01_08:26:38	16924		16	390144	247808	100	0
1970/01/01_08:26:39	16924		16	390144	246784	100	0
1970/01/01_08:26:40	16924		16	390144	247808	102	0
1970/01/01_08:26:41	16924		16	390144	246784	84	0
1970/01/01_08:26:42	16924		16	390144	247808	100	0
1970/01/01_08:26:43	16924		16	390144	246784	84	0
1970/01/01_08:26:44	16924		16	390144	247808	100	0
1970/01/01_08:26:45	16924		16	390144	247808	100	0
1970/01/01_08:26:46	16924		16	390144	246784	100	0
1970/01/01_08:26:47	16924		16	390144	247808	100	0
1970/01/01_08:26:48	16924		16	390144	246784	100	0
1970/01/01_08:26:49	16924		16	390144	247808	100	0
1970/01/01_08:26:50	16924		16	390144	246784	100	0
1970/01/01_08:26:51	16924		16	390144	247808	102	0
1970/01/01_08:26:52	16924		16	390144	246784	86	0
1970/01/01_08:26:54	16924		16	390144	247808	100	0
1970/01/01_08:26:55	16924		16	390144	246784	84	0
1970/01/01_08:26:56	16924		16	390144	247808	100	0
1970/01/01_08:26:57	16924		16	390144	247808	100	0
1970/01/01_08:26:58	16924		16	390144	247808	100	0
1970/01/01_08:26:59	16924		16	390144	247808	102	0
1970/01/01_08:27:00	16924		16	390144	246784	88	0
1970/01/01_08:27:01	16924		16	390144	246784	100	0
1970/01/01_08:27:02	16924		16	390144	247808	100	0
1970/01/01_08:27:03	16924		16	390144	247808	102	0
1970/01/01_08:27:04	16924		16	390144	247808	82	0
1970/01/01_08:27:05	16924		16	390144	247808	100	0
1970/01/01_08:27:06	16924		16	390144	247808	100	0
1970/01/01_08:27:07	16924		16	390144	247808	100	0
1970/01/01_08:27:08	16924		16	390144	247808	102	0
1970/01/01_08:27:09	16924		16	390144	247808	90	0
1970/01/01_08:27:10	16924		16	390144	247808	100	0
1970/01/01_08:27:11	16924		16	390144	247808	100	0
1970/01/01_08:27:12	16924		16	379904	239616	84	0
1970/01/01_08:27:13	16924		16	390144	247808	100	0
1970/01/01_08:27:14	16924		16	390144	247808	100	0
1970/01/01_08:27:15	16924		16	390144	247808	102	0
1970/01/01_08:27:16	16924		16	390144	247808	100	0
1970/01/01_08:27:17	16924		16	390144	247808	88	0
1970/01/01_08:27:18	16924		16	390144	247808	100	0
1970/01/01_08:27:19	16924		16	390144	247808	102	0
1970/01/01_08:27:20	16924		16	390144	247808	100	0
1970/01/01_08:27:21	16924		16	390144	247808	102	0
1970/01/01_08:27:22	16924		16	390144	247808	92	0
1970/01/01_08:27:23	16924		16	390144	247808	100	0
1970/01/01_08:27:24	16924		16	390144	247808	100	0
1970/01/01_08:27:25	16924		16	390144	247808	86	0
1970/01/01_08:27:26	16924		16	390144	247808	100	0
1970/01/01_08:27:27	16924		16	390144	247808	100	0
1970/01/01_08:27:28	16924		16	390144	247808	100	0
1970/01/01_08:27:29	16924		16	390144	247808	102	0
1970/01/01_08:27:30	16924		16	390144	247808	100	0
1970/01/01_08:27:31	16924		16	390144	247808	100	0
1970/01/01_08:27:33	16924		16	390144	247808	88	0
1970/01/01_08:27:34	16924		16	390144	247808	100	0
1970/01/01_08:27:35	16924		16	390144	247808	100	0
1970/01/01_08:27:36	16924		16	390144	247808	84	0
1970/01/01_08:27:37	16924		16	390144	247808	100	0
1970/01/01_08:27:38	16924		16	390144	247808	102	0
1970/01/01_08:27:39	16924		16	390144	247808	100	0
1970/01/01_08:27:40	16924		16	390144	247808	100	0
1970/01/01_08:27:41	16924		16	390144	246784	92	0
1970/01/01_08:27:42	16924		16	390144	246784	100	0
1970/01/01_08:27:43	16924		16	390144	247808	100	0
1970/01/01_08:27:44	16924		16	390144	247808	100	0
1970/01/01_08:27:45	16924		16	390144	247808	100	0
1970/01/01_08:27:46	16924		16	390144	247808	100	0
1970/01/01_08:27:47	16924		16	390144	247808	100	0
1970/01/01_08:27:48	16924		16	390144	247808	100	0
1970/01/01_08:27:49	16924		16	390144	247808	100	0
1970/01/01_08:27:50	16924		16	390144	247808	100	0
1970/01/01_08:27:51	16924		16	390144	247808	100	0
1970/01/01_08:27:52	16924		16	390144	247808	100	0
1970/01/01_08:27:53	16924		16	390144	247808	102	0
1970/01/01_08:27:54	16924		16	390144	247808	102	0
1970/01/01_08:27:55	16924		16	390144	247808	100	0
1970/01/01_08:27:56	16924		16	390144	248832	102	0
1970/01/01_08:27:57	16924		16	390144	248832	102	0
1970/01/01_08:27:58	16924		16	390144	248832	102	0
1970/01/01_08:27:59	16924		16	390144	247808	102	0
1970/01/01_08:28:00	16924		16	390144	247808	100	0
1970/01/01_08:28:01	16924		16	390144	247808	92	0
1970/01/01_08:28:02	16924		16	390144	247808	102	0
1970/01/01_08:28:03	16924		16	390144	247808	96	0
1970/01/01_08:28:04	16924		16	390144	247808	100	0
1970/01/01_08:28:05	16924		16	390144	247808	100	0
1970/01/01_08:28:06	16924		16	390144	247808	100	0
1970/01/01_08:28:07	16924		16	390144	247808	100	0
1970/01/01_08:28:08	16924		16	390144	247808	100	0
1970/01/01_08:28:10	16924		16	390144	247808	100	0
1970/01/01_08:28:11	16924		16	390144	247808	102	0
1970/01/01_08:28:12	16924		16	390144	247808	86	0
1970/01/01_08:28:13	16924		16	390144	247808	100	0
1970/01/01_08:28:14	16924		16	390144	247808	100	0
1970/01/01_08:28:15	16924		16	390144	247808	102	0
1970/01/01_08:28:16	16924		16	390144	247808	100	0
1970/01/01_08:28:17	16924		16	390144	246784	86	0
1970/01/01_08:28:18	16924		16	390144	247808	100	0
1970/01/01_08:28:19	16924		16	390144	247808	100	0
1970/01/01_08:28:20	16924		16	390144	247808	100	0
1970/01/01_08:28:21	16924		16	390144	247808	98	0
1970/01/01_08:28:22	16924		16	390144	247808	100	0
1970/01/01_08:28:23	16924		16	390144	247808	100	0
1970/01/01_08:28:24	16924		16	390144	247808	100	0
1970/01/01_08:28:25	16924		16	390144	248832	100	0
1970/01/01_08:28:26	16924		16	378880	214016	86	0
1970/01/01_08:28:27	16924		16	390144	246784	100	0
1970/01/01_08:28:28	16924		16	390144	247808	100	0
1970/01/01_08:28:29	16924		16	390144	247808	100	0
1970/01/01_08:28:30	16924		16	390144	247808	100	0
1970/01/01_08:28:31	16924		16	353280	212992	86	0
1970/01/01_08:28:32	16924		16	390144	246784	100	0
1970/01/01_08:28:33	16924		16	390144	247808	100	0
1970/01/01_08:28:34	16924		16	390144	247808	100	0
1970/01/01_08:28:35	16924		16	390144	247808	100	0
1970/01/01_08:28:36	16924		16	390144	247808	100	0
1970/01/01_08:28:37	16924		16	390144	247808	102	0
1970/01/01_08:28:38	16924		16	390144	246784	100	0
1970/01/01_08:28:39	16924		16	390144	247808	100	0
1970/01/01_08:28:40	16924		16	390144	246784	86	0
1970/01/01_08:28:41	16924		16	390144	247808	100	0
1970/01/01_08:28:42	16924		16	390144	247808	100	0
1970/01/01_08:28:43	16924		16	390144	246784	100	0
1970/01/01_08:28:44	16924		16	390144	247808	100	0
1970/01/01_08:28:45	16924		16	390144	247808	100	0
1970/01/01_08:28:46	16924		16	390144	246784	86	0
1970/01/01_08:28:48	16924		16	390144	247808	102	0
1970/01/01_08:28:49	16924		16	349184	208896	102	0
1970/01/01_08:28:50	16924		16	390144	246784	100	0
1970/01/01_08:28:51	16924		16	390144	247808	100	0
1970/01/01_08:28:52	16924		16	390144	247808	100	0
1970/01/01_08:28:53	16924		16	390144	246784	88	0
1970/01/01_08:28:54	16924		16	390144	247808	100	0
1970/01/01_08:28:55	16924		16	348160	208896	100	0
1970/01/01_08:28:56	16924		16	390144	246784	100	0
1970/01/01_08:28:57	16924		16	390144	247808	100	0
1970/01/01_08:28:58	16924		16	379904	234496	46	0
1970/01/01_08:28:59	16924		16	390144	246784	100	0
1970/01/01_08:29:00	16924		16	390144	247808	100	0
1970/01/01_08:29:01	16924		16	390144	246784	86	0
1970/01/01_08:29:02	16924		16	390144	247808	100	0
1970/01/01_08:29:03	16924		16	390144	247808	100	0
1970/01/01_08:29:04	16924		16	390144	247808	102	0
1970/01/01_08:29:05	16924		16	390144	247808	102	0
1970/01/01_08:29:06	16924		16	379904	224256	82	0
1970/01/01_08:29:07	16924		16	390144	247808	100	0
1970/01/01_08:29:08	16924		16	390144	247808	100	0
1970/01/01_08:29:09	16924		16	390144	247808	84	0
1970/01/01_08:29:10	16924		16	390144	247808	100	0
1970/01/01_08:29:11	16924		16	390144	247808	84	0
1970/01/01_08:29:12	16924		16	390144	247808	100	0
1970/01/01_08:29:13	16924		16	390144	247808	82	0
1970/01/01_08:29:14	16924		16	390144	247808	102	0
1970/01/01_08:29:15	16924		16	390144	247808	84	0
1970/01/01_08:29:16	16924		16	390144	247808	100	0
1970/01/01_08:29:18	16924		16	390144	247808	102	0
1970/01/01_08:29:19	16924		16	390144	247808	100	0
1970/01/01_08:29:20	16924		16	390144	247808	100	0
1970/01/01_08:29:21	16924		16	390144	247808	100	0
1970/01/01_08:29:22	16924		16	390144	247808	100	0
1970/01/01_08:29:23	16924		16	390144	248832	100	0
1970/01/01_08:29:24	16924		16	390144	248832	102	0
1970/01/01_08:29:25	16924		16	390144	246784	100	0
1970/01/01_08:29:26	16924		16	390144	247808	100	0
1970/01/01_08:29:27	16924		16	390144	247808	100	0
1970/01/01_08:29:28	16924		16	390144	246784	100	0
1970/01/01_08:29:29	16924		16	390144	247808	100	0
1970/01/01_08:29:30	16924		16	390144	247808	100	0
1970/01/01_08:29:31	16924		16	390144	246784	100	0
1970/01/01_08:29:32	16924		16	390144	247808	102	0
1970/01/01_08:29:33	16924		16	390144	247808	100	0
1970/01/01_08:29:34	16924		16	390144	246784	86	0
1970/01/01_08:29:35	16924		16	390144	247808	100	0
1970/01/01_08:29:36	16924		16	390144	247808	100	0
1970/01/01_08:29:37	16924		16	390144	246784	100	0
1970/01/01_08:29:38	16924		16	390144	247808	100	0
1970/01/01_08:29:39	16924		16	390144	246784	86	0
1970/01/01_08:29:40	16924		16	390144	247808	100	0
1970/01/01_08:29:41	16924		16	390144	247808	102	0
1970/01/01_08:29:42	16924		16	390144	246784	100	0
1970/01/01_08:29:43	16924		16	390144	247808	100	0
1970/01/01_08:29:44	16924		16	390144	246784	84	0
1970/01/01_08:29:46	16924		16	390144	247808	100	0
1970/01/01_08:29:47	16924		16	390144	247808	100	0
1970/01/01_08:29:48	16924		16	379904	218112	86	0
1970/01/01_08:29:49	16924		16	390144	246784	100	0
1970/01/01_08:29:50	16924		16	390144	247808	102	0
1970/01/01_08:29:51	16924		16	390144	247808	100	0
1970/01/01_08:29:52	16924		16	390144	246784	100	0
1970/01/01_08:29:53	16924		16	390144	247808	100	0
1970/01/01_08:29:54	16924		16	390144	247808	102	0
1970/01/01_08:29:55	16924		16	348160	208896	102	0
1970/01/01_08:29:56	16924		16	390144	246784	100	0
1970/01/01_08:29:57	16924		16	390144	247808	100	0
1970/01/01_08:29:58	16924		16	390144	247808	102	0
1970/01/01_08:29:59	16924		16	348160	208896	92	0
1970/01/01_08:30:00	16924		16	390144	246784	100	0
1970/01/01_08:30:01	16924		16	390144	247808	100	0
1970/01/01_08:30:02	16924		16	390144	246784	100	0
1970/01/01_08:30:03	16924		16	390144	247808	100	0
1970/01/01_08:30:04	16924		16	390144	247808	100	0
1970/01/01_08:30:05	16924		16	390144	247808	100	0
1970/01/01_08:30:06	16924		16	390144	246784	100	0
1970/01/01_08:30:07	16924		16	390144	247808	100	0
1970/01/01_08:30:08	16924		16	390144	247808	100	0
1970/01/01_08:30:09	16924		16	390144	246784	100	0
1970/01/01_08:30:10	16924		16	390144	247808	100	0
1970/01/01_08:30:11	16924		16	390144	246784	98	0
1970/01/01_08:30:12	16924		16	390144	247808	100	0
1970/01/01_08:30:13	16924		16	390144	247808	100	0
1970/01/01_08:30:14	16924		16	390144	247808	100	0
1970/01/01_08:30:15	16924		16	379904	227328	82	0
1970/01/01_08:30:16	16924		16	390144	246784	100	0
1970/01/01_08:30:17	16924		16	348160	208896	98	0
1970/01/01_08:30:18	16924		16	390144	246784	100	0
1970/01/01_08:30:19	16924		16	390144	247808	100	0
1970/01/01_08:30:20	16924		16	390144	247808	100	0
1970/01/01_08:30:22	16924		16	390144	246784	100	0
1970/01/01_08:30:23	16924		16	390144	247808	100	0
1970/01/01_08:30:24	16924		16	390144	247808	100	0
1970/01/01_08:30:25	16924		16	390144	247808	100	0
1970/01/01_08:30:26	16924		16	390144	246784	100	0
1970/01/01_08:30:27	16924		16	390144	247808	100	0
1970/01/01_08:30:28	16924		16	390144	247808	100	0
1970/01/01_08:30:29	16924		16	390144	248832	100	0
1970/01/01_08:30:30	16924		16	390144	246784	100	0
1970/01/01_08:30:31	16924		16	390144	247808	100	0
1970/01/01_08:30:32	16924		16	390144	247808	102	0
1970/01/01_08:30:33	16924		16	390144	246784	88	0
1970/01/01_08:30:34	16924		16	390144	247808	100	0
1970/01/01_08:30:35	16924		16	390144	247808	100	0
1970/01/01_08:30:36	16924		16	390144	246784	100	0
1970/01/01_08:30:37	16924		16	390144	247808	100	0
1970/01/01_08:30:38	16924		16	390144	247808	100	0
1970/01/01_08:30:39	16924		16	390144	246784	86	0
1970/01/01_08:30:40	16924		16	390144	247808	100	0
1970/01/01_08:30:41	16924		16	348160	208896	100	0
1970/01/01_08:30:42	16924		16	390144	246784	100	0
1970/01/01_08:30:43	16924		16	390144	247808	100	0
1970/01/01_08:30:44	16924		16	379904	237568	82	0
1970/01/01_08:30:45	16924		16	390144	247808	100	0
1970/01/01_08:30:46	16924		16	390144	247808	100	0
1970/01/01_08:30:47	16924		16	390144	248832	100	0
1970/01/01_08:30:48	16924		16	390144	246784	100	0
1970/01/01_08:30:49	16924		16	390144	247808	100	0
1970/01/01_08:30:50	16924		16	390144	247808	100	0
1970/01/01_08:30:51	16924		16	390144	247808	100	0
1970/01/01_08:30:52	16924		16	390144	246784	100	0
1970/01/01_08:30:53	16924		16	390144	247808	100	0
1970/01/01_08:30:54	16924		16	390144	247808	100	0
1970/01/01_08:30:55	16924		16	390144	246784	100	0
1970/01/01_08:30:56	16924		16	390144	247808	100	0
1970/01/01_08:30:57	16924		16	390144	247808	102	0
1970/01/01_08:30:58	16924		16	390144	246784	100	0
1970/01/01_08:31:00	16924		16	390144	247808	102	0
1970/01/01_08:31:01	16924		16	390144	247808	98	0
1970/01/01_08:31:02	16924		16	353280	211968	86	0
1970/01/01_08:31:03	16924		16	390144	246784	98	0
1970/01/01_08:31:04	16924		16	390144	247808	100	0
1970/01/01_08:31:05	16924		16	390144	246784	84	0
1970/01/01_08:31:06	16924		16	390144	247808	100	0
1970/01/01_08:31:07	16924		16	390144	246784	84	0
1970/01/01_08:31:08	16924		16	390144	247808	102	0
1970/01/01_08:31:09	16924		16	390144	246784	84	0
1970/01/01_08:31:10	16924		16	390144	247808	100	0
1970/01/01_08:31:11	16924		16	390144	246784	100	0
1970/01/01_08:31:12	16924		16	390144	247808	100	0
1970/01/01_08:31:13	16924		16	390144	247808	100	0
1970/01/01_08:31:14	16924		16	390144	247808	86	0
1970/01/01_08:31:15	16924		16	390144	247808	100	0
1970/01/01_08:31:16	16924		16	390144	247808	100	0
1970/01/01_08:31:17	16924		16	390144	247808	100	0
1970/01/01_08:31:18	16924		16	390144	247808	100	0
1970/01/01_08:31:19	16924		16	390144	247808	100	0
1970/01/01_08:31:20	16924		16	390144	247808	102	0
1970/01/01_08:31:21	16924		16	390144	247808	90	0
1970/01/01_08:31:22	16924		16	390144	247808	100	0
1970/01/01_08:31:23	16924		16	390144	247808	84	0
1970/01/01_08:31:24	16924		16	390144	247808	98	0
1970/01/01_08:31:25	16924		16	348160	208896	100	0
1970/01/01_08:31:26	16924		16	390144	247808	100	0
1970/01/01_08:31:27	16924		16	390144	247808	100	0
1970/01/01_08:31:28	16924		16	390144	247808	100	0
1970/01/01_08:31:29	16924		16	390144	247808	100	0
1970/01/01_08:31:30	16924		16	390144	247808	86	0
1970/01/01_08:31:31	16924		16	390144	247808	100	0
1970/01/01_08:31:32	16924		16	390144	247808	100	0
1970/01/01_08:31:33	16924		16	390144	247808	88	0
1970/01/01_08:31:34	16924		16	390144	247808	100	0
1970/01/01_08:31:36	16924		16	379904	239616	84	0
1970/01/01_08:31:37	16924		16	390144	246784	100	0
1970/01/01_08:31:38	16924		16	390144	247808	100	0
1970/01/01_08:31:39	16924		16	390144	246784	100	0
1970/01/01_08:31:40	16924		16	390144	247808	100	0
1970/01/01_08:31:41	16924		16	390144	246784	88	0
1970/01/01_08:31:42	16924		16	390144	247808	100	0
1970/01/01_08:31:43	16924		16	390144	247808	102	0
1970/01/01_08:31:44	16924		16	390144	246784	102	0
1970/01/01_08:31:45	16924		16	390144	247808	102	0
1970/01/01_08:31:46	16924		16	390144	246784	100	0
1970/01/01_08:31:47	16924		16	390144	247808	100	0
1970/01/01_08:31:48	16924		16	390144	246784	86	0
1970/01/01_08:31:49	16924		16	390144	247808	100	0
1970/01/01_08:31:50	16924		16	348160	208896	92	0
1970/01/01_08:31:51	16924		16	390144	246784	100	0
1970/01/01_08:31:52	16924		16	390144	247808	100	0
1970/01/01_08:31:53	16924		16	390144	247808	102	0
1970/01/01_08:31:54	16924		16	390144	246784	94	0
1970/01/01_08:31:55	16924		16	390144	246784	100	0
1970/01/01_08:31:56	16924		16	348160	207872	92	0
1970/01/01_08:31:57	16924		16	390144	246784	100	0
1970/01/01_08:31:58	16924		16	378880	214016	84	0
1970/01/01_08:31:59	16924		16	390144	246784	100	0
1970/01/01_08:32:00	16924		16	390144	246784	100	0
1970/01/01_08:32:01	16924		16	390144	246784	100	0
1970/01/01_08:32:02	16924		16	390144	247808	100	0
1970/01/01_08:32:03	16924		16	390144	246784	100	0
1970/01/01_08:32:04	16924		16	390144	246784	100	0
1970/01/01_08:32:05	16924		16	390144	246784	100	0
1970/01/01_08:32:06	16924		16	390144	246784	100	0
1970/01/01_08:32:07	16924		16	390144	247808	100	0
1970/01/01_08:32:08	16924		16	390144	246784	100	0
1970/01/01_08:32:09	16924		16	348160	208896	96	0
1970/01/01_08:32:10	16924		16	390144	246784	100	0
1970/01/01_08:32:12	16924		16	390144	246784	100	0
1970/01/01_08:32:13	16924		16	390144	247808	100	0
1970/01/01_08:32:14	16924		16	390144	246784	100	0
1970/01/01_08:32:15	16924		16	390144	246784	100	0
1970/01/01_08:32:16	16924		16	390144	247808	100	0
1970/01/01_08:32:17	16924		16	387072	241664	86	0
1970/01/01_08:32:18	16924		16	390144	246784	100	0
1970/01/01_08:32:19	16924		16	390144	246784	84	0
1970/01/01_08:32:20	16924		16	390144	247808	100	0
1970/01/01_08:32:21	16924		16	353280	208896	84	0
1970/01/01_08:32:22	16924		16	390144	246784	98	0
1970/01/01_08:32:23	16924		16	390144	247808	100	0
1970/01/01_08:32:24	16924		16	390144	246784	86	0
1970/01/01_08:32:25	16924		16	390144	247808	102	0
1970/01/01_08:32:26	16924		16	379904	234496	84	0
1970/01/01_08:32:27	16924		16	390144	247808	100	0
1970/01/01_08:32:28	16924		16	348160	208896	86	0
1970/01/01_08:32:29	16924		16	390144	246784	100	0
1970/01/01_08:32:30	16924		16	390144	246784	84	0
1970/01/01_08:32:31	16924		16	390144	247808	100	0
1970/01/01_08:32:32	16924		16	390144	247808	100	0
1970/01/01_08:32:33	16924		16	379904	230400	84	0
1970/01/01_08:32:34	16924		16	390144	246784	100	0
1970/01/01_08:32:35	16924		16	390144	247808	100	0
1970/01/01_08:32:36	16924		16	390144	246784	100	0
1970/01/01_08:32:37	16924		16	390144	247808	100	0
1970/01/01_08:32:38	16924		16	390144	246784	100	0
1970/01/01_08:32:39	16924		16	390144	246784	102	0
1970/01/01_08:32:40	16924		16	390144	246784	102	0
1970/01/01_08:32:41	16924		16	390144	246784	100	0
1970/01/01_08:32:42	16924		16	390144	246784	84	0
1970/01/01_08:32:43	16924		16	390144	246784	100	0
1970/01/01_08:32:44	16924		16	390144	246784	84	0
1970/01/01_08:32:45	16924		16	390144	246784	100	0
1970/01/01_08:32:46	16924		16	390144	246784	84	0
1970/01/01_08:32:48	16924		16	390144	246784	100	0
1970/01/01_08:32:49	16924		16	390144	246784	100	0
1970/01/01_08:32:50	16924		16	390144	246784	100	0
1970/01/01_08:32:51	16924		16	390144	246784	100	0
1970/01/01_08:32:52	16924		16	390144	246784	100	0
1970/01/01_08:32:53	16924		16	390144	246784	100	0
1970/01/01_08:32:54	16924		16	390144	246784	100	0
1970/01/01_08:32:55	16924		16	390144	246784	100	0
1970/01/01_08:32:56	16924		16	378880	239616	84	0
1970/01/01_08:32:57	16924		16	390144	246784	100	0
1970/01/01_08:32:58	16924		16	348160	208896	100	0
1970/01/01_08:32:59	16924		16	390144	246784	100	0
1970/01/01_08:33:00	16924		16	390144	247808	100	0
1970/01/01_08:33:01	16924		16	390144	246784	86	0
1970/01/01_08:33:02	16924		16	390144	246784	100	0
1970/01/01_08:33:03	16924		16	390144	246784	64	0
1970/01/01_08:33:04	16924		16	390144	246784	100	0
1970/01/01_08:33:05	16924		16	390144	247808	100	0
1970/01/01_08:33:06	16924		16	390144	246784	86	0
1970/01/01_08:33:07	16924		16	390144	246784	100	0
1970/01/01_08:33:08	16924		16	390144	247808	100	0
1970/01/01_08:33:09	16924		16	390144	246784	100	0
1970/01/01_08:33:10	16924		16	390144	246784	100	0
1970/01/01_08:33:11	16924		16	348160	207872	100	0
1970/01/01_08:33:12	16924		16	390144	246784	100	0
1970/01/01_08:33:13	16924		16	390144	246784	100	0
1970/01/01_08:33:14	16924		16	390144	246784	102	0
1970/01/01_08:33:15	16924		16	390144	246784	102	0
1970/01/01_08:33:16	16924		16	390144	246784	102	0
1970/01/01_08:33:17	16924		16	390144	246784	100	0
1970/01/01_08:33:18	16924		16	378880	238592	86	0
1970/01/01_08:33:19	16924		16	390144	246784	102	0
1970/01/01_08:33:20	16924		16	390144	246784	100	0
1970/01/01_08:33:21	16924		16	390144	246784	84	0
1970/01/01_08:33:23	16924		16	390144	246784	100	0
1970/01/01_08:33:24	16924		16	390144	247808	100	0
1970/01/01_08:33:25	16924		16	390144	246784	86	0
1970/01/01_08:33:26	16924		16	390144	246784	100	0
1970/01/01_08:33:27	16924		16	390144	247808	100	0
1970/01/01_08:33:28	16924		16	390144	246784	92	0
1970/01/01_08:33:29	16924		16	390144	246784	100	0
1970/01/01_08:33:30	16924		16	378880	231424	84	0
1970/01/01_08:33:31	16924		16	390144	246784	100	0
1970/01/01_08:33:32	16924		16	390144	247808	100	0
1970/01/01_08:33:33	16924		16	390144	246784	86	0
1970/01/01_08:33:34	16924		16	390144	246784	100	0
1970/01/01_08:33:35	16924		16	390144	247808	100	0
1970/01/01_08:33:36	16924		16	390144	246784	100	0
1970/01/01_08:33:37	16924		16	390144	246784	100	0
1970/01/01_08:33:38	16924		16	390144	246784	28	0
1970/01/01_08:33:39	16924		16	390144	246784	100	0
1970/01/01_08:33:40	16924		16	390144	247808	100	0
1970/01/01_08:33:41	16924		16	390144	246784	84	0
1970/01/01_08:33:42	16924		16	390144	246784	102	0
1970/01/01_08:33:43	16924		16	390144	246784	100	0
1970/01/01_08:33:44	16924		16	390144	246784	100	0
1970/01/01_08:33:45	16924		16	390144	246784	102	0
1970/01/01_08:33:46	16924		16	390144	246784	100	0
1970/01/01_08:33:47	16924		16	390144	246784	100	0
1970/01/01_08:33:48	16924		16	390144	246784	100	0
1970/01/01_08:33:49	16924		16	390144	246784	100	0
1970/01/01_08:33:50	16924		16	390144	246784	102	0
1970/01/01_08:33:51	16924		16	390144	246784	100	0
1970/01/01_08:33:52	16924		16	378880	222208	84	0
1970/01/01_08:33:53	16924		16	390144	246784	100	0
1970/01/01_08:33:54	16924		16	348160	206848	84	0
1970/01/01_08:33:55	16924		16	390144	246784	100	0
1970/01/01_08:33:56	16924		16	390144	247808	100	0
1970/01/01_08:33:57	16924		16	390144	246784	88	0
1970/01/01_08:33:59	16924		16	390144	246784	100	0
1970/01/01_08:34:00	16924		16	390144	247808	100	0
1970/01/01_08:34:01	16924		16	390144	246784	84	0
1970/01/01_08:34:02	16924		16	390144	246784	100	0
1970/01/01_08:34:03	16924		16	390144	247808	100	0
1970/01/01_08:34:04	16924		16	390144	246784	86	0
1970/01/01_08:34:05	16924		16	390144	246784	100	0
1970/01/01_08:34:06	16924		16	390144	247808	100	0
1970/01/01_08:34:07	16924		16	390144	246784	100	0
1970/01/01_08:34:08	16924		16	390144	246784	100	0
1970/01/01_08:34:09	16924		16	390144	247808	102	0
1970/01/01_08:34:10	16924		16	390144	246784	102	0
1970/01/01_08:34:11	16924		16	390144	246784	100	0
1970/01/01_08:34:12	16924		16	390144	247808	102	0
1970/01/01_08:34:14	16924		16	390144	246784	100	0
1970/01/01_08:34:15	16924		16	390144	246784	86	0
1970/01/01_08:34:16	16924		16	390144	246784	102	0
1970/01/01_08:34:17	16924		16	390144	247808	102	0
1970/01/01_08:34:18	16924		16	379904	239616	86	0
1970/01/01_08:34:19	16924		16	390144	246784	102	0
1970/01/01_08:34:20	16924		16	390144	247808	100	0
1970/01/01_08:34:21	16924		16	390144	247808	100	0
1970/01/01_08:34:22	16924		16	390144	246784	100	0
1970/01/01_08:34:23	16924		16	390144	246784	100	0
1970/01/01_08:34:24	16924		16	390144	247808	100	0
1970/01/01_08:34:26	16924		16	390144	246784	100	0
1970/01/01_08:34:27	16924		16	390144	246784	100	0
1970/01/01_08:34:28	16924		16	390144	247808	100	0
1970/01/01_08:34:29	16924		16	390144	246784	102	0
1970/01/01_08:34:30	16924		16	390144	246784	100	0
1970/01/01_08:34:31	16924		16	390144	246784	100	0
1970/01/01_08:34:32	16924		16	390144	246784	100	0
