pcm,套件,引擎
SceneId-2/X1/F005_148.wav,156,引擎未测试
SceneId-2/X2/M104_152.wav,72,引擎未测试
SceneId-2/X1/F013_147.wav,136,引擎未测试
SceneId-2/X1/F007_150.wav,92,引擎未测试
SceneId-2/X3/M011_148.wav,None,引擎未测试
SceneId-2/X1/F101_148.wav,84,引擎未测试
SceneId-2/X3/F013_145.wav,72,引擎未测试
SceneId-2/X1/M015_150.wav,121,引擎未测试
SceneId-2/X2/F106_150.wav,66,引擎未测试
SceneId-2/X1/M103_147.wav,92,引擎未测试
SceneId-2/X3/M113_151.wav,103,引擎未测试
SceneId-2/X1/M102_147.wav,96,引擎未测试
SceneId-2/X2/F114_152.wav,55,引擎未测试
SceneId-2/X3/F108_150.wav,100,引擎未测试
SceneId-2/X1/F114_150.wav,86,引擎未测试
SceneId-2/X2/M003_145.wav,None,引擎未测试
SceneId-2/X3/M009_149.wav,86,引擎未测试
SceneId-2/X3/F109_146.wav,105,引擎未测试
SceneId-2/X1/F016_151.wav,87,引擎未测试
SceneId-2/X2/M110_150.wav,None,引擎未测试
SceneId-2/X1/M010_148.wav,166,引擎未测试
SceneId-2/X3/F016_148.wav,111,引擎未测试
SceneId-2/X2/M012_145.wav,21,引擎未测试
SceneId-2/X3/F016_152.wav,90,引擎未测试
SceneId-2/X1/M001_146.wav,43,引擎未测试
SceneId-2/X3/M104_147.wav,42,引擎未测试
SceneId-2/X2/M112_147.wav,None,引擎未测试
SceneId-2/X3/M113_147.wav,80,引擎未测试
SceneId-2/X1/F109_151.wav,68,引擎未测试
SceneId-2/X1/M110_147.wav,91,引擎未测试
SceneId-2/X1/M112_147.wav,118,引擎未测试
SceneId-2/X3/M012_149.wav,87,引擎未测试
SceneId-2/X1/F109_148.wav,128,引擎未测试
SceneId-2/X3/M107_151.wav,111,引擎未测试
SceneId-2/X3/F008_146.wav,68,引擎未测试
SceneId-2/X1/F004_150.wav,76,引擎未测试
SceneId-2/X1/F005_150.wav,117,引擎未测试
SceneId-2/X3/F106_146.wav,34,引擎未测试
SceneId-2/X3/M103_147.wav,98,引擎未测试
SceneId-2/X1/F108_151.wav,123,引擎未测试
SceneId-2/X1/M110_146.wav,22,引擎未测试
SceneId-2/X2/F106_148.wav,21,引擎未测试
SceneId-2/X3/F008_147.wav,63,引擎未测试
SceneId-2/X1/F004_148.wav,139,引擎未测试
SceneId-2/X2/F005_152.wav,33,引擎未测试
SceneId-2/X2/M104_149.wav,94,引擎未测试
SceneId-2/X1/M113_145.wav,82,引擎未测试
SceneId-2/X1/M102_150.wav,109,引擎未测试
SceneId-2/X3/F106_151.wav,21,引擎未测试
SceneId-2/X1/M012_150.wav,39,引擎未测试
SceneId-2/X1/M113_148.wav,70,引擎未测试
SceneId-2/X1/F114_147.wav,51,引擎未测试
SceneId-2/X2/F013_147.wav,80,引擎未测试
SceneId-2/X3/M014_148.wav,71,引擎未测试
SceneId-2/X1/F008_146.wav,95,引擎未测试
SceneId-2/X2/M113_148.wav,None,引擎未测试
SceneId-2/X3/F007_152.wav,53,引擎未测试
SceneId-2/X2/F109_151.wav,100,引擎未测试
SceneId-2/X1/M107_150.wav,99,引擎未测试
SceneId-2/X1/F007_146.wav,126,引擎未测试
SceneId-2/X3/M009_145.wav,27,引擎未测试
SceneId-2/X1/M003_151.wav,107,引擎未测试
SceneId-2/X2/M011_150.wav,None,引擎未测试
SceneId-2/X2/F106_146.wav,None,引擎未测试
SceneId-2/X3/F101_145.wav,71,引擎未测试
SceneId-2/X2/M102_150.wav,18,引擎未测试
SceneId-2/X2/F108_148.wav,None,引擎未测试
SceneId-2/X2/M010_145.wav,128,引擎未测试
SceneId-2/X3/M104_149.wav,91,引擎未测试
SceneId-2/X3/M006_147.wav,70,引擎未测试
SceneId-2/X1/M113_152.wav,80,引擎未测试
SceneId-2/X3/F108_146.wav,94,引擎未测试
SceneId-2/X2/F002_148.wav,59,引擎未测试
SceneId-2/X3/F005_151.wav,99,引擎未测试
SceneId-2/X3/M014_147.wav,97,引擎未测试
SceneId-2/X2/M014_146.wav,None,引擎未测试
SceneId-2/X3/F109_145.wav,125,引擎未测试
SceneId-2/X2/F002_145.wav,55,引擎未测试
SceneId-2/X2/M014_149.wav,59,引擎未测试
SceneId-2/X1/M104_145.wav,96,引擎未测试
SceneId-2/X3/F114_148.wav,45,引擎未测试
SceneId-2/X1/M001_145.wav,21,引擎未测试
SceneId-2/X1/M011_152.wav,25,引擎未测试
SceneId-2/X1/M010_147.wav,166,引擎未测试
SceneId-2/X2/M113_151.wav,16,引擎未测试
SceneId-2/X1/F002_150.wav,90,引擎未测试
SceneId-2/X2/M003_147.wav,28,引擎未测试
SceneId-2/X2/M001_149.wav,14,引擎未测试
SceneId-2/X3/F016_145.wav,115,引擎未测试
SceneId-2/X1/M009_148.wav,16,引擎未测试
SceneId-2/X2/M006_149.wav,37,引擎未测试
SceneId-2/X1/M104_150.wav,86,引擎未测试
SceneId-2/X3/F008_151.wav,89,引擎未测试
SceneId-2/X2/M006_148.wav,20,引擎未测试
SceneId-2/X1/F105_150.wav,57,引擎未测试
SceneId-2/X1/M104_151.wav,92,引擎未测试
SceneId-2/X1/F111_146.wav,130,引擎未测试
SceneId-2/X1/M015_145.wav,129,引擎未测试
SceneId-2/X1/M110_150.wav,12,引擎未测试
SceneId-2/X3/M003_145.wav,76,引擎未测试
SceneId-2/X3/M010_147.wav,71,引擎未测试
SceneId-2/X1/F108_147.wav,171,引擎未测试
SceneId-2/X2/M102_146.wav,17,引擎未测试
SceneId-2/X2/M103_149.wav,58,引擎未测试
SceneId-2/X1/M011_147.wav,47,引擎未测试
SceneId-2/X2/M113_150.wav,None,引擎未测试
SceneId-2/X2/M103_145.wav,13,引擎未测试
SceneId-2/X1/M104_148.wav,80,引擎未测试
SceneId-2/X3/M010_151.wav,29,引擎未测试
SceneId-2/X3/M102_147.wav,77,引擎未测试
SceneId-2/X2/F005_148.wav,112,引擎未测试
SceneId-2/X2/M015_150.wav,None,引擎未测试
SceneId-2/X3/F109_149.wav,94,引擎未测试
SceneId-2/X2/M110_147.wav,None,引擎未测试
SceneId-2/X1/F008_145.wav,76,引擎未测试
SceneId-2/X1/M107_146.wav,94,引擎未测试
SceneId-2/X2/M003_148.wav,16,引擎未测试
SceneId-2/X1/M011_148.wav,64,引擎未测试
SceneId-2/X3/M014_145.wav,58,引擎未测试
SceneId-2/X2/M011_146.wav,52,引擎未测试
SceneId-2/X1/M103_149.wav,98,引擎未测试
SceneId-2/X1/M010_149.wav,154,引擎未测试
SceneId-2/X3/F109_148.wav,91,引擎未测试
SceneId-2/X3/M003_148.wav,115,引擎未测试
SceneId-2/X1/M001_147.wav,61,引擎未测试
SceneId-2/X1/M112_150.wav,104,引擎未测试
SceneId-2/X3/F101_148.wav,65,引擎未测试
SceneId-2/X3/F111_147.wav,92,引擎未测试
SceneId-2/X1/M103_148.wav,76,引擎未测试
SceneId-2/X3/M001_150.wav,59,引擎未测试
SceneId-2/X3/M112_147.wav,17,引擎未测试
SceneId-2/X1/F007_145.wav,100,引擎未测试
SceneId-2/X3/F108_151.wav,84,引擎未测试
SceneId-2/X3/F016_151.wav,74,引擎未测试
SceneId-2/X3/M015_150.wav,None,引擎未测试
SceneId-2/X2/F002_152.wav,25,引擎未测试
SceneId-2/X2/M107_152.wav,12,引擎未测试
SceneId-2/X2/M015_147.wav,None,引擎未测试
SceneId-2/X2/M103_147.wav,82,引擎未测试
SceneId-2/X1/M003_147.wav,134,引擎未测试
SceneId-2/X3/F108_145.wav,110,引擎未测试
SceneId-2/X1/F004_146.wav,126,引擎未测试
SceneId-2/X1/F002_146.wav,128,引擎未测试
SceneId-2/X1/F109_150.wav,46,引擎未测试
SceneId-2/X3/F111_149.wav,91,引擎未测试
SceneId-2/X1/M009_146.wav,26,引擎未测试
SceneId-2/X1/F109_147.wav,148,引擎未测试
SceneId-2/X1/M103_150.wav,94,引擎未测试
SceneId-2/X3/F105_145.wav,142,引擎未测试
SceneId-2/X2/M104_147.wav,38,引擎未测试
SceneId-2/X3/M110_150.wav,53,引擎未测试
SceneId-2/X3/F111_151.wav,84,引擎未测试
SceneId-2/X2/F007_150.wav,39,引擎未测试
SceneId-2/X3/M103_149.wav,110,引擎未测试
SceneId-2/X1/F013_151.wav,133,引擎未测试
SceneId-2/X2/M102_151.wav,11,引擎未测试
SceneId-2/X1/M011_145.wav,42,引擎未测试
SceneId-2/X2/M107_146.wav,61,引擎未测试
SceneId-2/X2/M012_147.wav,50,引擎未测试
SceneId-2/X3/M011_152.wav,None,引擎未测试
SceneId-2/X1/F111_150.wav,122,引擎未测试
SceneId-2/X2/F005_146.wav,69,引擎未测试
SceneId-2/X3/M110_145.wav,77,引擎未测试
SceneId-2/X3/M015_147.wav,64,引擎未测试
SceneId-2/X1/M014_145.wav,71,引擎未测试
SceneId-2/X3/F004_145.wav,89,引擎未测试
SceneId-2/X2/F007_146.wav,117,引擎未测试
SceneId-2/X2/M012_146.wav,40,引擎未测试
SceneId-2/X2/F101_146.wav,53,引擎未测试
SceneId-2/X1/M001_149.wav,21,引擎未测试
SceneId-2/X1/M107_151.wav,90,引擎未测试
SceneId-2/X3/F109_152.wav,79,引擎未测试
SceneId-2/X2/M010_146.wav,70,引擎未测试
SceneId-2/X1/M110_145.wav,51,引擎未测试
SceneId-2/X1/M003_152.wav,77,引擎未测试
SceneId-2/X1/M006_147.wav,93,引擎未测试
SceneId-2/X1/F111_151.wav,115,引擎未测试
SceneId-2/X1/M003_149.wav,83,引擎未测试
SceneId-2/X3/M107_149.wav,81,引擎未测试
SceneId-2/X3/M012_152.wav,11,引擎未测试
SceneId-2/X2/F016_151.wav,41,引擎未测试
SceneId-2/X3/M113_148.wav,70,引擎未测试
SceneId-2/X2/F004_146.wav,63,引擎未测试
SceneId-2/X1/F013_152.wav,103,引擎未测试
SceneId-2/X1/M107_145.wav,56,引擎未测试
SceneId-2/X2/F114_148.wav,57,引擎未测试
SceneId-2/X2/F114_151.wav,None,引擎未测试
SceneId-2/X1/F105_148.wav,138,引擎未测试
SceneId-2/X2/M001_151.wav,57,引擎未测试
SceneId-2/X3/F007_151.wav,83,引擎未测试
SceneId-2/X3/F004_151.wav,77,引擎未测试
SceneId-2/X2/F008_151.wav,72,引擎未测试
SceneId-2/X1/M104_149.wav,119,引擎未测试
SceneId-2/X3/F016_146.wav,115,引擎未测试
SceneId-2/X2/F109_152.wav,76,引擎未测试
SceneId-2/X1/F007_148.wav,135,引擎未测试
SceneId-2/X1/F101_152.wav,48,引擎未测试
SceneId-2/X1/F114_145.wav,55,引擎未测试
SceneId-2/X3/F002_147.wav,19,引擎未测试
SceneId-2/X1/F101_149.wav,31,引擎未测试
SceneId-2/X2/M001_146.wav,40,引擎未测试
SceneId-2/X1/M009_149.wav,72,引擎未测试
SceneId-2/X3/M014_151.wav,107,引擎未测试


得分一致率：,0.00
