strAudioPath,pcm_time(UTC ms),sr_result
msc_log_2017-07-04Tue16-36-29.003000.pcm,1499157389003.0,要满男唱的
msc_log_2017-07-04Tue16-36-33.184000.pcm,1499157393184.0,重新播放一遍
msc_log_2017-07-04Tue16-36-37.239000.pcm,1499157397239.0,暂停这首歌
msc_log_2017-07-04Tue16-36-41.281000.pcm,1499157401281.0,下一曲
msc_log_2017-07-04Tue16-36-44.839000.pcm,1499157404839.0,播放寂静
msc_log_2017-07-04Tue16-36-48.849000.pcm,1499157408849.0,这是谁唱的
msc_log_2017-07-04Tue16-36-52.961000.pcm,1499157412961.0,添加进我的歌单
msc_log_2017-07-04Tue16-36-57.712000.pcm,1499157417712.0,换一首类似的音乐
msc_log_2017-07-04Tue16-37-02.030000.pcm,1499157422030.0,播放小鸡小鸡
msc_log_2017-07-04Tue16-37-06.417000.pcm,1499157426417.0,单曲循环小鸡小鸡
msc_log_2017-07-04Tue16-37-11.422000.pcm,1499157431422.0,暂停这首歌
msc_log_2017-07-04Tue16-37-15.432000.pcm,1499157435432.0,推荐几首类似的歌
msc_log_2017-07-04Tue16-37-19.994000.pcm,1499157439994.0,唱首小苹果
msc_log_2017-07-04Tue16-37-24.080000.pcm,1499157444080.0,不要筷子兄弟的
msc_log_2017-07-04Tue16-37-28.475000.pcm,1499157448475.0,不想听小苹果了换一首
msc_log_2017-07-04Tue16-37-33.488000.pcm,1499157453488.0,单曲循环这首歌
msc_log_2017-07-04Tue16-37-37.991000.pcm,1499157457991.0,加入歌单
msc_log_2017-07-04Tue16-37-41.810000.pcm,1499157461810.0,张信哲的歌曲
msc_log_2017-07-04Tue16-37-46.063000.pcm,1499157466063.0,更换为信仰
msc_log_2017-07-04Tue16-37-50.048000.pcm,1499157470048.0,把这首歌分享到微博
msc_log_2017-07-04Tue16-37-55.372000.pcm,1499157475372.0,再放一遍
msc_log_2017-07-04Tue16-37-59.170000.pcm,1499157479170.0,卓依婷唱的歌
msc_log_2017-07-04Tue16-38-03.400000.pcm,1499157483400.0,搜他的闽南语歌曲
msc_log_2017-07-04Tue16-38-08.173000.pcm,1499157488173.0,收藏
msc_log_2017-07-04Tue16-38-11.876000.pcm,1499157491876.0,爱不是取消收藏
msc_log_2017-07-04Tue16-38-16.633000.pcm,1499157496633.0,下一曲
msc_log_2017-07-04Tue16-38-20.342000.pcm,1499157500342.0,我想听狮子合唱团
msc_log_2017-07-04Tue16-38-25.407000.pcm,1499157505407.0,这首是平凡之路吗
msc_log_2017-07-04Tue16-38-30.099000.pcm,1499157510099.0,有狮子合唱团现场版的歌曲吗
msc_log_2017-07-04Tue16-38-35.819000.pcm,1499157515819.0,添加进我的歌单里
msc_log_2017-07-04Tue16-38-40.561000.pcm,1499157520561.0,刀郎的谢谢你
msc_log_2017-07-04Tue16-38-44.954000.pcm,1499157524954.0,声音加到十五
msc_log_2017-07-04Tue16-38-49.400000.pcm,1499157529400.0,下载这首歌
msc_log_2017-07-04Tue16-38-53.432000.pcm,1499157533432.0,要h q高品质的
msc_log_2017-07-04Tue16-38-58.298000.pcm,1499157538298.0,退出音乐
msc_log_2017-07-04Tue16-39-01.971000.pcm,1499157541971.0,单曲一路上有你
msc_log_2017-07-04Tue16-39-07.030000.pcm,1499157547030.0,张学友演唱会版的
msc_log_2017-07-04Tue16-39-11.929000.pcm,1499157551929.0,下载个唱吧软件我要唱这首歌
msc_log_2017-07-04Tue16-39-17.584000.pcm,1499157557584.0,关闭音乐
msc_log_2017-07-04Tue16-39-21.233000.pcm,1499157561233.0,播放量量
msc_log_2017-07-04Tue16-39-25.032000.pcm,1499157565032.0,播放现场版的娘娘
msc_log_2017-07-04Tue16-39-29.676000.pcm,1499157569676.0,播放电视剧三生三世里的其他歌曲
msc_log_2017-07-04Tue16-39-35.635000.pcm,1499157575635.0,播放模式设置为随机
msc_log_2017-07-04Tue16-39-40.280000.pcm,1499157580280.0,屏幕暗一点
msc_log_2017-07-04Tue16-39-44.178000.pcm,1499157584178.0,歌曲爱情
msc_log_2017-07-04Tue16-39-48.040000.pcm,1499157588040.0,不要听莫文蔚唱的
msc_log_2017-07-04Tue16-39-52.424000.pcm,1499157592424.0,这是谁唱的
msc_log_2017-07-04Tue16-39-56.674000.pcm,1499157596674.0,播放她的其他歌曲
msc_log_2017-07-04Tue16-40-01.398000.pcm,1499157601398.0,收藏收藏
msc_log_2017-07-04Tue16-40-05.246000.pcm,1499157605246.0,张杰的歌
msc_log_2017-07-04Tue16-40-08.931000.pcm,1499157608931.0,选择这就是爱
msc_log_2017-07-04Tue16-40-13.227000.pcm,1499157613227.0,暂停换最美的太阳
msc_log_2017-07-04Tue16-40-18.058000.pcm,1499157618058.0,进入休眠模式
msc_log_2017-07-04Tue16-40-22.259000.pcm,1499157622259.0,听离别的秋天
msc_log_2017-07-04Tue16-40-26.901000.pcm,1499157626901.0,这首歌出自哪个专辑
msc_log_2017-07-04Tue16-40-32.063000.pcm,1499157632063.0,他还出过哪些专辑
msc_log_2017-07-04Tue16-40-37.106000.pcm,1499157637106.0,播放他的下载量最高的一首
msc_log_2017-07-04Tue16-40-51.663000.pcm,1499157651663.0,声音加大
msc_log_2017-07-04Tue16-40-55.354000.pcm,1499157655354.0,放一首夜色
msc_log_2017-07-04Tue16-40-59.302000.pcm,1499157659302.0,不听歌了打开导航
msc_log_2017-07-04Tue16-41-04.114000.pcm,1499157664114.0,导航到最近的酒吧
msc_log_2017-07-04Tue16-41-09.271000.pcm,1499157669271.0,开始导航
msc_log_2017-07-04Tue16-41-13.254000.pcm,1499157673254.0,来首刘德华的歌
msc_log_2017-07-04Tue16-41-17.619000.pcm,1499157677619.0,播放她的其他歌曲
msc_log_2017-07-04Tue16-41-22.057000.pcm,1499157682057.0,上一首
msc_log_2017-07-04Tue16-41-25.546000.pcm,1499157685546.0,在上一首
msc_log_2017-07-04Tue16-41-29.523000.pcm,1499157689523.0,还是要现场版的吧
msc_log_2017-07-04Tue16-41-34.144000.pcm,1499157694144.0,来一首真的爱你
msc_log_2017-07-04Tue16-41-38.465000.pcm,1499157698465.0,快进到一分钟处
msc_log_2017-07-04Tue16-41-42.599000.pcm,1499157702599.0,继续快进
msc_log_2017-07-04Tue16-41-46.451000.pcm,1499157706451.0,暂停吧
msc_log_2017-07-04Tue16-41-50.190000.pcm,1499157710190.0,播放音乐深奥的幸福
msc_log_2017-07-04Tue16-41-55.103000.pcm,1499157715103.0,这首歌有英文的吗
msc_log_2017-07-04Tue16-41-59.814000.pcm,1499157719814.0,上一曲
msc_log_2017-07-04Tue16-42-03.494000.pcm,1499157723494.0,单曲循环这首歌
msc_log_2017-07-04Tue16-42-08.018000.pcm,1499157728018.0,歌曲成都
msc_log_2017-07-04Tue16-42-11.934000.pcm,1499157731934.0,搜索其他人唱的成都
msc_log_2017-07-04Tue16-42-16.774000.pcm,1499157736774.0,单曲循环
msc_log_2017-07-04Tue16-42-20.797000.pcm,1499157740797.0,把这首歌推荐给我的微信好友
msc_log_2017-07-04Tue16-42-26.692000.pcm,1499157746692.0,云菲菲歌曲
msc_log_2017-07-04Tue16-42-30.835000.pcm,1499157750835.0,我要放云菲菲的白狐
msc_log_2017-07-04Tue16-42-37.466000.pcm,1499157757466.0,顺序播放云菲菲其他歌曲
msc_log_2017-07-04Tue16-42-42.787000.pcm,1499157762787.0,云菲菲有没有唱过英文歌曲
msc_log_2017-07-04Tue16-42-48.091000.pcm,1499157768091.0,暂停播放
msc_log_2017-07-04Tue16-42-51.888000.pcm,1499157771888.0,播放歌曲菊花台
msc_log_2017-07-04Tue16-42-56.576000.pcm,1499157776576.0,换双截棍
msc_log_2017-07-04Tue16-43-00.484000.pcm,1499157780484.0,太吵了换一首安静点的歌
msc_log_2017-07-04Tue16-43-05.415000.pcm,1499157785415.0,继续播放
msc_log_2017-07-04Tue16-43-09.145000.pcm,1499157789145.0,播放张宇的歌
msc_log_2017-07-04Tue16-43-13.571000.pcm,1499157793571.0,查看张宇在我是歌手唱过的歌曲
msc_log_2017-07-04Tue16-43-19.836000.pcm,1499157799836.0,按顺序播放吧
msc_log_2017-07-04Tue16-43-23.927000.pcm,1499157803927.0,这首好听加入歌单
msc_log_2017-07-04Tue16-43-28.904000.pcm,1499157808904.0,西海情歌
msc_log_2017-07-04Tue16-43-32.995000.pcm,1499157812995.0,音量调整为适中
msc_log_2017-07-04Tue16-43-37.558000.pcm,1499157817558.0,快进三十秒
msc_log_2017-07-04Tue16-43-41.400000.pcm,1499157821400.0,继续播放
msc_log_2017-07-04Tue16-43-45.265000.pcm,1499157825265.0,请播放五环之歌
msc_log_2017-07-04Tue16-43-50.076000.pcm,1499157830076.0,搜索岳云鹏的其他歌
msc_log_2017-07-04Tue16-43-55.390000.pcm,1499157835390.0,我想听岳云鹏与李健合唱的那首歌
msc_log_2017-07-04Tue16-44-01.806000.pcm,1499157841806.0,添加进入我喜欢的歌单
msc_log_2017-07-04Tue16-44-07.209000.pcm,1499157847209.0,播放刘德华的爱你一万年
msc_log_2017-07-04Tue16-44-12.354000.pcm,1499157852354.0,我想听听演唱会版的
msc_log_2017-07-04Tue16-44-17.429000.pcm,1499157857429.0,单曲循环这首歌
msc_log_2017-07-04Tue16-44-21.996000.pcm,1499157861996.0,下一首歌曲
msc_log_2017-07-04Tue16-44-26.027000.pcm,1499157866027.0,播放邓丽君的歌曲
msc_log_2017-07-04Tue16-44-30.814000.pcm,1499157870814.0,放邓丽君和其他人合唱的歌
msc_log_2017-07-04Tue16-44-36.478000.pcm,1499157876478.0,添加进播放列表
msc_log_2017-07-04Tue16-44-41.292000.pcm,1499157881292.0,歌曲先站停
msc_log_2017-07-04Tue16-44-45.427000.pcm,1499157885427.0,搜索歌曲那一次
msc_log_2017-07-04Tue16-44-50.677000.pcm,1499157890677.0,开始播放
msc_log_2017-07-04Tue16-44-55.715000.pcm,1499157895715.0,单曲循环这首歌
msc_log_2017-07-04Tue16-45-00.605000.pcm,1499157900605.0,上一首
msc_log_2017-07-04Tue16-45-04.452000.pcm,1499157904452.0,退出音乐
msc_log_2017-07-04Tue16-45-08.611000.pcm,1499157908611.0,我要听大张伟的歌
msc_log_2017-07-04Tue16-45-14.539000.pcm,1499157914539.0,播放大张伟的倍爽
msc_log_2017-07-04Tue16-45-21.419000.pcm,1499157921419.0,要m v版的可以吗
msc_log_2017-07-04Tue16-45-26.914000.pcm,1499157926914.0,暂停一下
msc_log_2017-07-04Tue16-45-30.711000.pcm,1499157930711.0,继续播放
msc_log_2017-07-04Tue16-45-34.918000.pcm,1499157934918.0,我要听降央卓玛的歌曲
msc_log_2017-07-04Tue16-45-40.934000.pcm,1499157940934.0,降央卓玛唱过什么歌
msc_log_2017-07-04Tue16-45-47.493000.pcm,1499157947493.0,选择他的最火的一首
msc_log_2017-07-04Tue16-45-53.307000.pcm,1499157953307.0,声音小一点
msc_log_2017-07-04Tue16-45-57.489000.pcm,1499157957489.0,唱一下卓依婷唱的云南歌
msc_log_2017-07-04Tue16-46-04.563000.pcm,1499157964563.0,换一首她的风中有朵雨做的云
msc_log_2017-07-04Tue16-46-11.897000.pcm,1499157971897.0,有没有这首歌的相似歌曲
msc_log_2017-07-04Tue16-46-18.603000.pcm,1499157978603.0,先暂停吧
msc_log_2017-07-04Tue16-46-22.563000.pcm,1499157982563.0,继续播放
msc_log_2017-07-04Tue16-46-26.740000.pcm,1499157986740.0,来一首刘德华的忘情水
msc_log_2017-07-04Tue16-46-32.574000.pcm,1499157992574.0,搜藏到歌单
msc_log_2017-07-04Tue16-46-37.341000.pcm,1499157997341.0,取消收藏
msc_log_2017-07-04Tue16-46-41.525000.pcm,1499158001525.0,播放刘德华演唱会的歌曲
msc_log_2017-07-04Tue16-46-48.418000.pcm,1499158008418.0,我想听爱情万万岁
msc_log_2017-07-04Tue16-46-54.132000.pcm,1499158014132.0,不好听下一首
msc_log_2017-07-04Tue16-46-58.307000.pcm,1499158018307.0,查找网络歌曲
msc_log_2017-07-04Tue16-47-03.157000.pcm,1499158023157.0,am顺序播放吧
msc_log_2017-07-04Tue16-47-08.219000.pcm,1499158028219.0,听羞答答的玫瑰静悄悄的开
msc_log_2017-07-04Tue16-47-14.552000.pcm,1499158034552.0,羞答答的玫瑰静悄悄地开出自哪个专辑
msc_log_2017-07-04Tue16-47-23.562000.pcm,1499158043562.0,这个专辑里还有什么歌
msc_log_2017-07-04Tue16-47-29.700000.pcm,1499158049700.0,随机播放这个专辑里的歌曲
msc_log_2017-07-04Tue16-47-36.571000.pcm,1499158056571.0,声音调到最大
msc_log_2017-07-04Tue16-47-41.266000.pcm,1499158061266.0,你好放一首原来的我
msc_log_2017-07-04Tue16-47-46.490000.pcm,1499158066490.0,有没有齐秦唱的原来的我
msc_log_2017-07-04Tue16-47-53.103000.pcm,1499158073103.0,播放齐秦姐姐齐豫的歌
msc_log_2017-07-04Tue16-47-59.794000.pcm,1499158079794.0,好听再放一遍
msc_log_2017-07-04Tue16-48-05.377000.pcm,1499158085377.0,退出播放
msc_log_2017-07-04Tue16-48-09.400000.pcm,1499158089400.0,大张伟的歌
msc_log_2017-07-04Tue16-48-13.716000.pcm,1499158093716.0,换一首大张伟的流星
msc_log_2017-07-04Tue16-48-19.164000.pcm,1499158099164.0,下一首吧
msc_log_2017-07-04Tue16-48-22.985000.pcm,1499158102985.0,休眠
msc_log_2017-07-04Tue16-48-26.607000.pcm,1499158106607.0,播放轻音乐月光下的凤尾竹
msc_log_2017-07-04Tue16-48-32.605000.pcm,1499158112605.0,听葫芦丝版的
msc_log_2017-07-04Tue16-48-46.402000.pcm,1499158126402.0,来几首其他葫芦丝名曲
msc_log_2017-07-04Tue16-48-52.284000.pcm,1499158132284.0,这首不错再放一遍
msc_log_2017-07-04Tue16-48-56.459000.pcm,1499158136459.0,播放李宗盛的歌
msc_log_2017-07-04Tue16-49-01.328000.pcm,1499158141328.0,来一首李宗盛演唱会的歌
msc_log_2017-07-04Tue16-49-07.425000.pcm,1499158147425.0,下一首
msc_log_2017-07-04Tue16-49-11.135000.pcm,1499158151135.0,快进
msc_log_2017-07-04Tue16-49-15.338000.pcm,1499158155338.0,继续下一首
msc_log_2017-07-04Tue16-49-19.422000.pcm,1499158159422.0,听歌曲告白气球
msc_log_2017-07-04Tue16-49-24.577000.pcm,1499158164577.0,不要周杰伦的
msc_log_2017-07-04Tue16-49-29.102000.pcm,1499158169102.0,我想听翻唱的女声版告白气球
msc_log_2017-07-04Tue16-49-36.676000.pcm,1499158176676.0,再放一遍告白气球
msc_log_2017-07-04Tue16-49-41.717000.pcm,1499158181717.0,收藏到我的歌单
msc_log_2017-07-04Tue16-49-47.685000.pcm,1499158187685.0,放一首丑八怪
msc_log_2017-07-04Tue16-49-52.391000.pcm,1499158192391.0,丑八怪出自薛之谦的哪个专辑
msc_log_2017-07-04Tue16-49-59.909000.pcm,1499158199909.0,薛之谦其他某点播量高的歌曲
msc_log_2017-07-04Tue16-50-07.325000.pcm,1499158207325.0,算了还是放他的认真的雪吧
msc_log_2017-07-04Tue16-50-13.252000.pcm,1499158213252.0,增大声音
msc_log_2017-07-04Tue16-50-17.240000.pcm,1499158217240.0,黄家驹的喜欢你
msc_log_2017-07-04Tue16-50-22.467000.pcm,1499158222467.0,换首beyond的光辉岁月
msc_log_2017-07-04Tue16-50-28.057000.pcm,1499158228057.0,再换一首粤语版的喜欢你
msc_log_2017-07-04Tue16-50-34.155000.pcm,1499158234155.0,下载这首歌
msc_log_2017-07-04Tue16-50-37.570000.pcm,1499158237570.0,播放情书
msc_log_2017-07-04Tue16-50-41.526000.pcm,1499158241526.0,情书出自李宇春的哪张专辑
msc_log_2017-07-04Tue16-50-49.320000.pcm,1499158249320.0,播放李宇春的其他歌曲
msc_log_2017-07-04Tue16-51-04.752000.pcm,1499158264752.0,推荐几首类似的歌曲
msc_log_2017-07-04Tue16-51-10.422000.pcm,1499158270422.0,暂停播放
msc_log_2017-07-04Tue16-51-14.666000.pcm,1499158274666.0,播放sd音乐
msc_log_2017-07-04Tue16-51-19.451000.pcm,1499158279451.0,不要a s d你的手我要听网络歌曲
msc_log_2017-07-04Tue16-51-27.066000.pcm,1499158287066.0,播放网络歌曲里面排行第一的播放
msc_log_2017-07-04Tue16-51-34.634000.pcm,1499158294634.0,播放下一曲
msc_log_2017-07-04Tue16-51-39.122000.pcm,1499158299122.0,播放秋风落叶
msc_log_2017-07-04Tue16-51-43.287000.pcm,1499158303287.0,查找相似的歌曲
msc_log_2017-07-04Tue16-51-47.972000.pcm,1499158307972.0,这首是谁唱的
msc_log_2017-07-04Tue16-51-52.695000.pcm,1499158312695.0,播放她的其他歌曲听听呢
msc_log_2017-07-04Tue16-51-58.718000.pcm,1499158318718.0,收藏这首歌
msc_log_2017-07-04Tue16-52-02.900000.pcm,1499158322900.0,播放平凡之路
msc_log_2017-07-04Tue16-52-07.292000.pcm,1499158327292.0,选择狮子合唱团的平凡之路
msc_log_2017-07-04Tue16-52-13.639000.pcm,1499158333639.0,下一首
msc_log_2017-07-04Tue16-52-17.277000.pcm,1499158337277.0,快退吧
msc_log_2017-07-04Tue16-52-21.325000.pcm,1499158341325.0,暂停播放
msc_log_2017-07-04Tue16-52-25.758000.pcm,1499158345758.0,播放男人不该让女人流泪李浩
msc_log_2017-07-04Tue16-52-31.963000.pcm,1499158351963.0,要蒙面唱将里的原声伴奏
msc_log_2017-07-04Tue16-52-38.716000.pcm,1499158358716.0,播放他在蒙面唱将里唱的其他歌曲
msc_log_2017-07-04Tue16-52-45.825000.pcm,1499158365825.0,切换下一首
msc_log_2017-07-04Tue16-52-50.287000.pcm,1499158370287.0,重播这首歌
msc_log_2017-07-04Tue16-52-54.459000.pcm,1499158374459.0,我想听小苹果
msc_log_2017-07-04Tue16-52-59.130000.pcm,1499158379130.0,播放小朋友唱的小苹果
msc_log_2017-07-04Tue16-53-04.914000.pcm,1499158384914.0,这个好听可以下载流畅音质的
msc_log_2017-07-04Tue16-53-11.617000.pcm,1499158391617.0,切换下一首吧
msc_log_2017-07-04Tue16-53-16.079000.pcm,1499158396079.0,播放魔法城堡
msc_log_2017-07-04Tue16-53-20.672000.pcm,1499158400672.0,来一首女生版的魔法城堡
msc_log_2017-07-04Tue16-53-26.331000.pcm,1499158406331.0,重播魔法城堡
msc_log_2017-07-04Tue16-53-31.250000.pcm,1499158411250.0,搜索tfboys的其他歌曲
msc_log_2017-07-04Tue16-53-36.840000.pcm,1499158416840.0,开始播放
msc_log_2017-07-04Tue16-53-40.777000.pcm,1499158420777.0,播放歌曲青春修炼手册
msc_log_2017-07-04Tue16-53-47.698000.pcm,1499158427698.0,来一首其他人翻唱的青春修炼手册
msc_log_2017-07-04Tue16-53-54.249000.pcm,1499158434249.0,循环播放这首歌
msc_log_2017-07-04Tue16-53-59.496000.pcm,1499158439496.0,添加进我的歌单
msc_log_2017-07-04Tue16-54-04.933000.pcm,1499158444933.0,切换下一首
msc_log_2017-07-04Tue16-54-09.507000.pcm,1499158449507.0,播放歌曲大王叫我来巡山
msc_log_2017-07-04Tue16-54-15.028000.pcm,1499158455028.0,大王叫我来巡山是哪部电影里的歌
msc_log_2017-07-04Tue16-54-21.908000.pcm,1499158461908.0,不听歌了我要看这个电影
msc_log_2017-07-04Tue16-54-28.488000.pcm,1499158468488.0,屏幕调为夜间模式
msc_log_2017-07-04Tue16-54-33.784000.pcm,1499158473784.0,开始播放
msc_log_2017-07-04Tue16-54-37.663000.pcm,1499158477663.0,我要听乌兰托娅的歌
msc_log_2017-07-04Tue16-54-43.101000.pcm,1499158483101.0,来一首乌兰托娅的套马杆
msc_log_2017-07-04Tue16-54-49.144000.pcm,1499158489144.0,推荐与五乌兰托娅风格类似的歌手
msc_log_2017-07-04Tue16-54-57.397000.pcm,1499158497397.0,随机播放该歌手的歌曲
msc_log_2017-07-04Tue16-55-03.509000.pcm,1499158503509.0,搜索音乐蒙娜丽莎的眼泪
msc_log_2017-07-04Tue16-55-09.511000.pcm,1499158509511.0,暂停暂停
msc_log_2017-07-04Tue16-55-13.911000.pcm,1499158513911.0,我要听的是我是歌手现场版的蒙娜丽莎的眼泪
msc_log_2017-07-04Tue16-55-23.362000.pcm,1499158523362.0,重播这首歌
msc_log_2017-07-04Tue16-55-27.693000.pcm,1499158527693.0,把这首歌添加到我的歌单
msc_log_2017-07-04Tue16-55-36.511000.pcm,1499158536511.0,鹿邑县今天天气怎么样
msc_log_2017-07-04Tue16-55-42.175000.pcm,1499158542175.0,不要一周的我只要今天一天的天气
msc_log_2017-07-04Tue16-55-49.072000.pcm,1499158549072.0,那中午11点半的温度是多少
msc_log_2017-07-04Tue16-55-54.987000.pcm,1499158554987.0,大概什么时间录入
msc_log_2017-07-04Tue16-55-59.560000.pcm,1499158559560.0,今天上海市的天气怎么样
msc_log_2017-07-04Tue16-56-05.661000.pcm,1499158565661.0,空气质量指数是多少啊
msc_log_2017-07-04Tue16-56-11.804000.pcm,1499158571804.0,那黄浦区呢
msc_log_2017-07-04Tue16-56-16.120000.pcm,1499158576120.0,号的退出吧
msc_log_2017-07-04Tue16-56-19.647000.pcm,1499158579647.0,达州市明天天气怎么样
msc_log_2017-07-04Tue16-56-25.271000.pcm,1499158585271.0,明天早上9点什么温度
msc_log_2017-07-04Tue16-56-31.368000.pcm,1499158591368.0,空气湿度又是什么样的
msc_log_2017-07-04Tue16-56-46.260000.pcm,1499158606260.0,那达州市后天空气质量会好点吗
msc_log_2017-07-04Tue16-56-53.492000.pcm,1499158613492.0,无锡今天天气怎么样
msc_log_2017-07-04Tue16-56-58.731000.pcm,1499158618731.0,那今天晚上会下雨吗
msc_log_2017-07-04Tue16-57-04.555000.pcm,1499158624555.0,明天的紫外线指数是多少
msc_log_2017-07-04Tue16-57-10.487000.pcm,1499158630487.0,那后天呢
msc_log_2017-07-04Tue16-57-14.449000.pcm,1499158634449.0,扬州今天天气如何
msc_log_2017-07-04Tue16-57-19.594000.pcm,1499158639594.0,不看气温了给我来首歌吧
msc_log_2017-07-04Tue16-57-25.568000.pcm,1499158645568.0,就这首播放吧
msc_log_2017-07-04Tue16-57-39.154000.pcm,1499158659154.0,音量加到最大
msc_log_2017-07-04Tue16-57-43.702000.pcm,1499158663702.0,明天杭州是晴天吗
msc_log_2017-07-04Tue16-57-48.852000.pcm,1499158668852.0,明天的锋将怎样
msc_log_2017-07-04Tue16-57-53.292000.pcm,1499158673292.0,还有空气制质量
msc_log_2017-07-04Tue16-57-58.293000.pcm,1499158678293.0,后天会回温吗
msc_log_2017-07-04Tue16-58-02.896000.pcm,1499158682896.0,你好今天贵阳的天气情况如何
msc_log_2017-07-04Tue16-58-08.428000.pcm,1499158688428.0,空气质量怎么样
msc_log_2017-07-04Tue16-58-13.096000.pcm,1499158693096.0,贵阳今天的风力是多少
msc_log_2017-07-04Tue16-58-18.650000.pcm,1499158698650.0,明天的天气情况呢
msc_log_2017-07-04Tue16-58-23.472000.pcm,1499158703472.0,明天的气温是多少
msc_log_2017-07-04Tue16-58-28.646000.pcm,1499158708646.0,帮我查询一下今天南京的天气
msc_log_2017-07-04Tue16-58-35.309000.pcm,1499158715309.0,那明天的天气情况呢
msc_log_2017-07-04Tue16-58-40.664000.pcm,1499158720664.0,明天的空气质量怎么样
msc_log_2017-07-04Tue16-58-46.186000.pcm,1499158726186.0,明天的气温会回升吗
msc_log_2017-07-04Tue16-58-51.381000.pcm,1499158731381.0,未来几天会下雨吗
msc_log_2017-07-04Tue16-58-57.035000.pcm,1499158737035.0,我想看一下今天西安的天气
msc_log_2017-07-04Tue16-59-03.286000.pcm,1499158743286.0,西安今天有大风吗
msc_log_2017-07-04Tue16-59-08.421000.pcm,1499158748421.0,明天的风力情况呢
msc_log_2017-07-04Tue16-59-13.514000.pcm,1499158753514.0,今天西安的气温怎么样
msc_log_2017-07-04Tue16-59-19.425000.pcm,1499158759425.0,明天的气温呢
msc_log_2017-07-04Tue16-59-23.856000.pcm,1499158763856.0,未来几天会下雨吗
msc_log_2017-07-04Tue16-59-28.942000.pcm,1499158768942.0,帮我打开今天北京的天气
msc_log_2017-07-04Tue16-59-34.234000.pcm,1499158774234.0,今天的空气质量怎么样
msc_log_2017-07-04Tue16-59-39.492000.pcm,1499158779492.0,明天的天气情况呢
msc_log_2017-07-04Tue16-59-44.134000.pcm,1499158784134.0,明天的风力情况如何
msc_log_2017-07-04Tue16-59-49.255000.pcm,1499158789255.0,未来几天会明显降温吗
msc_log_2017-07-04Tue16-59-54.756000.pcm,1499158794756.0,合肥今天的空气质量怎么样
msc_log_2017-07-04Tue17-00-00.472000.pcm,1499158800472.0,今天下午会下雨吗
msc_log_2017-07-04Tue17-00-05.287000.pcm,1499158805287.0,那明天会下雨吗
msc_log_2017-07-04Tue17-00-09.795000.pcm,1499158809795.0,明天的气温是多少
msc_log_2017-07-04Tue17-00-14.884000.pcm,1499158814884.0,明天有大风吗
msc_log_2017-07-04Tue17-00-19.265000.pcm,1499158819265.0,大理明天是晴天吗
msc_log_2017-07-04Tue17-00-24.332000.pcm,1499158824332.0,明天的气温情况呢
msc_log_2017-07-04Tue17-00-29.243000.pcm,1499158829243.0,后天的气温是多少
msc_log_2017-07-04Tue17-00-33.915000.pcm,1499158833915.0,未来几天会下雨吗
msc_log_2017-07-04Tue17-00-38.752000.pcm,1499158838752.0,未来几天气温会下降吗
msc_log_2017-07-04Tue17-00-44.027000.pcm,1499158844027.0,昆明明天的天气怎么样
msc_log_2017-07-04Tue17-00-49.027000.pcm,1499158849027.0,明天的最高温度是多少
msc_log_2017-07-04Tue17-00-54.328000.pcm,1499158854328.0,最低温度呢
msc_log_2017-07-04Tue17-00-58.513000.pcm,1499158858513.0,昆明后天是晴天还是多云
msc_log_2017-07-04Tue17-01-03.825000.pcm,1499158863825.0,后天的气温是多少
msc_log_2017-07-04Tue17-01-17.648000.pcm,1499158877648.0,长沙明天会下雨吗
msc_log_2017-07-04Tue17-01-22.236000.pcm,1499158882236.0,明天的气温情况呢
msc_log_2017-07-04Tue17-01-36.047000.pcm,1499158896047.0,明天的空气质量怎么样
msc_log_2017-07-04Tue17-01-41.546000.pcm,1499158901546.0,后天会降温吗
msc_log_2017-07-04Tue17-01-45.937000.pcm,1499158905937.0,后天的最低温度是多少
msc_log_2017-07-04Tue17-01-51.225000.pcm,1499158911225.0,武汉今天的天气情况如何
msc_log_2017-07-04Tue17-01-56.562000.pcm,1499158916562.0,那明天的天气情况呢
msc_log_2017-07-04Tue17-02-01.884000.pcm,1499158921884.0,明天的空气质量怎么样
msc_log_2017-07-04Tue17-02-07.222000.pcm,1499158927222.0,明天的气温会回升吗
msc_log_2017-07-04Tue17-02-12.247000.pcm,1499158932247.0,未来几天会下雨吗
msc_log_2017-07-04Tue17-02-17.138000.pcm,1499158937138.0,明天安庆是晴天吗
msc_log_2017-07-04Tue17-02-22.210000.pcm,1499158942210.0,后天呢
msc_log_2017-07-04Tue17-02-25.965000.pcm,1499158945965.0,明天的最低温度是多少
msc_log_2017-07-04Tue17-02-31.123000.pcm,1499158951123.0,后天会回温吗
msc_log_2017-07-04Tue17-02-35.539000.pcm,1499158955539.0,后天的空气质量怎么样
msc_log_2017-07-04Tue17-02-40.803000.pcm,1499158960803.0,亳州今天的天气如何
msc_log_2017-07-04Tue17-02-45.642000.pcm,1499158965642.0,明天的天气情况呢
msc_log_2017-07-04Tue17-02-50.168000.pcm,1499158970168.0,明天气温情况怎么样
msc_log_2017-07-04Tue17-02-56.321000.pcm,1499158976321.0,明天空气质量呢
msc_log_2017-07-04Tue17-03-00.581000.pcm,1499158980581.0,明天有大风吗
msc_log_2017-07-04Tue17-03-05.072000.pcm,1499158985072.0,深圳明天是晴天还是多云
