strAudioPath,pcm_time(UTC ms),sr_result,套件,是否一致,一致率:91.43%,去除套件没有结果的一致率:99.61%
msc_log_2017-07-20Thu21-01-37.512000.pcm.SpeexWb.pcm,1.50E+12,播放周杰伦的菊花台,播放周杰伦的菊花台,TRUE,,
msc_log_2017-07-20Thu21-01-42.494000.pcm.SpeexWb.pcm,1.50E+12,收藏剧花台,收藏剧花台,TRUE,,
msc_log_2017-07-20Thu21-01-46.519000.pcm.SpeexWb.pcm,1.50E+12,换一首他的其他歌,换一首他的其他歌,TRUE,,
msc_log_2017-07-20Thu21-01-52.699000.pcm.SpeexWb.pcm,1.50E+12,收藏这首歌,收藏这首歌,TRUE,,
msc_log_2017-07-20Thu21-01-56.753000.pcm.SpeexWb.pcm,1.50E+12,来一首张信哲的爱如潮水,来一首张信哲的爱如潮水,TRUE,,
msc_log_2017-07-20Thu21-02-01.456000.pcm.SpeexWb.pcm,1.50E+12,换一首歌曲,换一首歌曲,TRUE,,
msc_log_2017-07-20Thu21-02-05.752000.pcm.SpeexWb.pcm,1.50E+12,下一曲吧,下一曲吧,TRUE,,
msc_log_2017-07-20Thu21-02-09.079000.pcm.SpeexWb.pcm,1.50E+12,歌曲先暂停吧,歌曲先暂停吧,TRUE,,
msc_log_2017-07-20Thu21-02-12.774000.pcm.SpeexWb.pcm,1.50E+12,杨宗纬的歌曲,杨宗纬的歌曲,TRUE,,
msc_log_2017-07-20Thu21-02-16.806000.pcm.SpeexWb.pcm,1.50E+12,播放他的娘娘,播放他的娘娘,TRUE,,
msc_log_2017-07-20Thu21-02-20.543000.pcm.SpeexWb.pcm,1.50E+12,声音大一点,声音大一点,TRUE,,
msc_log_2017-07-20Thu21-02-24.581000.pcm.SpeexWb.pcm,1.50E+12,暂停暂停,暂停暂停,TRUE,,
msc_log_2017-07-20Thu21-02-28.015000.pcm.SpeexWb.pcm,1.50E+12,播放一首说谎,播放一首说谎,TRUE,,
msc_log_2017-07-20Thu21-02-32.287000.pcm.SpeexWb.pcm,1.50E+12,不要林宥嘉唱的,不要林宥嘉唱的,TRUE,,
msc_log_2017-07-20Thu21-02-36.431000.pcm.SpeexWb.pcm,1.50E+12,下一首歌曲,下一首歌曲,TRUE,,
msc_log_2017-07-20Thu21-02-39.782000.pcm.SpeexWb.pcm,1.50E+12,我想听现场版的,我想听现场版的,TRUE,,
msc_log_2017-07-20Thu21-02-43.500000.pcm.SpeexWb.pcm,1.50E+12,我要听演员,我要听演员,TRUE,,
msc_log_2017-07-20Thu21-02-47.645000.pcm.SpeexWb.pcm,1.50E+12,来一首现场版的演员,来一首现场版的演员,TRUE,,
msc_log_2017-07-20Thu21-02-51.691000.pcm.SpeexWb.pcm,1.50E+12,下一首,下一首,TRUE,,
msc_log_2017-07-20Thu21-02-55.000000.pcm.SpeexWb.pcm,1.50E+12,加入播放列表,加入播放列表,TRUE,,
msc_log_2017-07-20Thu21-02-58.777000.pcm.SpeexWb.pcm,1.50E+12,我要听我的滑板鞋,我要听我的滑板鞋,TRUE,,
msc_log_2017-07-20Thu21-03-02.960000.pcm.SpeexWb.pcm,1.50E+12,声音太小了,声音太小了,TRUE,,
msc_log_2017-07-20Thu21-03-06.662000.pcm.SpeexWb.pcm,1.50E+12,循环播放我的滑板鞋,循环播放我的滑板鞋,TRUE,,
msc_log_2017-07-20Thu21-03-11.084000.pcm.SpeexWb.pcm,1.50E+12,不听了退出音乐,不听了退出音乐,TRUE,,
msc_log_2017-07-20Thu21-03-14.679000.pcm.SpeexWb.pcm,1.50E+12,播放一首刘德华的歌,播放一首刘德华的歌,TRUE,,
msc_log_2017-07-20Thu21-03-19.427000.pcm.SpeexWb.pcm,1.50E+12,换一首换一首,换一首换一首,TRUE,,
msc_log_2017-07-20Thu21-03-23.389000.pcm.SpeexWb.pcm,1.50E+12,这首歌叫什么名字,这首歌叫什么名字,TRUE,,
msc_log_2017-07-20Thu21-03-27.830000.pcm.SpeexWb.pcm,1.50E+12,重新播放一遍,重新播放一遍,TRUE,,
msc_log_2017-07-20Thu21-03-31.569000.pcm.SpeexWb.pcm,1.50E+12,放一首金达莱花,放一首金达莱花,TRUE,,
msc_log_2017-07-20Thu21-03-35.471000.pcm.SpeexWb.pcm,1.50E+12,单曲循环金达莱花,单曲循环金达莱花,TRUE,,
msc_log_2017-07-20Thu21-03-39.827000.pcm.SpeexWb.pcm,1.50E+12,再听听韩文版的金达莱花,再听听韩文版的金达莱花,TRUE,,
msc_log_2017-07-20Thu21-03-44.922000.pcm.SpeexWb.pcm,1.50E+12,放进播放列表,放进播放列表,TRUE,,
msc_log_2017-07-20Thu21-03-48.510000.pcm.SpeexWb.pcm,1.50E+12,我要听最流行的歌,我要听最流行的歌,TRUE,,
msc_log_2017-07-20Thu21-03-52.753000.pcm.SpeexWb.pcm,1.50E+12,这首歌很好听,这首歌很好听,TRUE,,
msc_log_2017-07-20Thu21-03-56.875000.pcm.SpeexWb.pcm,1.50E+12,有没有和这首歌类似的,有没有和这首歌类似的,TRUE,,
msc_log_2017-07-20Thu21-04-01.105000.pcm.SpeexWb.pcm,1.50E+12,把这首歌放入我的歌单,把这首歌放入我的歌单,TRUE,,
msc_log_2017-07-20Thu21-04-05.515000.pcm.SpeexWb.pcm,1.50E+12,我想听高安唱的歌,我想听高安唱的歌,TRUE,,
msc_log_2017-07-20Thu21-04-09.865000.pcm.SpeexWb.pcm,1.50E+12,不是这首好像是勿忘你,不是这首好像是勿忘你,TRUE,,
msc_log_2017-07-20Thu21-04-14.561000.pcm.SpeexWb.pcm,1.50E+12,背对设置为单曲循环,背对设置为单曲循环,TRUE,,
msc_log_2017-07-20Thu21-04-18.817000.pcm.SpeexWb.pcm,1.50E+12,声音开到最大,声音开到最大,TRUE,,
msc_log_2017-07-20Thu21-04-22.554000.pcm.SpeexWb.pcm,1.50E+12,来一首刘德华的歌曲,来一首刘德华的歌曲,TRUE,,
msc_log_2017-07-20Thu21-04-27.094000.pcm.SpeexWb.pcm,1.50E+12,要粤语版的,要粤语版的,TRUE,,
msc_log_2017-07-20Thu21-04-31.121000.pcm.SpeexWb.pcm,1.50E+12,取消播放,取消播放,TRUE,,
msc_log_2017-07-20Thu21-04-34.442000.pcm.SpeexWb.pcm,1.50E+12,退出音乐,退出音乐,TRUE,,
msc_log_2017-07-20Thu21-04-37.504000.pcm.SpeexWb.pcm,1.50E+12,放首歌听吧,放首歌听吧,TRUE,,
msc_log_2017-07-20Thu21-04-41.898000.pcm.SpeexWb.pcm,1.50E+12,换一首歌曲,换一首歌曲,TRUE,,
msc_log_2017-07-20Thu21-04-46.073000.pcm.SpeexWb.pcm,1.50E+12,这首歌是谁唱的,这首歌是谁唱的,TRUE,,
msc_log_2017-07-20Thu21-04-49.960000.pcm.SpeexWb.pcm,1.50E+12,再放一遍,再放一遍,TRUE,,
msc_log_2017-07-20Thu21-04-53.054000.pcm.SpeexWb.pcm,1.50E+12,播放薛之谦的歌曲,播放薛之谦的歌曲,TRUE,,
msc_log_2017-07-20Thu21-04-56.977000.pcm.SpeexWb.pcm,1.50E+12,我要听的是丑八怪,我要听的是丑八怪,TRUE,,
msc_log_2017-07-20Thu21-05-01.130000.pcm.SpeexWb.pcm,1.50E+12,初八关暂停播放他演员,初八关暂停播放他演员,TRUE,,
msc_log_2017-07-20Thu21-05-06.646000.pcm.SpeexWb.pcm,1.50E+12,这首歌很好听,这首歌很好听,TRUE,,
msc_log_2017-07-20Thu21-05-10.506000.pcm.SpeexWb.pcm,1.50E+12,郑源歌曲,郑源歌曲,TRUE,,
msc_log_2017-07-20Thu21-05-14.222000.pcm.SpeexWb.pcm,1.50E+12,换尾插肩而过,换尾插肩而过,TRUE,,
msc_log_2017-07-20Thu21-05-18.369000.pcm.SpeexWb.pcm,1.50E+12,单曲播放这首歌曲,单曲播放这首歌曲,TRUE,,
msc_log_2017-07-20Thu21-05-22.645000.pcm.SpeexWb.pcm,1.50E+12,这首歌出自他的哪个专辑,这首歌出自他的哪个专辑,TRUE,,
msc_log_2017-07-20Thu21-05-27.303000.pcm.SpeexWb.pcm,1.50E+12,邓丽君甜蜜蜜,邓丽君甜蜜蜜,TRUE,,
msc_log_2017-07-20Thu21-05-31.284000.pcm.SpeexWb.pcm,1.50E+12,不听邓丽君的了来首鹿晗唱的甜蜜蜜,不听邓丽君的了来首鹿晗唱的甜蜜蜜,TRUE,,
msc_log_2017-07-20Thu21-05-36.917000.pcm.SpeexWb.pcm,1.50E+12,快进三十秒,快进三十秒,TRUE,,
msc_log_2017-07-20Thu21-05-40.301000.pcm.SpeexWb.pcm,1.50E+12,继续播放,继续播放,TRUE,,
msc_log_2017-07-20Thu21-05-43.376000.pcm.SpeexWb.pcm,1.50E+12,郭浩杰的歌,郭浩杰的歌,TRUE,,
msc_log_2017-07-20Thu21-05-46.881000.pcm.SpeexWb.pcm,1.50E+12,我想听他的这样的幸福,我想听他的这样的幸福,TRUE,,
msc_log_2017-07-20Thu21-05-51.177000.pcm.SpeexWb.pcm,1.50E+12,收这首歌,收这首歌,TRUE,,
msc_log_2017-07-20Thu21-05-54.464000.pcm.SpeexWb.pcm,1.50E+12,下一首吧,下一首吧,TRUE,,
msc_log_2017-07-20Thu21-05-57.719000.pcm.SpeexWb.pcm,1.50E+12,来一首我想静静,来一首我想静静,TRUE,,
msc_log_2017-07-20Thu21-06-01.312000.pcm.SpeexWb.pcm,1.50E+12,播放张磊的我想静静,播放张磊的我想静静,TRUE,,
msc_log_2017-07-20Thu21-06-05.895000.pcm.SpeexWb.pcm,1.50E+12,暂停换一个秋裤大叔唱的我想静静,暂停换一个秋裤大叔唱的我想静静,TRUE,,
msc_log_2017-07-20Thu21-06-11.536000.pcm.SpeexWb.pcm,1.50E+12,单曲播放这首歌曲,单曲播放这首歌曲,TRUE,,
msc_log_2017-07-20Thu21-06-15.533000.pcm.SpeexWb.pcm,1.50E+12,添加进入我喜欢的歌单,添加进入我喜欢的歌单,TRUE,,
msc_log_2017-07-20Thu21-06-20.297000.pcm.SpeexWb.pcm,1.50E+12,成龙的歌,成龙的歌,TRUE,,
msc_log_2017-07-20Thu21-06-24.123000.pcm.SpeexWb.pcm,1.50E+12,我不想听歌了换一个故事电台吧,我不想听歌了换一个故事电台吧,TRUE,,
msc_log_2017-07-20Thu21-06-29.142000.pcm.SpeexWb.pcm,1.50E+12,保存这个电台,保存这个电台,TRUE,,
msc_log_2017-07-20Thu21-06-32.690000.pcm.SpeexWb.pcm,1.50E+12,突然间的自我,突然间的自我,TRUE,,
msc_log_2017-07-20Thu21-06-36.372000.pcm.SpeexWb.pcm,1.50E+12,不要伍佰唱的,不要伍佰唱的,TRUE,,
msc_log_2017-07-20Thu21-06-40.258000.pcm.SpeexWb.pcm,1.50E+12,换一个现场版的,换一个现场版的,TRUE,,
msc_log_2017-07-20Thu21-06-44.421000.pcm.SpeexWb.pcm,1.50E+12,这首歌先暂停,这首歌先暂停,TRUE,,
msc_log_2017-07-20Thu21-06-48.149000.pcm.SpeexWb.pcm,1.50E+12,如果这不是爱情这首歌,如果这不是爱情这首歌,TRUE,,
msc_log_2017-07-20Thu21-06-52.580000.pcm.SpeexWb.pcm,1.50E+12,播放这首歌曲,播放这首歌曲,TRUE,,
msc_log_2017-07-20Thu21-06-56.264000.pcm.SpeexWb.pcm,1.50E+12,换一首歌,换一首歌,TRUE,,
msc_log_2017-07-20Thu21-06-59.690000.pcm.SpeexWb.pcm,1.50E+12,再换一首,再换一首,TRUE,,
msc_log_2017-07-20Thu21-07-03.055000.pcm.SpeexWb.pcm,1.50E+12,有没有其他人唱过这首歌,有没有其他人唱过这首歌,TRUE,,
msc_log_2017-07-20Thu21-07-07.542000.pcm.SpeexWb.pcm,1.50E+12,千千阙歌,千千阙歌,TRUE,,
msc_log_2017-07-20Thu21-07-10.552000.pcm.SpeexWb.pcm,1.50E+12,这是谁唱的,这是谁唱的,TRUE,,
msc_log_2017-07-20Thu21-07-14.104000.pcm.SpeexWb.pcm,1.50E+12,这首歌出自哪个专辑啊,这首歌出自哪个专辑啊,TRUE,,
msc_log_2017-07-20Thu21-07-18.704000.pcm.SpeexWb.pcm,1.50E+12,听听这个专辑的其他歌曲,听听这个专辑的其他歌曲,TRUE,,
msc_log_2017-07-20Thu21-07-23.301000.pcm.SpeexWb.pcm,1.50E+12,播放一百个放心,播放一百个放心,TRUE,,
msc_log_2017-07-20Thu21-07-27.309000.pcm.SpeexWb.pcm,1.50E+12,我想要的是dj版的,我想要的是dj版的,TRUE,,
msc_log_2017-07-20Thu21-07-31.597000.pcm.SpeexWb.pcm,1.50E+12,换一个其他人唱的这首歌,换一个其他人唱的这首歌,TRUE,,
msc_log_2017-07-20Thu21-07-36.048000.pcm.SpeexWb.pcm,1.50E+12,收藏到我的歌单,收藏到我的歌单,TRUE,,
msc_log_2017-07-20Thu21-07-39.960000.pcm.SpeexWb.pcm,1.50E+12,播放背叛,播放背叛,TRUE,,
msc_log_2017-07-20Thu21-07-43.247000.pcm.SpeexWb.pcm,1.50E+12,不要曹格的我要听女生版的,不要曹格的我要听女生版的,TRUE,,
msc_log_2017-07-20Thu21-07-48.354000.pcm.SpeexWb.pcm,1.50E+12,声音小一点,声音小一点,TRUE,,
msc_log_2017-07-20Thu21-07-51.456000.pcm.SpeexWb.pcm,1.50E+12,我要把这首歌分享到朋友圈,我要把这首歌分享到朋友圈,TRUE,,
msc_log_2017-07-20Thu21-07-56.590000.pcm.SpeexWb.pcm,1.50E+12,我要听爱情这杯酒谁喝都得醉,我要听爱情这杯酒谁喝都得醉,TRUE,,
msc_log_2017-07-20Thu21-08-03.126000.pcm.SpeexWb.pcm,1.50E+12,播放这首歌的mv可以吗,播放这首歌的mv可以吗,TRUE,,
msc_log_2017-07-20Thu21-08-07.520000.pcm.SpeexWb.pcm,1.50E+12,等一下先暂停一下,等一下先暂停一下,TRUE,,
msc_log_2017-07-20Thu21-08-11.352000.pcm.SpeexWb.pcm,1.50E+12,快进到高潮部分,快进到高潮部分,TRUE,,
msc_log_2017-07-20Thu21-08-15.099000.pcm.SpeexWb.pcm,1.50E+12,关闭音乐,关闭音乐,TRUE,,
msc_log_2017-07-20Thu21-08-18.379000.pcm.SpeexWb.pcm,1.50E+12,播放刘德华的歌曲,播放刘德华的歌曲,TRUE,,
msc_log_2017-07-20Thu21-08-22.428000.pcm.SpeexWb.pcm,1.50E+12,来一首她的忘情水,来一首她的忘情水,TRUE,,
msc_log_2017-07-20Thu21-08-26.157000.pcm.SpeexWb.pcm,1.50E+12,下一首吧,下一首吧,TRUE,,
msc_log_2017-07-20Thu21-08-29.303000.pcm.SpeexWb.pcm,1.50E+12,把这首歌加入播放列表,把这首歌加入播放列表,TRUE,,
msc_log_2017-07-20Thu21-08-33.749000.pcm.SpeexWb.pcm,1.50E+12,我想听曾经的你,我想听曾经的你,TRUE,,
msc_log_2017-07-20Thu21-08-37.482000.pcm.SpeexWb.pcm,1.50E+12,是许巍的吗,是许巍的吗,TRUE,,
msc_log_2017-07-20Thu21-08-41.513000.pcm.SpeexWb.pcm,1.50E+12,播放许巍的其他歌曲,播放许巍的其他歌曲,TRUE,,
msc_log_2017-07-20Thu21-08-46.014000.pcm.SpeexWb.pcm,1.50E+12,换下一曲吧,换下一曲吧,TRUE,,
msc_log_2017-07-20Thu21-08-49.342000.pcm.SpeexWb.pcm,1.50E+12,屏幕调暗一点,屏幕调暗一点,TRUE,,
msc_log_2017-07-20Thu21-08-53.065000.pcm.SpeexWb.pcm,1.50E+12,给我点一首成都的歌曲,给我点一首成都的歌曲,TRUE,,
msc_log_2017-07-20Thu21-08-57.422000.pcm.SpeexWb.pcm,1.50E+12,这首歌谁唱的呀,这首歌谁唱的呀,TRUE,,
msc_log_2017-07-20Thu21-09-01.113000.pcm.SpeexWb.pcm,1.50E+12,查找相似单曲,查找相似单曲,TRUE,,
msc_log_2017-07-20Thu21-09-05.001000.pcm.SpeexWb.pcm,1.50E+12,这首又是谁唱的,这首又是谁唱的,TRUE,,
msc_log_2017-07-20Thu21-09-08.784000.pcm.SpeexWb.pcm,1.50E+12,加入我的歌单,加入我的歌单,TRUE,,
msc_log_2017-07-20Thu21-09-12.520000.pcm.SpeexWb.pcm,1.50E+12,我要听云飞的歌,我要听云飞的歌,TRUE,,
msc_log_2017-07-20Thu21-09-16.619000.pcm.SpeexWb.pcm,1.50E+12,换一首她的窗外,换一首她的窗外,TRUE,,
msc_log_2017-07-20Thu21-09-20.643000.pcm.SpeexWb.pcm,1.50E+12,显示歌词呀,显示歌词呀,TRUE,,
msc_log_2017-07-20Thu21-09-24.283000.pcm.SpeexWb.pcm,1.50E+12,再放一遍这首歌,,FALSE,,
msc_log_2017-07-20Thu21-09-38.085000.pcm.SpeexWb.pcm,1.50E+12,播放U盘音乐平凡之路,播放U盘音乐平凡之路,TRUE,,
msc_log_2017-07-20Thu21-09-42.635000.pcm.SpeexWb.pcm,1.50E+12,平凡之路有dj版的吗,平凡之路有dj版的吗,TRUE,,
msc_log_2017-07-20Thu21-09-47.207000.pcm.SpeexWb.pcm,1.50E+12,收藏进入歌单,收藏进入歌单,TRUE,,
msc_log_2017-07-20Thu21-09-51.182000.pcm.SpeexWb.pcm,1.50E+12,播放刚好遇见你,播放刚好遇见你,TRUE,,
msc_log_2017-07-20Thu21-09-55.059000.pcm.SpeexWb.pcm,1.50E+12,我要翻唱版的,我要翻唱版的,TRUE,,
msc_log_2017-07-20Thu21-09-58.801000.pcm.SpeexWb.pcm,1.50E+12,这个谁唱的,,FALSE,,
msc_log_2017-07-20Thu21-10-11.864000.pcm.SpeexWb.pcm,1.50E+12,听听她的其他歌,听听她的其他歌,TRUE,,
msc_log_2017-07-20Thu21-10-16.730000.pcm.SpeexWb.pcm,1.50E+12,不错添加到我喜欢的歌中,,FALSE,,
msc_log_2017-07-20Thu21-10-31.157000.pcm.SpeexWb.pcm,1.50E+12,给我搜个周润发的歌,给我搜个周润发的歌,TRUE,,
msc_log_2017-07-20Thu21-10-35.359000.pcm.SpeexWb.pcm,1.50E+12,要他的粤语歌曲,要他的粤语歌曲,TRUE,,
msc_log_2017-07-20Thu21-10-39.283000.pcm.SpeexWb.pcm,1.50E+12,快进一下,快进一下,TRUE,,
msc_log_2017-07-20Thu21-10-42.344000.pcm.SpeexWb.pcm,1.50E+12,换一首吧,换一首吧,TRUE,,
msc_log_2017-07-20Thu21-10-45.660000.pcm.SpeexWb.pcm,1.50E+12,爱你一万年,爱你一万年,TRUE,,
msc_log_2017-07-20Thu21-10-49.081000.pcm.SpeexWb.pcm,1.50E+12,要女生唱的,要女生唱的,TRUE,,
msc_log_2017-07-20Thu21-10-52.377000.pcm.SpeexWb.pcm,1.50E+12,有没有现场的,有没有现场的,TRUE,,
msc_log_2017-07-20Thu21-10-55.715000.pcm.SpeexWb.pcm,1.50E+12,好了休眠吧,好了休眠吧,TRUE,,
msc_log_2017-07-20Thu21-10-59.012000.pcm.SpeexWb.pcm,1.50E+12,播放永远,播放永远,TRUE,,
msc_log_2017-07-20Thu21-11-02.243000.pcm.SpeexWb.pcm,1.50E+12,声音太大了,声音太大了,TRUE,,
msc_log_2017-07-20Thu21-11-05.630000.pcm.SpeexWb.pcm,1.50E+12,换个柔情点的歌,换个柔情点的歌,TRUE,,
msc_log_2017-07-20Thu21-11-09.294000.pcm.SpeexWb.pcm,1.50E+12,暂停暂停,暂停暂停,TRUE,,
msc_log_2017-07-20Thu21-11-12.407000.pcm.SpeexWb.pcm,1.50E+12,歌曲爱拼才会赢,歌曲爱拼才会赢,TRUE,,
msc_log_2017-07-20Thu21-11-16.707000.pcm.SpeexWb.pcm,1.50E+12,这首歌出自哪个专辑啊,这首歌出自哪个专辑啊,TRUE,,
msc_log_2017-07-20Thu21-11-20.834000.pcm.SpeexWb.pcm,1.50E+12,不要粤语版的,不要粤语版的,TRUE,,
msc_log_2017-07-20Thu21-11-24.355000.pcm.SpeexWb.pcm,1.50E+12,加入播放列表,加入播放列表,TRUE,,
msc_log_2017-07-20Thu21-11-27.893000.pcm.SpeexWb.pcm,1.50E+12,我要听音乐,我要听音乐,TRUE,,
msc_log_2017-07-20Thu21-11-31.509000.pcm.SpeexWb.pcm,1.50E+12,不要这首播放音乐排行榜里的,不要这首播放音乐排行榜里的,TRUE,,
msc_log_2017-07-20Thu21-11-36.635000.pcm.SpeexWb.pcm,1.50E+12,下一曲,,FALSE,,
msc_log_2017-07-20Thu21-11-49.186000.pcm.SpeexWb.pcm,1.50E+12,怪好听的下载,怪好听的下载,TRUE,,
msc_log_2017-07-20Thu21-11-52.790000.pcm.SpeexWb.pcm,1.50E+12,张杰的我想听一战张杰的,,FALSE,,
msc_log_2017-07-20Thu21-12-07.737000.pcm.SpeexWb.pcm,1.50E+12,要我是歌手里面他唱的现场版的,要我是歌手里面他唱的现场版的,TRUE,,
msc_log_2017-07-20Thu21-12-13.210000.pcm.SpeexWb.pcm,1.50E+12,屏幕再亮一点吧,屏幕再亮一点吧,TRUE,,
msc_log_2017-07-20Thu21-12-17.020000.pcm.SpeexWb.pcm,1.50E+12,不想听张杰的歌了换个领导,不想听张杰的歌了换个领导,TRUE,,
msc_log_2017-07-20Thu21-12-21.821000.pcm.SpeexWb.pcm,1.50E+12,播放刚好遇上你,播放刚好遇上你,TRUE,,
msc_log_2017-07-20Thu21-12-25.626000.pcm.SpeexWb.pcm,1.50E+12,搜索这首歌的相似歌曲,搜索这首歌的相似歌曲,TRUE,,
msc_log_2017-07-20Thu21-12-30.030000.pcm.SpeexWb.pcm,1.50E+12,单曲循环这首歌,单曲循环这首歌,TRUE,,
msc_log_2017-07-20Thu21-12-34.003000.pcm.SpeexWb.pcm,1.50E+12,声音头有点小了,声音头有点小了,TRUE,,
msc_log_2017-07-20Thu21-12-37.877000.pcm.SpeexWb.pcm,1.50E+12,我心依旧,我心依旧,TRUE,,
msc_log_2017-07-20Thu21-12-41.114000.pcm.SpeexWb.pcm,1.50E+12,我要纯音乐,我要纯音乐,TRUE,,
msc_log_2017-07-20Thu21-12-44.543000.pcm.SpeexWb.pcm,1.50E+12,寻找相似的音乐,寻找相似的音乐,TRUE,,
msc_log_2017-07-20Thu21-12-48.361000.pcm.SpeexWb.pcm,1.50E+12,重播一遍,重播一遍,TRUE,,
msc_log_2017-07-20Thu21-12-51.463000.pcm.SpeexWb.pcm,1.50E+12,哦我要听歌,哦我要听歌,TRUE,,
msc_log_2017-07-20Thu21-12-55.488000.pcm.SpeexWb.pcm,1.50E+12,换一首欢快的歌曲,换一首欢快的歌曲,TRUE,,
msc_log_2017-07-20Thu21-12-59.597000.pcm.SpeexWb.pcm,1.50E+12,下一首,,FALSE,,
msc_log_2017-07-20Thu21-13-12.173000.pcm.SpeexWb.pcm,1.50E+12,暂停播放,暂停播放,TRUE,,
msc_log_2017-07-20Thu21-13-15.260000.pcm.SpeexWb.pcm,1.50E+12,听刘德华的冰雨,听刘德华的冰雨,TRUE,,
msc_log_2017-07-20Thu21-13-19.401000.pcm.SpeexWb.pcm,1.50E+12,单曲循环冰雨,单曲循环冰雨,TRUE,,
msc_log_2017-07-20Thu21-13-23.338000.pcm.SpeexWb.pcm,1.50E+12,搜索冰雨相思的歌曲,搜索冰雨相思的歌曲,TRUE,,
msc_log_2017-07-20Thu21-13-27.547000.pcm.SpeexWb.pcm,1.50E+12,换一首歌曲吧,换一首歌曲吧,TRUE,,
msc_log_2017-07-20Thu21-13-31.261000.pcm.SpeexWb.pcm,1.50E+12,重播这首歌,重播这首歌,TRUE,,
msc_log_2017-07-20Thu21-13-34.803000.pcm.SpeexWb.pcm,1.50E+12,我想听齐秦的歌曲,我想听齐秦的歌曲,TRUE,,
msc_log_2017-07-20Thu21-13-39.390000.pcm.SpeexWb.pcm,1.50E+12,他的大约在冬季,他的大约在冬季,TRUE,,
msc_log_2017-07-20Thu21-13-43.450000.pcm.SpeexWb.pcm,1.50E+12,这首歌的专辑名称是什么,这首歌的专辑名称是什么,TRUE,,
msc_log_2017-07-20Thu21-13-48.107000.pcm.SpeexWb.pcm,1.50E+12,播放专辑里的其他歌曲,播放专辑里的其他歌曲,TRUE,,
msc_log_2017-07-20Thu21-13-52.522000.pcm.SpeexWb.pcm,1.50E+12,模式设置为随机播放,模式设置为随机播放,TRUE,,
msc_log_2017-07-20Thu21-13-56.921000.pcm.SpeexWb.pcm,1.50E+12,钢琴音乐,钢琴音乐,TRUE,,
msc_log_2017-07-20Thu21-14-00.216000.pcm.SpeexWb.pcm,1.50E+12,不听钢琴了我要听新闻,不听钢琴了我要听新闻,TRUE,,
msc_log_2017-07-20Thu21-14-04.758000.pcm.SpeexWb.pcm,1.50E+12,收听和法国总统马克伦相关的新闻,收听和法国总统马克伦相关的新闻,TRUE,,
msc_log_2017-07-20Thu21-14-10.449000.pcm.SpeexWb.pcm,1.50E+12,查看马克龙的妻子,查看马克龙的妻子,TRUE,,
msc_log_2017-07-20Thu21-14-14.062000.pcm.SpeexWb.pcm,1.50E+12,播放葫芦娃,播放葫芦娃,TRUE,,
msc_log_2017-07-20Thu21-14-17.403000.pcm.SpeexWb.pcm,1.50E+12,要承认唱的,要承认唱的,TRUE,,
msc_log_2017-07-20Thu21-14-20.789000.pcm.SpeexWb.pcm,1.50E+12,快进快进,快进快进,TRUE,,
msc_log_2017-07-20Thu21-14-23.972000.pcm.SpeexWb.pcm,1.50E+12,退出音乐,退出音乐,TRUE,,
msc_log_2017-07-20Thu21-14-27.366000.pcm.SpeexWb.pcm,1.50E+12,请给我找一首赵雷的成都歌曲,请给我找一首赵雷的成都歌曲,TRUE,,
msc_log_2017-07-20Thu21-14-33.041000.pcm.SpeexWb.pcm,1.50E+12,播放赵雷的其他歌曲,播放赵雷的其他歌曲,TRUE,,
msc_log_2017-07-20Thu21-14-37.211000.pcm.SpeexWb.pcm,1.50E+12,把成都放进播放列表,把成都放进播放列表,TRUE,,
msc_log_2017-07-20Thu21-14-41.360000.pcm.SpeexWb.pcm,1.50E+12,下一首,,FALSE,,
msc_log_2017-07-20Thu21-14-53.796000.pcm.SpeexWb.pcm,1.50E+12,播放歌曲年轻人,播放歌曲年轻人,TRUE,,
msc_log_2017-07-20Thu21-14-58.487000.pcm.SpeexWb.pcm,1.50E+12,单曲循环年轻人,单曲循环年轻人,TRUE,,
msc_log_2017-07-20Thu21-15-02.459000.pcm.SpeexWb.pcm,1.50E+12,推荐语这首歌相似的歌,推荐语这首歌相似的歌,TRUE,,
msc_log_2017-07-20Thu21-15-06.862000.pcm.SpeexWb.pcm,1.50E+12,不想听这首歌了,不想听这首歌了,TRUE,,
msc_log_2017-07-20Thu21-15-10.701000.pcm.SpeexWb.pcm,1.50E+12,我要听妈妈之歌,我要听妈妈之歌,TRUE,,
msc_log_2017-07-20Thu21-15-14.441000.pcm.SpeexWb.pcm,1.50E+12,女生颤抖,女声唱的,FALSE,,
msc_log_2017-07-20Thu21-15-17.641000.pcm.SpeexWb.pcm,1.50E+12,重播这首歌,重播这首歌,TRUE,,
msc_log_2017-07-20Thu21-15-21.064000.pcm.SpeexWb.pcm,1.50E+12,好了关闭音乐爸爸,好了关闭音乐爸爸,TRUE,,
msc_log_2017-07-20Thu21-15-24.983000.pcm.SpeexWb.pcm,1.50E+12,我要听筷子兄弟的歌,我要听筷子兄弟的歌,TRUE,,
msc_log_2017-07-20Thu21-15-29.177000.pcm.SpeexWb.pcm,1.50E+12,换一首,,FALSE,,
msc_log_2017-07-20Thu21-15-41.667000.pcm.SpeexWb.pcm,1.50E+12,再换一首,再换一首,TRUE,,
msc_log_2017-07-20Thu21-15-44.992000.pcm.SpeexWb.pcm,1.50E+12,继续换,继续换,TRUE,,
