audio_path,audioTag,ResultOrgText,ResultCompareText,ResultOrgLabel,ResultCompareLabel,IsEqual?(%) 1106/2567=43.09%
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0134-03.pcm,542,这首歌出自哪个专辑啊,这首歌出自哪个专辑啊,这首歌出自哪个专辑啊,这首歌出自哪个专辑啊,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0134-04.pcm,543,,,听听这个专辑的其他歌曲,听听这个专辑的其他歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0135-01.pcm,544,播放一百个放心,播放一百个放心,播放一百个放心 ,播放一百个放心,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0135-02.pcm,545,,,我想要的是DJ版的,我想要的是dj版的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0135-03.pcm,546,换一个其他人唱的这首歌,换一个其他人唱的这首歌,换一个其他人唱的这首歌,换一个其他人唱的这首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0135-04.pcm,547,,,收藏到我的歌单,收藏到我的歌单,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0136-01.pcm,548,,,播放背叛 ,播放背叛,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0136-02.pcm,549,不要曹格的我要听女生版的,不要曹格的我要听女生版的,不要曹格的，我要听女生版的,不要曹格的我要听女生版的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0136-03.pcm,550,声音小一点,声音小一点,声音小一点,声音小一点,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0136-04.pcm,551,,,我要把这首歌分享到朋友圈,我要把这首歌分享到朋友圈,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0137-01.pcm,552,,,我要听爱情这杯酒谁喝都得醉 ,我要听爱情这杯酒谁喝都得醉,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0137-02.pcm,553,播放这首歌的mv可以吗,播放这首歌的mv可以吗,播放这首歌的MV可以么,播放这首歌的mv可以么,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0137-03.pcm,554,等一下先暂停一下,等一下先暂停一下,等一下，先暂停一下,等一下先暂停一下,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0137-04.pcm,555,快进到高唱部分,快进到高唱部分,快进到高唱部分,快进到高唱部分,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0137-05.pcm,556,,,关闭音乐,关闭音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0138-01.pcm,557,播放刘德华的歌曲,播放刘德华的歌曲,播放刘德华的歌曲 ,播放刘德华的歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0138-02.pcm,558,,,来首他的忘情水,来首他的忘情水,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0138-03.pcm,559,下一首吧,下一首吧,下一首吧,下一首吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0138-04.pcm,560,把这首歌加入播放列表,把这首歌加入播放列表,把这首歌加入播放列表,把这首歌加入播放列表,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0139-01.pcm,561,我想听曾经的你,我想听曾经的你,我想听曾经的你 ,我想听曾经的你,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0139-02.pcm,562,,,是许巍的么,是许巍的么,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0139-03.pcm,563,播放许巍的其他歌曲,播放许巍的其他歌曲,播放许巍的其他歌曲,播放许巍的其他歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0139-04.pcm,564,换下一曲吧,换下一曲吧,换下一曲吧,换下一曲吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0139-05.pcm,565,屏幕调暗一点,屏幕调暗一点,屏幕调暗一点,屏幕调暗一点,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0140-01.pcm,566,,,给我点一首成都的歌曲 ,给我点一首成都的歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0140-02.pcm,567,这首歌谁唱的呀,这首歌谁唱的呀,这首歌谁唱的呀,这首歌谁唱的呀,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0140-03.pcm,568,查找相似单曲,查找相似单曲,查找相似单曲,查找相似单曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0140-04.pcm,569,这首又是谁唱的,这首又是谁唱的,这首又是谁唱的,这首又是谁唱的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0140-05.pcm,570,,,加入我的歌单,加入我的歌单,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0141-01.pcm,571,,,我要听云飞的歌 ,我要听云飞的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0141-02.pcm,572,换首她的窗外,换首她的窗外,换首他的窗外,换首他的窗外,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0141-03.pcm,573,显示歌词呀,显示歌词呀,显示歌词呀,显示歌词呀,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0141-04.pcm,574,再放一遍这首歌,再放一遍这首歌,再放一遍这首歌,再放一遍这首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0142-01.pcm,575,播放U盘音乐平凡之路,播放u盘音乐平凡之路,播放U盘音乐，平凡之路 ,播放u盘音乐平凡之路,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0142-02.pcm,576,平凡之路有dj版的吗,平凡之路有dj版的吗,平凡之路有DJ版的吗,平凡之路有dj版的吗,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0142-03.pcm,577,,,收藏进入歌单,收藏进入歌单,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0143-01.pcm,578,,,播放刚好遇见你 ,播放刚好遇见你,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0143-02.pcm,579,我要翻唱版的,我要翻唱版的,我要翻唱版的,我要翻唱版的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0143-03.pcm,580,,,这个谁唱的,这个谁唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0143-04.pcm,581,,,听听他的其他歌,听听他的其他歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0143-05.pcm,582,,,不错，添加到我喜欢的歌中,不错添加到我喜欢的歌中,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0144-01.pcm,583,给我搜个周润发的歌,给我搜个周润发的歌,给我搜个周润发的歌 ,给我搜个周润发的歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0144-02.pcm,584,要他的粤语歌曲,要他的粤语歌曲,要他的粤语歌曲,要他的粤语歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0144-03.pcm,585,快进一下,快进一下,快进一下,快进一下,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0144-04.pcm,586,换一首吧,换一首吧,换一首吧,换一首吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0145-01.pcm,587,爱你一万年,爱你一万年,爱你一万年 ,爱你一万年,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0145-02.pcm,588,,,要女生唱的,要女生唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0145-03.pcm,589,,,有没有现场的,有没有现场的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0145-04.pcm,590,,,好了，休眠吧,好了休眠吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0146-01.pcm,591,播放永远,播放永远,播放永远 ,播放永远,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0146-02.pcm,592,声音太大了,声音太大了,声音太大了,声音太大了,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0146-03.pcm,593,,,换个柔情点的歌,换个柔情点的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0146-04.pcm,594,,,暂停暂停,暂停暂停,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0147-01.pcm,595,歌曲爱拼才会赢,歌曲爱拼才会赢,歌曲爱拼才会赢 ,歌曲爱拼才会赢,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0147-02.pcm,596,这首歌出自哪个专辑呀,这首歌出自哪个专辑呀,这首歌出自哪个专辑啊,这首歌出自哪个专辑啊,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0147-03.pcm,597,不要粤语版的,不要粤语版的,不要粤语版的,不要粤语版的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0147-04.pcm,598,加入播放列表,加入播放列表,加入播放列表,加入播放列表,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0148-01.pcm,599,我要听音乐,我要听音乐,我要听音乐 ,我要听音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0148-02.pcm,600,,,不要这首，播放音乐排行榜里的,不要这首播放音乐排行榜里的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0148-03.pcm,601,,,下一曲,下一曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0148-04.pcm,602,,,怪好听的，下载,怪好听的下载,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0149-01.pcm,603,,,张杰的，我想听一战张杰的 ,张杰的我想听一战张杰的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0149-02.pcm,604,要我是歌手里面他唱的现场版的,要我是歌手里面他唱的现场版的,要我是歌手里面他唱的现场版的,要我是歌手里面他唱的现场版的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0149-03.pcm,605,屏幕再亮一点吧,屏幕再亮一点吧,屏幕再亮一点吧,屏幕再亮一点吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0149-04.pcm,606,,,不想听张杰的歌了，换个A-lin的,不想听张杰的歌了换个a-lin的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0150-01.pcm,607,,,播放刚好遇上你 ,播放刚好遇上你,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0150-02.pcm,608,搜索这首歌的相似歌曲,搜索这首歌的相似歌曲,搜索这首歌的相似歌曲,搜索这首歌的相似歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0150-03.pcm,609,单曲循环这首歌,单曲循环这首歌,单曲循环这首歌,单曲循环这首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0150-04.pcm,610,,,声音头有点小了,声音头有点小了,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0151-01.pcm,611,,,我心依旧 ,我心依旧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0151-02.pcm,612,我要纯音乐,我要纯音乐,我要纯音乐,我要纯音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0151-03.pcm,613,寻找相似的音乐,寻找相似的音乐,寻找相似的音乐,寻找相似的音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0151-04.pcm,614,,,重播一遍,重播一遍,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0152-01.pcm,615,,,哦，我要听歌 ,哦我要听歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0152-02.pcm,616,,,换首欢快的歌曲,换首欢快的歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0152-03.pcm,617,,,下一首,下一首,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0152-04.pcm,618,,,暂停播放,暂停播放,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0153-01.pcm,619,听刘德华的冰雨,听刘德华的冰雨,听刘德华的冰雨 ,听刘德华的冰雨,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0153-02.pcm,620,,,单曲循环冰雨,单曲循环冰雨,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0153-03.pcm,621,搜索冰雨相思的歌曲,搜索冰雨相思的歌曲,搜索冰雨相似的歌曲,搜索冰雨相似的歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0153-04.pcm,622,,,换一首歌曲吧,换一首歌曲吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0153-05.pcm,623,重播这首歌,重播这首歌,重播这首歌,重播这首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0154-01.pcm,624,我想听齐秦的歌曲,我想听齐秦的歌曲,我想听齐秦的歌曲 ,我想听齐秦的歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0154-02.pcm,625,,,他的大约在冬季,他的大约在冬季,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0154-03.pcm,626,这首歌的专辑名称是什么,这首歌的专辑名称是什么,这首歌的专辑名称是什么,这首歌的专辑名称是什么,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0154-04.pcm,627,,,播放专辑里的其他歌曲,播放专辑里的其他歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0154-05.pcm,628,,,模式设置为随机播放,模式设置为随机播放,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0155-01.pcm,629,钢琴音乐,钢琴音乐,钢琴音乐 ,钢琴音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0155-02.pcm,630,不听钢琴了我要听新闻,不听钢琴了我要听新闻,不听钢琴了，我要听新闻,不听钢琴了我要听新闻,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0155-03.pcm,631,收听和法国总统马克伦相关的新闻,收听和法国总统马克伦相关的新闻,收听和法国总统马克龙相关的新闻,收听和法国总统马克龙相关的新闻,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0155-04.pcm,632,,,查看马克龙的妻子,查看马克龙的妻子,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0156-01.pcm,633,播放葫芦娃,播放葫芦娃,播放葫芦娃 ,播放葫芦娃,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0156-02.pcm,634,,,要成人唱的,要成人唱的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0156-03.pcm,635,,,快进快进,快进快进,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0156-04.pcm,636,退出音乐,退出音乐,退出音乐,退出音乐,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0157-01.pcm,637,请给我找一首赵雷的成都歌曲,请给我找一首赵雷的成都歌曲,请给我找一首赵雷的成都歌曲 ,请给我找一首赵雷的成都歌曲,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0157-02.pcm,638,播放赵磊的其他歌曲,播放赵磊的其他歌曲,播放赵雷的其他歌曲,播放赵雷的其他歌曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0157-03.pcm,639,,,把成都放进播放列表,把成都放进播放列表,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0157-04.pcm,640,,,下一首,下一首,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0158-01.pcm,641,播放歌曲年轻人,播放歌曲年轻人,播放歌曲，年轻人 ,播放歌曲年轻人,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0158-02.pcm,642,单曲循环年轻人,单曲循环年轻人,单曲循环年轻人,单曲循环年轻人,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0158-03.pcm,643,,,推荐与这首歌相似的歌,推荐与这首歌相似的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0158-04.pcm,644,,,不想听这首歌了,不想听这首歌了,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0159-01.pcm,645,我要听妈妈之歌,我要听妈妈之歌,我要听妈妈之歌 ,我要听妈妈之歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0159-02.pcm,646,,,女生唱的哦,女生唱的哦,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0159-03.pcm,647,,,重播这首歌,重播这首歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0159-04.pcm,648,好了关闭音乐爸爸,好了关闭音乐爸爸,好了，关闭音乐吧吧,好了关闭音乐吧吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0160-01.pcm,649,我要听筷子兄弟的歌,我要听筷子兄弟的歌,我要听筷子兄弟的歌 ,我要听筷子兄弟的歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0160-02.pcm,650,换一首,换一首,换一首,换一首,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0160-03.pcm,651,再换一首,再换一首,再换一首,再换一首,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0160-04.pcm,652,继续换,继续换,继续换,继续换,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0160-05.pcm,653,,,不听了，退出,不听了退出,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0161-01.pcm,654,,,我想听我的歌 ,我想听我的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0161-02.pcm,655,要马楠唱的,要马楠唱的,要马楠唱的,要马楠唱的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0161-03.pcm,656,,,重新播放一遍,重新播放一遍,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0161-04.pcm,657,,,暂停这首歌,暂停这首歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0161-05.pcm,658,,,下一曲,下一曲,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0162-01.pcm,659,播放寂静,播放寂静,播放寂静,播放寂静,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0162-02.pcm,660,这是谁唱的,这是谁唱的,这是谁唱的,这是谁唱的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0162-03.pcm,661,添加进我的歌单,添加进我的歌单,添加进我的歌单,添加进我的歌单,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0162-04.pcm,662,,,换一首类似的音乐,换一首类似的音乐,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0163-01.pcm,663,,,播放小鸡小鸡 ,播放小鸡小鸡,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0163-02.pcm,664,单曲循环小鸡小鸡,单曲循环小鸡小鸡,单曲循环小鸡小鸡,单曲循环小鸡小鸡,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0163-03.pcm,665,暂停这首歌,暂停这首歌,暂停这首歌,暂停这首歌,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0163-04.pcm,666,,,推荐几首类似的歌,推荐几首类似的歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0164-01.pcm,667,唱首小苹果,唱首小苹果,唱首小苹果 ,唱首小苹果,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0164-02.pcm,668,不要筷子兄弟的,不要筷子兄弟的,不要筷子兄弟的,不要筷子兄弟的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0164-03.pcm,669,,,不想听小苹果了，换一首,不想听小苹果了换一首,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0164-04.pcm,670,,,单曲循环这首歌,单曲循环这首歌,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0164-05.pcm,671,加入歌单,加入歌单,加入歌单,加入歌单,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0165-01.pcm,672,,,张信哲的歌曲 ,张信哲的歌曲,FALSE
