strAudioPath,text,operation1,operation2,operation equal?(%) 1911/2567=74.44%,service1,service2,service equal?(%) 1962/2567=76.43%,slots1,slots2,slots equal?(%) 1623/2567=63.23%,OnlyInNliResult1,OnlyInNliResult2,ValueDifferent,all equal?(%) 1604/2567=62.49%
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0211-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0212-01.pcm,,QUERY,,False,weather,,False,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""上海市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""上海""}}}",,False,"slots.location.type: LOC_BASIC
slots.location.cityAddr: 上海
slots.queryType: 内容
slots.datetime.type: DT_BASIC
slots.subfocus: 天气状态
slots.location.city: 上海市",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0212-02.pcm,,QUERY,,False,weather,,False,"{""slots"": {""subfocus"": ""pm25"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""上海市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""上海""}}}",,False,"slots.location.type: LOC_BASIC
slots.location.cityAddr: 上海
slots.queryType: 内容
slots.datetime.type: DT_BASIC
slots.subfocus: pm25
slots.location.city: 上海市",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0212-03.pcm,,QUERY,,False,weather,,False,"{""slots"": {""subfocus"": ""pm25"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""area"": ""黄浦区"", ""type"": ""LOC_BASIC"", ""areaAddr"": ""黄浦""}}}",,False,"slots.location.type: LOC_BASIC
slots.location.areaAddr: 黄浦
slots.queryType: 内容
slots.location.area: 黄浦区
slots.datetime.type: DT_BASIC
slots.subfocus: pm25",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0212-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0213-01.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""达州市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""达州""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""subfocus"": ""天气状态"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""达州"", ""city"": ""达州市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0213-02.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""温度"", ""datetime"": {""time"": ""09:00:00"", ""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""timeOrig"": ""早上九点"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""达州市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""达州""}}}","{""slots"": {""datetime"": {""timeOrig"": ""早上9点"", ""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""time"": ""09:00:00""}, ""subfocus"": ""温度"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""达州"", ""city"": ""达州市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0213-03.pcm,,QUERY,,False,weather,,False,"{""slots"": {""subfocus"": ""湿度"", ""datetime"": {""time"": ""09:00:00"", ""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""timeOrig"": ""早上九点"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""达州市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""达州""}}}",,False,"slots.location.cityAddr: 达州
slots.queryType: 内容
slots.location.type: LOC_BASIC
slots.datetime.type: DT_BASIC
slots.subfocus: 湿度
slots.location.city: 达州市",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0213-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0214-01.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""无锡市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""无锡""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""今天""}, ""subfocus"": ""天气状态"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""无锡"", ""city"": ""无锡市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0214-02.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""雨"", ""datetime"": {""endDate"": ""2017-07-21"", ""dateOrig"": ""今天"", ""timeOrig"": ""晚上"", ""date"": ""2017-07-21"", ""type"": ""DT_INTERVAL"", ""time"": ""18:00:00"", ""endTime"": ""24:00:00""}, ""queryType"": ""确认"", ""location"": {""city"": ""无锡市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""无锡""}, ""questionWord"": ""会""}}","{""slots"": {""subfocus"": ""雨"", ""datetime"": {""endDate"": ""2017-07-07"", ""dateOrig"": ""今天"", ""time"": ""18:00:00"", ""timeOrig"": ""晚上"", ""endTime"": ""24:00:00"", ""type"": ""DT_INTERVAL""}, ""questionWord"": ""会"", ""location"": {""cityAddr"": ""无锡"", ""city"": ""无锡市"", ""type"": ""LOC_BASIC""}, ""queryType"": ""确认""}}",False,,,"slots.datetime.endDate: 2017-07-21, 2017-07-07",False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0214-03.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""紫外线指数"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""无锡市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""无锡""}}}","{""slots"": {""datetime"": {""endDate"": ""2017-07-08"", ""dateOrig"": ""明天"", ""time"": ""18:00:00"", ""timeOrig"": ""晚上"", ""endTime"": ""24:00:00"", ""type"": ""DT_INTERVAL""}, ""subfocus"": ""紫外线指数"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""无锡"", ""city"": ""无锡市"", ""type"": ""LOC_BASIC""}}}",False,,"slots.datetime.endTime: 24:00:00
slots.datetime.endDate: 2017-07-08","slots.datetime.type: DT_BASIC, DT_INTERVAL",False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0214-04.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""紫外线指数"", ""datetime"": {""dateOrig"": ""后天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-23""}, ""queryType"": ""内容"", ""location"": {""city"": ""无锡市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""无锡""}}}","{""slots"": {""datetime"": {""endDate"": ""2017-07-09"", ""dateOrig"": ""后天"", ""time"": ""18:00:00"", ""timeOrig"": ""晚上"", ""endTime"": ""24:00:00"", ""type"": ""DT_INTERVAL""}, ""subfocus"": ""紫外线指数"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""无锡"", ""city"": ""无锡市"", ""type"": ""LOC_BASIC""}}}",False,,"slots.datetime.endTime: 24:00:00
slots.datetime.endDate: 2017-07-09","slots.datetime.type: DT_BASIC, DT_INTERVAL",False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0215-01.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""扬州市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""扬州""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""今天""}, ""subfocus"": ""天气状态"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""扬州"", ""city"": ""扬州市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0215-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0215-03.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0215-04.pcm,,INSTRUCTION,INSTRUCTION,True,cmd,cmd,True,"{""slots"": {""insType"": ""VOLUME_MAX""}}","{""slots"": {""insType"": ""VOLUME_MAX""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0216-01.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""晴"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""确认"", ""location"": {""city"": ""杭州市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""杭州""}}}","{""slots"": {""subfocus"": ""晴"", ""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""questionWord"": ""是"", ""location"": {""cityAddr"": ""杭州"", ""city"": ""杭州市"", ""type"": ""LOC_BASIC""}, ""queryType"": ""确认""}}",False,,slots.questionWord: 是,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0216-02.pcm,,QUERY,,False,weather,,False,"{""slots"": {""subfocus"": ""风向"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""杭州市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""杭州""}}}",,False,"slots.location.type: LOC_BASIC
slots.location.cityAddr: 杭州
slots.queryType: 内容
slots.datetime.type: DT_BASIC
slots.subfocus: 风向
slots.location.city: 杭州市",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0216-03.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0216-04.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""温度"", ""datetime"": {""dateOrig"": ""后天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-23""}, ""queryType"": ""变化"", ""location"": {""city"": ""杭州市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""杭州""}, ""questionWord"": ""会"", ""queryValue"": ""升温""}}","{""slots"": {""subfocus"": ""晴"", ""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""后天""}, ""questionWord"": ""是"", ""location"": {""cityAddr"": ""杭州"", ""city"": ""杭州市"", ""type"": ""LOC_BASIC""}, ""queryType"": ""确认""}}",False,slots.queryValue: 升温,,"slots.questionWord: 会, 是
slots.queryType: 变化, 确认
slots.subfocus: 温度, 晴",False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0217-01.pcm,,QUERY,,False,weather,,False,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""贵阳市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""贵阳""}}}",,False,"slots.location.type: LOC_BASIC
slots.location.cityAddr: 贵阳
slots.queryType: 内容
slots.datetime.type: DT_BASIC
slots.subfocus: 天气状态
slots.location.city: 贵阳市",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0217-02.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""pm25"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""贵阳市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""贵阳""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC""}, ""subfocus"": ""pm25"", ""queryType"": ""内容"", ""location"": {""city"": ""CURRENT_CITY"", ""type"": ""LOC_POI"", ""poi"": ""CURRENT_POI""}}}",False,slots.location.cityAddr: 贵阳,slots.location.poi: CURRENT_POI,"slots.location.type: LOC_BASIC, LOC_POI
slots.location.city: 贵阳市, CURRENT_CITY",False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0217-03.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""风力"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""贵阳市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""贵阳""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""今天""}, ""subfocus"": ""风力"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""贵阳"", ""city"": ""贵阳市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0217-04.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""贵阳市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""贵阳""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""subfocus"": ""天气状态"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""贵阳"", ""city"": ""贵阳市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0217-05.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""温度"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""贵阳市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""贵阳""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""subfocus"": ""温度"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""贵阳"", ""city"": ""贵阳市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0218-01.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""南京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""南京""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""今天""}, ""subfocus"": ""天气状态"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""南京"", ""city"": ""南京市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0218-02.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""南京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""南京""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""subfocus"": ""天气状态"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""南京"", ""city"": ""南京市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0218-03.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""pm25"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""南京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""南京""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""subfocus"": ""pm25"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""南京"", ""city"": ""南京市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0218-04.pcm,,QUERY,,False,weather,,False,"{""slots"": {""subfocus"": ""温度"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""变化"", ""location"": {""city"": ""南京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""南京""}, ""questionWord"": ""会"", ""queryValue"": ""升温""}}",,False,"slots.location.type: LOC_BASIC
slots.questionWord: 会
slots.queryValue: 升温
slots.queryType: 变化
slots.datetime.type: DT_BASIC
slots.location.cityAddr: 南京
slots.subfocus: 温度
slots.location.city: 南京市",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0218-05.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""雨"", ""datetime"": {""dateOrig"": ""未来几天"", ""type"": ""DT_ORIGINAL"", ""date"": ""CURRENT_DAY""}, ""queryType"": ""确认"", ""location"": {""city"": ""南京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""南京""}, ""questionWord"": ""会""}}","{""slots"": {""subfocus"": ""雨"", ""datetime"": {""type"": ""DT_ORIGINAL"", ""dateOrig"": ""未来几天""}, ""questionWord"": ""会"", ""location"": {""cityAddr"": ""南京"", ""city"": ""南京市"", ""type"": ""LOC_BASIC""}, ""queryType"": ""确认""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0219-01.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""西安市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""西安""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""今天""}, ""subfocus"": ""天气状态"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""西安"", ""city"": ""西安市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0219-02.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""风"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""确认"", ""location"": {""city"": ""西安市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""西安""}, ""questionWord"": ""有""}}","{""slots"": {""subfocus"": ""风"", ""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""今天""}, ""questionWord"": ""有"", ""location"": {""cityAddr"": ""西安"", ""city"": ""西安市"", ""type"": ""LOC_BASIC""}, ""queryType"": ""确认""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0219-03.pcm,,,QUERY,False,,weather,False,,"{""slots"": {""subfocus"": ""风"", ""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""questionWord"": ""有"", ""location"": {""cityAddr"": ""西安"", ""city"": ""西安市"", ""type"": ""LOC_BASIC""}, ""queryType"": ""确认""}}",False,,"slots.location.type: LOC_BASIC
slots.location.cityAddr: 西安
slots.queryType: 确认
slots.questionWord: 有
slots.datetime.type: DT_BASIC
slots.subfocus: 风
slots.location.city: 西安市",,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0219-04.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""温度"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""西安市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""西安""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""今天""}, ""subfocus"": ""温度"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""西安"", ""city"": ""西安市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0219-05.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""温度"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""西安市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""西安""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""subfocus"": ""温度"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""西安"", ""city"": ""西安市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0219-06.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""雨"", ""datetime"": {""dateOrig"": ""未来几天"", ""type"": ""DT_ORIGINAL"", ""date"": ""CURRENT_DAY""}, ""queryType"": ""确认"", ""location"": {""city"": ""西安市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""西安""}, ""questionWord"": ""会""}}","{""slots"": {""subfocus"": ""雨"", ""datetime"": {""type"": ""DT_ORIGINAL"", ""dateOrig"": ""未来几天""}, ""questionWord"": ""会"", ""location"": {""cityAddr"": ""西安"", ""city"": ""西安市"", ""type"": ""LOC_BASIC""}, ""queryType"": ""确认""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0220-01.pcm,,QUERY,,False,weather,,False,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""北京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""北京""}}}",,False,"slots.location.type: LOC_BASIC
slots.location.cityAddr: 北京
slots.queryType: 内容
slots.datetime.type: DT_BASIC
slots.subfocus: 天气状态
slots.location.city: 北京市",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0220-02.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""pm25"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""北京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""北京""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""今天""}, ""subfocus"": ""pm25"", ""queryType"": ""内容"", ""location"": {""city"": ""CURRENT_CITY"", ""type"": ""LOC_POI"", ""poi"": ""CURRENT_POI""}}}",False,slots.location.cityAddr: 北京,slots.location.poi: CURRENT_POI,"slots.location.type: LOC_BASIC, LOC_POI
slots.location.city: 北京市, CURRENT_CITY",False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0220-03.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""天气状态"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""北京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""北京""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""subfocus"": ""天气状态"", ""queryType"": ""内容"", ""location"": {""city"": ""CURRENT_CITY"", ""type"": ""LOC_POI"", ""poi"": ""CURRENT_POI""}}}",False,slots.location.cityAddr: 北京,slots.location.poi: CURRENT_POI,"slots.location.type: LOC_BASIC, LOC_POI
slots.location.city: 北京市, CURRENT_CITY",False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0220-04.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""风力"", ""datetime"": {""dateOrig"": ""明天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-22""}, ""queryType"": ""内容"", ""location"": {""city"": ""北京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""北京""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""明天""}, ""subfocus"": ""天气状态"", ""queryType"": ""内容"", ""location"": {""city"": ""CURRENT_CITY"", ""type"": ""LOC_POI"", ""poi"": ""CURRENT_POI""}}}",False,slots.location.cityAddr: 北京,slots.location.poi: CURRENT_POI,"slots.location.type: LOC_BASIC, LOC_POI
slots.subfocus: 风力, 天气状态
slots.location.city: 北京市, CURRENT_CITY",False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0220-05.pcm,,QUERY,,False,weather,,False,"{""slots"": {""subfocus"": ""温度"", ""datetime"": {""dateOrig"": ""未来几天"", ""type"": ""DT_ORIGINAL"", ""date"": ""CURRENT_DAY""}, ""queryType"": ""变化"", ""location"": {""city"": ""北京市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""北京""}, ""questionWord"": ""会"", ""queryValue"": ""降温""}}",,False,"slots.location.type: LOC_BASIC
slots.questionWord: 会
slots.queryValue: 降温
slots.queryType: 变化
slots.datetime.type: DT_ORIGINAL
slots.location.cityAddr: 北京
slots.subfocus: 温度
slots.location.city: 北京市",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0221-01.pcm,,QUERY,QUERY,True,weather,weather,True,"{""slots"": {""subfocus"": ""pm25"", ""datetime"": {""dateOrig"": ""今天"", ""type"": ""DT_BASIC"", ""date"": ""2017-07-21""}, ""queryType"": ""内容"", ""location"": {""city"": ""合肥市"", ""type"": ""LOC_BASIC"", ""cityAddr"": ""合肥""}}}","{""slots"": {""datetime"": {""type"": ""DT_BASIC"", ""dateOrig"": ""今天""}, ""subfocus"": ""pm25"", ""queryType"": ""内容"", ""location"": {""cityAddr"": ""合肥"", ""city"": ""合肥市"", ""type"": ""LOC_BASIC""}}}",True,,,,True
