strAudioPath,text,operation1,operation2,operation equal?(%) 2160/2567=84.14%,service1,service2,service equal?(%) 2246/2567=87.50%,slots1,slots2,slots equal?(%) 2013/2567=78.42%,OnlyInNliResult1,OnlyInNliResult2,ValueDifferent,all equal?(%) 2005/2567=78.11%
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0105-01.pcm,,,PLAY,False,,musicX,False,,"{""slots"": {""artist"": ""李玉刚""}}",False,,slots.artist: 李玉刚,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0105-02.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""repeat""}}","{""slots"": {""insType"": ""repeat""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0105-03.pcm,,INSTRUCTION,INSTRUCTION,True,cmd,cmd,True,"{""slots"": {""insType"": ""VOLUME_PLUS""}}","{""slots"": {""insType"": ""VOLUME_PLUS""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0106-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""genre"": ""摇滚""}}","{""slots"": {""genre"": ""摇滚""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0106-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""郑钧""}}","{""slots"": {""artist"": ""郑钧""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0106-03.pcm,,,PLAY,False,,musicX,False,,"{""slots"": {""artist"": ""郑钧""}}",False,,slots.artist: 郑钧,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0106-04.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""sourceType"": ""专辑""}}","{""slots"": {""sourceType"": ""专辑""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0107-01.pcm,,,PLAY,False,,musicX,False,,"{""slots"": {""song"": ""年轮""}}",False,,slots.song: 年轮,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0107-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0107-03.pcm,,INSTRUCTION,,False,musicX,,False,"{""slots"": {""insType"": ""repeat""}}",,False,slots.insType: repeat,,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0107-04.pcm,,INSTRUCTION,RANDOM_SEARCH,False,musicX,musicX,True,"{""slots"": {""insType"": ""next""}}","{""slots"": {}}",False,slots.insType: next,,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0108-01.pcm,,,PLAY,False,,musicX,False,,"{""slots"": {""band"": ""tfboys""}}",False,,slots.band: tfboys,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0108-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0108-03.pcm,,INSTRUCTION,,False,musicX,,False,"{""slots"": {""insType"": ""repeat""}}",,False,slots.insType: repeat,,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0109-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""逆流成河""}}","{""slots"": {""song"": ""逆流成河""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0109-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""逆流成河"", ""artist"": ""金南玲""}}","{""slots"": {""artist"": ""金南玲"", ""song"": ""逆流成河""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0109-03.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0109-04.pcm,,,VIEWCMD,False,,musicX,False,,"{""slots"": {""viewCmd"": ""暂停""}}",False,,slots.viewCmd: 暂停,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0110-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""寂寞不痛""}}","{""slots"": {""song"": ""寂寞不痛""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0110-02.pcm,,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0110-03.pcm,,,INSTRUCTION,False,,musicX,False,,"{""slots"": {""insType"": ""speed""}}",False,,slots.insType: speed,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0110-04.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""collect""}}","{""slots"": {""insType"": ""collect""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0111-01.pcm,,,PLAY,False,,musicX,False,,"{""slots"": {""song"": ""爱你一万年""}}",False,,slots.song: 爱你一万年,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0111-02.pcm,,INSTRUCTION,,False,musicX,,False,"{""slots"": {""insType"": ""collect"", ""song"": ""不对"", ""lang"": ""英语""}}",,False,"slots.insType: collect
slots.song: 不对
slots.lang: 英语",,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0111-03.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""pause""}}","{""slots"": {""insType"": ""pause""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0111-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0112-01.pcm,,VIEWCMD,VIEWCMD,True,musicX,musicX,True,"{""slots"": {""viewCmd"": ""收藏歌曲""}}","{""slots"": {""viewCmd"": ""收藏歌曲""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0112-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#artist"": ""祁隆"", ""song"": ""又见山里红""}}","{""slots"": {""exclude#artist"": ""祁隆"", ""song"": ""又见山里红""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0112-03.pcm,,INSTRUCTION,INSTRUCTION,True,cmd,cmd,True,"{""slots"": {""insType"": ""VOLUME_PLUS""}}","{""slots"": {""insType"": ""VOLUME_PLUS""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0112-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0113-01.pcm,,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0113-02.pcm,,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0113-03.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""tags"": ""钢琴曲""}}","{""slots"": {""tags"": ""钢琴曲""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0113-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0114-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""菊花台"", ""artist"": ""周杰伦""}}","{""slots"": {""artist"": ""周杰伦"", ""song"": ""菊花台""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0114-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0114-03.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#song"": ""菊花台"", ""artist"": ""周杰伦""}}","{""slots"": {""exclude#song"": ""菊花台"", ""artist"": ""周杰伦""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0114-04.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""collect""}}","{""slots"": {""insType"": ""collect""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0115-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""爱如潮水"", ""artist"": ""张信哲""}}","{""slots"": {""artist"": ""张信哲"", ""song"": ""爱如潮水""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0115-02.pcm,,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0115-03.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""next""}}","{""slots"": {""insType"": ""next""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0115-04.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""pause""}}","{""slots"": {""insType"": ""pause""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0116-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""杨宗纬""}}","{""slots"": {""artist"": ""杨宗纬""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0116-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""娘娘"", ""artist"": ""杨宗纬""}}","{""slots"": {""artist"": ""杨宗纬"", ""song"": ""娘娘""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0116-03.pcm,,INSTRUCTION,INSTRUCTION,True,cmd,cmd,True,"{""slots"": {""insType"": ""VOLUME_PLUS""}}","{""slots"": {""insType"": ""VOLUME_PLUS""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0116-04.pcm,,INSTRUCTION,,False,musicX,,False,"{""slots"": {""insType"": ""pause""}}",,False,slots.insType: pause,,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0117-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""说谎""}}","{""slots"": {""song"": ""说谎""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0117-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#artist"": ""林宥嘉"", ""song"": ""说谎""}}","{""slots"": {""exclude#artist"": ""林宥嘉"", ""song"": ""说谎""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0117-03.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""next""}}","{""slots"": {""insType"": ""next""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0117-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0118-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""演员""}}","{""slots"": {""song"": ""演员""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0118-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""演员"", ""version"": ""现场版""}}","{""slots"": {""version"": ""现场版"", ""song"": ""演员""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0118-03.pcm,,VIEWCMD,VIEWCMD,True,musicX,musicX,True,"{""slots"": {""viewCmd"": ""下一首""}}","{""slots"": {""viewCmd"": ""下一首""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0118-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0119-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""我的滑板鞋""}}","{""slots"": {""song"": ""我的滑板鞋""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0119-02.pcm,,INSTRUCTION,INSTRUCTION,True,cmd,cmd,True,"{""slots"": {""insType"": ""VOLUME_PLUS""}}","{""slots"": {""insType"": ""VOLUME_PLUS""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0119-03.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""我的滑板鞋""}}","{""slots"": {""song"": ""我的滑板鞋""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0119-04.pcm,,INSTRUCTION,,False,musicX,,False,"{""slots"": {""insType"": ""close""}}",,False,slots.insType: close,,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0120-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""刘德华""}}","{""slots"": {""artist"": ""刘德华""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0120-02.pcm,,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0120-03.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""broadcast""}}","{""slots"": {""insType"": ""broadcast""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0120-04.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""repeat""}}","{""slots"": {""insType"": ""repeat""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0121-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""金达莱花""}}","{""slots"": {""song"": ""金达莱花""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0121-02.pcm,,,PLAY,False,,musicX,False,,"{""slots"": {""song"": ""金达莱花""}}",False,,slots.song: 金达莱花,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0121-03.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""lang"": ""韩语"", ""song"": ""金达莱花"", ""artist"": ""网络歌手""}}","{""slots"": {""lang"": ""韩语"", ""artist"": ""网络歌手"", ""song"": ""金达莱花""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0121-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0122-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""genre"": ""流行""}}","{""slots"": {""genre"": ""流行""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0122-02.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""like"", ""song"": ""丑八怪"", ""sourceType"": ""歌单""}}","{""slots"": {""insType"": ""like"", ""sourceType"": ""歌单"", ""song"": ""丑八怪""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0122-03.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""similar"", ""song"": ""丑八怪"", ""sourceType"": ""歌单""}}","{""slots"": {""insType"": ""similar"", ""sourceType"": ""歌单"", ""song"": ""丑八怪""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0122-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0123-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""高安""}}","{""slots"": {""artist"": ""高安""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0123-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0123-03.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0123-04.pcm,,INSTRUCTION,INSTRUCTION,True,cmd,cmd,True,"{""slots"": {""insType"": ""VOLUME_MAX""}}","{""slots"": {""insType"": ""VOLUME_MAX""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0124-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""刘德华""}}","{""slots"": {""artist"": ""刘德华""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0124-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""lang"": ""粤语"", ""artist"": ""刘德华""}}","{""slots"": {""lang"": ""粤语"", ""artist"": ""刘德华""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0124-03.pcm,,VIEWCMD,VIEWCMD,True,musicX,musicX,True,"{""slots"": {""viewCmd"": ""播放|最近播放|播放列表""}}","{""slots"": {""viewCmd"": ""播放|最近播放|播放列表""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0124-04.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""close""}}","{""slots"": {""insType"": ""close""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0125-01.pcm,,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0125-02.pcm,,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0125-03.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""broadcastsinger""}}","{""slots"": {""insType"": ""broadcastsinger""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0125-04.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""repeat""}}","{""slots"": {""insType"": ""repeat""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0126-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""薛之谦""}}","{""slots"": {""artist"": ""薛之谦""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0126-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0126-03.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0126-04.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""like"", ""song"": ""演员"", ""sourceType"": ""歌单""}}","{""slots"": {""insType"": ""like"", ""sourceType"": ""歌单"", ""song"": ""演员""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0127-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""郑源""}}","{""slots"": {""artist"": ""郑源""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0127-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0127-03.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0127-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0128-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""甜蜜蜜"", ""artist"": ""邓丽君""}}","{""slots"": {""artist"": ""邓丽君"", ""song"": ""甜蜜蜜""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0128-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#artist"": ""邓丽君|鹿晗"", ""song"": ""甜蜜蜜""}}","{""slots"": {""exclude#artist"": ""邓丽君|鹿晗"", ""song"": ""甜蜜蜜""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0128-03.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""second"": ""三十"", ""insType"": ""speed""}}","{""slots"": {""insType"": ""speed"", ""second"": ""三十""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0128-04.pcm,,INSTRUCTION,INSTRUCTION,True,video,video,True,"{""slots"": {""insType"": ""PLAY_CONTINUE""}}","{""slots"": {""insType"": ""PLAY_CONTINUE""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0129-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""郭浩""}}","{""slots"": {""artist"": ""郭浩""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0129-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""这样的"", ""artist"": ""郭少杰""}}","{""slots"": {""artist"": ""郭少杰"", ""song"": ""这样的""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0129-03.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0129-04.pcm,,VIEWCMD,VIEWCMD,True,musicX,musicX,True,"{""slots"": {""viewCmd"": ""下一首""}}","{""slots"": {""viewCmd"": ""下一首""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0130-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""我想静静""}}","{""slots"": {""song"": ""我想静静""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0130-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""我想静静"", ""artist"": ""张磊""}}","{""slots"": {""artist"": ""张磊"", ""song"": ""我想静静""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0130-03.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""我想静静"", ""artist"": ""秋裤大叔""}}","{""slots"": {""artist"": ""秋裤大叔"", ""song"": ""我想静静""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0130-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0130-05.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0131-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""成龙""}}","{""slots"": {""artist"": ""成龙""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0131-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0131-03.pcm,,INSTRUCTION,SAVE,False,radio,radio,True,"{""slots"": {""insType"": ""COLLECT""}}","{""slots"": {}}",False,slots.insType: COLLECT,,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0132-01.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0132-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#artist"": ""伍佰""}}","{""slots"": {""exclude#artist"": ""伍佰""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0132-03.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0132-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0133-01.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0133-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0133-03.pcm,,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0133-04.pcm,,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0133-05.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#artist"": ""TheFatRat"", ""song"": ""Unity""}}","{""slots"": {""exclude#artist"": ""TheFatRat"", ""song"": ""Unity""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0134-01.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0134-02.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""exclude#artist"": ""TheFatRat"", ""insType"": ""broadcastsinger"", ""song"": ""Unity""}}","{""slots"": {""insType"": ""broadcastsinger""}}",False,slots.song: Unity,,,False
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0134-03.pcm,,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""broadcastalbum""}}","{""slots"": {""insType"": ""broadcastalbum""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0134-04.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#song"": ""千千阙歌"", ""tags"": ""专辑""}}","{""slots"": {""exclude#song"": ""千千阙歌"", ""tags"": ""专辑""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0135-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""一百个放心""}}","{""slots"": {""song"": ""一百个放心""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0135-02.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0135-03.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#artist"": ""张津涤"", ""song"": ""一百个放心""}}","{""slots"": {""exclude#artist"": ""张津涤"", ""song"": ""一百个放心""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0135-04.pcm,,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0136-01.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""song"": ""背叛""}}","{""slots"": {""song"": ""背叛""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0136-02.pcm,,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#artist"": ""曹格"", ""exclude#gender"": ""女"", ""song"": ""背叛""}}","{""slots"": {""exclude#gender"": ""女"", ""exclude#artist"": ""曹格"", ""song"": ""背叛""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0136-03.pcm,,INSTRUCTION,INSTRUCTION,True,cmd,cmd,True,"{""slots"": {""insType"": ""VOLUME_MINUS""}}","{""slots"": {""insType"": ""VOLUME_MINUS""}}",True,,,,True
