time	pid	handle	thread	virt(KB)	res(KB)	cpu_percent	free_memory(GB)
1970/01/01_10:44:12	3669		16	377856	231424	102	0
1970/01/01_10:44:13	3669		16	377856	231424	100	0
1970/01/01_10:44:14	3669		16	377856	231424	102	0
1970/01/01_10:44:15	3669		16	377856	231424	102	0
1970/01/01_10:44:16	3669		16	377856	231424	100	0
1970/01/01_10:44:18	3669		16	377856	231424	100	0
1970/01/01_10:44:19	3669		16	377856	231424	100	0
1970/01/01_10:44:20	3669		16	377856	231424	100	0
1970/01/01_10:44:21	3669		16	377856	231424	102	0
1970/01/01_10:44:22	3669		16	377856	231424	82	0
1970/01/01_10:44:23	3669		16	377856	231424	100	0
1970/01/01_10:44:24	3669		16	377856	231424	100	0
1970/01/01_10:44:25	3669		16	377856	231424	86	0
1970/01/01_10:44:26	3669		16	377856	231424	102	0
1970/01/01_10:44:27	3669		16	335872	192512	90	0
1970/01/01_10:44:28	3669		16	377856	231424	100	0
1970/01/01_10:44:29	3669		16	377856	231424	100	0
1970/01/01_10:44:30	3669		16	335872	192512	92	0
1970/01/01_10:44:31	3669		16	377856	231424	102	0
1970/01/01_10:44:32	3669		16	377856	231424	100	0
1970/01/01_10:44:33	3669		16	377856	231424	100	0
1970/01/01_10:44:34	3669		16	377856	231424	102	0
1970/01/01_10:44:35	3669		16	377856	231424	100	0
1970/01/01_10:44:36	3669		16	377856	231424	100	0
1970/01/01_10:44:37	3669		16	377856	231424	100	0
1970/01/01_10:44:38	3669		16	377856	231424	82	0
1970/01/01_10:44:39	3669		16	377856	231424	100	0
1970/01/01_10:44:40	3669		16	377856	231424	100	0
1970/01/01_10:44:41	3669		16	377856	231424	86	0
1970/01/01_10:44:42	3669		16	377856	231424	100	0
1970/01/01_10:44:43	3669		16	377856	231424	100	0
1970/01/01_10:44:44	3669		16	377856	231424	100	0
1970/01/01_10:44:45	3669		16	377856	231424	100	0
1970/01/01_10:44:46	3669		16	377856	231424	100	0
1970/01/01_10:44:47	3669		16	377856	231424	100	0
1970/01/01_10:44:48	3669		16	377856	231424	100	0
1970/01/01_10:44:49	3669		16	377856	231424	100	0
1970/01/01_10:44:50	3669		16	377856	231424	100	0
1970/01/01_10:44:51	3669		16	377856	231424	100	0
1970/01/01_10:44:52	3669		16	377856	231424	100	0
1970/01/01_10:44:54	3669		16	377856	231424	100	0
1970/01/01_10:44:55	3669		16	377856	231424	100	0
1970/01/01_10:44:56	3669		16	377856	231424	100	0
1970/01/01_10:44:57	3669		16	377856	231424	100	0
1970/01/01_10:44:58	3669		16	377856	231424	100	0
1970/01/01_10:44:59	3669		16	377856	231424	100	0
1970/01/01_10:45:00	3669		16	377856	231424	100	0
1970/01/01_10:45:01	3669		16	377856	231424	102	0
1970/01/01_10:45:02	3669		16	335872	192512	92	0
1970/01/01_10:45:03	3669		16	377856	231424	100	0
1970/01/01_10:45:04	3669		16	377856	231424	100	0
1970/01/01_10:45:05	3669		16	377856	231424	100	0
1970/01/01_10:45:06	3669		16	377856	231424	100	0
1970/01/01_10:45:07	3669		16	377856	231424	100	0
1970/01/01_10:45:08	3669		16	377856	231424	102	0
1970/01/01_10:45:09	3669		16	377856	231424	100	0
1970/01/01_10:45:10	3669		16	377856	231424	102	0
1970/01/01_10:45:11	3669		16	377856	231424	102	0
1970/01/01_10:45:12	3669		16	377856	231424	100	0
1970/01/01_10:45:13	3669		16	377856	231424	100	0
1970/01/01_10:45:14	3669		16	377856	231424	96	0
1970/01/01_10:45:15	3669		16	377856	231424	84	0
1970/01/01_10:45:16	3669		16	377856	231424	82	0
1970/01/01_10:45:17	3669		16	377856	231424	82	0
1970/01/01_10:45:18	3669		16	377856	231424	80	0
1970/01/01_10:45:19	3669		16	377856	231424	84	0
1970/01/01_10:45:20	3669		16	340992	197632	84	0
1970/01/01_10:45:21	3669		16	377856	231424	80	0
1970/01/01_10:45:22	3669		16	377856	231424	82	0
1970/01/01_10:45:23	3669		16	335872	192512	90	0
1970/01/01_10:45:24	3669		16	377856	231424	80	0
1970/01/01_10:45:25	3669		16	373760	226304	84	0
1970/01/01_10:45:26	3669		16	335872	192512	100	0
1970/01/01_10:45:27	3669		16	335872	192512	86	0
1970/01/01_10:45:29	3669		16	377856	231424	100	0
1970/01/01_10:45:30	3669		16	377856	231424	100	0
1970/01/01_10:45:31	3669		16	377856	231424	100	0
1970/01/01_10:45:32	3669		16	377856	231424	100	0
1970/01/01_10:45:33	3669		16	377856	231424	82	0
1970/01/01_10:45:34	3669		16	335872	192512	88	0
1970/01/01_10:45:35	3669		16	335872	192512	96	0
1970/01/01_10:45:36	3669		16	377856	231424	100	0
1970/01/01_10:45:37	3669		16	377856	231424	82	0
1970/01/01_10:45:38	3669		16	377856	231424	80	0
1970/01/01_10:45:39	3669		16	377856	231424	100	0
1970/01/01_10:45:40	3669		16	377856	231424	94	0
1970/01/01_10:45:41	3669		16	377856	231424	94	0
1970/01/01_10:45:42	3669		16	377856	231424	84	0
1970/01/01_10:45:43	3669		16	377856	231424	84	0
1970/01/01_10:45:44	3669		16	335872	193536	102	0
1970/01/01_10:45:45	3669		16	377856	231424	100	0
1970/01/01_10:45:46	3669		16	377856	231424	84	0
1970/01/01_10:45:47	3669		16	377856	231424	82	0
1970/01/01_10:45:48	3669		16	377856	231424	84	0
1970/01/01_10:45:49	3669		16	377856	231424	100	0
1970/01/01_10:45:50	3669		16	377856	231424	102	0
1970/01/01_10:45:51	3669		16	377856	231424	84	0
1970/01/01_10:45:52	3669		16	377856	231424	84	0
1970/01/01_10:45:53	3669		16	377856	231424	82	0
1970/01/01_10:45:54	3669		16	335872	192512	100	0
1970/01/01_10:45:55	3669		16	335872	192512	90	0
1970/01/01_10:45:56	3669		16	335872	192512	100	0
1970/01/01_10:45:57	3669		16	335872	192512	102	0
1970/01/01_10:45:58	3669		16	377856	231424	102	0
1970/01/01_10:45:59	3669		16	377856	231424	100	0
1970/01/01_10:46:00	3669		16	377856	231424	88	0
1970/01/01_10:46:01	3669		16	373760	226304	84	0
1970/01/01_10:46:02	3669		16	377856	231424	102	0
1970/01/01_10:46:03	3669		16	377856	231424	100	0
1970/01/01_10:46:05	3669		16	377856	231424	84	0
1970/01/01_10:46:06	3669		16	335872	192512	92	0
1970/01/01_10:46:07	3669		16	377856	231424	100	0
1970/01/01_10:46:08	3669		16	377856	231424	100	0
1970/01/01_10:46:09	3669		16	377856	231424	82	0
1970/01/01_10:46:10	3669		16	366592	198656	82	0
1970/01/01_10:46:11	3669		16	377856	231424	100	0
1970/01/01_10:46:12	3669		16	377856	231424	84	0
1970/01/01_10:46:13	3669		16	377856	231424	100	0
1970/01/01_10:46:14	3669		16	377856	231424	100	0
1970/01/01_10:46:15	3669		16	377856	231424	100	0
1970/01/01_10:46:16	3669		16	366592	223232	82	0
1970/01/01_10:46:17	3669		16	377856	231424	100	0
1970/01/01_10:46:18	3669		16	377856	231424	100	0
1970/01/01_10:46:19	3669		16	377856	231424	84	0
1970/01/01_10:46:20	3669		16	377856	231424	100	0
1970/01/01_10:46:21	3669		16	377856	231424	102	0
1970/01/01_10:46:22	3669		16	377856	231424	80	0
1970/01/01_10:46:23	3669		16	335872	192512	86	0
1970/01/01_10:46:24	3669		16	377856	231424	100	0
1970/01/01_10:46:25	3669		16	377856	231424	98	0
1970/01/01_10:46:26	3669		16	377856	231424	100	0
1970/01/01_10:46:27	3669		16	377856	231424	100	0
1970/01/01_10:46:28	3669		16	377856	231424	100	0
1970/01/01_10:46:29	3669		16	377856	231424	84	0
1970/01/01_10:46:30	3669		16	377856	231424	84	0
1970/01/01_10:46:31	3669		16	377856	231424	100	0
1970/01/01_10:46:32	3669		16	377856	232448	100	0
1970/01/01_10:46:33	3669		16	377856	231424	100	0
1970/01/01_10:46:34	3669		16	377856	231424	100	0
1970/01/01_10:46:35	3669		16	377856	231424	100	0
1970/01/01_10:46:36	3669		16	377856	231424	84	0
1970/01/01_10:46:37	3669		16	377856	231424	100	0
1970/01/01_10:46:39	3669		16	377856	232448	100	0
1970/01/01_10:46:40	3669		16	377856	231424	82	0
1970/01/01_10:46:41	3669		16	366592	220160	84	0
1970/01/01_10:46:42	3669		16	377856	231424	100	0
1970/01/01_10:46:43	3669		16	377856	231424	100	0
1970/01/01_10:46:44	3669		16	377856	231424	82	0
1970/01/01_10:46:45	3669		16	377856	231424	84	0
1970/01/01_10:46:46	3669		16	377856	231424	82	0
1970/01/01_10:46:47	3669		16	377856	231424	100	0
1970/01/01_10:46:48	3669		16	377856	231424	100	0
1970/01/01_10:46:49	3669		16	335872	192512	82	0
1970/01/01_10:46:50	3669		16	335872	192512	98	0
1970/01/01_10:46:51	3669		16	377856	231424	100	0
1970/01/01_10:46:52	3669		16	377856	231424	100	0
1970/01/01_10:46:53	3669		16	377856	231424	84	0
1970/01/01_10:46:54	3669		16	377856	231424	84	0
1970/01/01_10:46:55	3669		16	377856	231424	102	0
1970/01/01_10:46:56	3669		16	377856	231424	100	0
1970/01/01_10:46:57	3669		16	377856	232448	100	0
1970/01/01_10:46:58	3669		16	377856	232448	98	0
1970/01/01_10:46:59	3669		16	376832	230400	100	0
1970/01/01_10:47:00	3669		16	376832	231424	84	0
1970/01/01_10:47:01	3669		16	376832	231424	102	0
1970/01/01_10:47:02	3669		16	377856	231424	86	0
1970/01/01_10:47:03	3669		16	377856	231424	100	0
1970/01/01_10:47:04	3669		16	377856	232448	100	0
1970/01/01_10:47:05	3669		16	377856	231424	84	0
1970/01/01_10:47:06	3669		16	377856	231424	100	0
1970/01/01_10:47:07	3669		16	377856	231424	84	0
1970/01/01_10:47:08	3669		16	377856	231424	100	0
1970/01/01_10:47:09	3669		16	377856	231424	102	0
1970/01/01_10:47:10	3669		16	377856	231424	86	0
1970/01/01_10:47:11	3669		16	377856	231424	102	0
1970/01/01_10:47:12	3669		16	377856	231424	102	0
1970/01/01_10:47:13	3669		16	334848	192512	94	0
1970/01/01_10:47:15	3669		16	377856	231424	100	0
1970/01/01_10:47:16	3669		16	377856	231424	82	0
1970/01/01_10:47:17	3669		16	377856	231424	100	0
1970/01/01_10:47:18	3669		16	377856	231424	88	0
1970/01/01_10:47:19	3669		16	377856	231424	84	0
1970/01/01_10:47:20	3669		16	377856	231424	100	0
1970/01/01_10:47:21	3669		16	377856	231424	82	0
1970/01/01_10:47:22	3669		16	377856	231424	102	0
1970/01/01_10:47:23	3669		16	377856	231424	92	0
1970/01/01_10:47:24	3669		16	377856	231424	84	0
1970/01/01_10:47:25	3669		16	377856	231424	84	0
1970/01/01_10:47:26	3669		16	366592	199680	82	0
1970/01/01_10:47:27	3669		16	377856	231424	100	0
1970/01/01_10:47:28	3669		16	377856	231424	100	0
1970/01/01_10:47:29	3669		16	377856	231424	82	0
1970/01/01_10:47:30	3669		16	377856	231424	100	0
1970/01/01_10:47:31	3669		16	377856	231424	82	0
1970/01/01_10:47:32	3669		16	366592	224256	82	0
1970/01/01_10:47:33	3669		16	334848	189440	84	0
1970/01/01_10:47:34	3669		16	377856	231424	100	0
1970/01/01_10:47:35	3669		16	377856	231424	100	0
1970/01/01_10:47:36	3669		16	377856	231424	100	0
1970/01/01_10:47:37	3669		16	373760	225280	84	0
1970/01/01_10:47:38	3669		16	377856	231424	100	0
1970/01/01_10:47:39	3669		16	377856	231424	100	0
1970/01/01_10:47:40	3669		16	377856	231424	100	0
1970/01/01_10:47:41	3669		16	377856	231424	100	0
1970/01/01_10:47:42	3669		16	377856	231424	100	0
1970/01/01_10:47:43	3669		16	377856	231424	98	0
1970/01/01_10:47:44	3669		16	377856	231424	100	0
1970/01/01_10:47:45	3669		16	377856	231424	94	0
1970/01/01_10:47:46	3669		16	377856	231424	84	0
1970/01/01_10:47:47	3669		16	366592	199680	84	0
1970/01/01_10:47:48	3669		16	377856	231424	100	0
1970/01/01_10:47:50	3669		16	377856	231424	100	0
1970/01/01_10:47:51	3669		16	377856	231424	100	0
1970/01/01_10:47:52	3669		16	377856	231424	100	0
1970/01/01_10:47:53	3669		16	377856	231424	82	0
1970/01/01_10:47:54	3669		16	377856	231424	100	0
1970/01/01_10:47:55	3669		16	377856	231424	100	0
1970/01/01_10:47:56	3669		16	377856	231424	100	0
1970/01/01_10:47:57	3669		16	377856	231424	102	0
1970/01/01_10:47:58	3669		16	377856	231424	100	0
1970/01/01_10:47:59	3669		16	373760	225280	84	0
1970/01/01_10:48:00	3669		16	377856	231424	102	0
1970/01/01_10:48:01	3669		16	377856	231424	100	0
1970/01/01_10:48:02	3669		16	377856	231424	100	0
1970/01/01_10:48:03	3669		16	377856	231424	100	0
1970/01/01_10:48:04	3669		16	377856	231424	102	0
1970/01/01_10:48:05	3669		16	377856	231424	100	0
1970/01/01_10:48:06	3669		16	377856	231424	82	0
1970/01/01_10:48:07	3669		16	334848	192512	82	0
1970/01/01_10:48:08	3669		16	377856	231424	100	0
1970/01/01_10:48:09	3669		16	377856	231424	84	0
1970/01/01_10:48:10	3669		16	377856	231424	100	0
1970/01/01_10:48:11	3669		16	377856	231424	84	0
1970/01/01_10:48:12	3669		16	377856	231424	100	0
1970/01/01_10:48:13	3669		16	366592	210944	80	0
1970/01/01_10:48:14	3669		16	334848	192512	98	0
1970/01/01_10:48:15	3669		16	377856	231424	100	0
1970/01/01_10:48:16	3669		16	366592	207872	82	0
1970/01/01_10:48:17	3669		16	377856	231424	100	0
1970/01/01_10:48:18	3669		16	377856	231424	100	0
1970/01/01_10:48:19	3669		16	377856	232448	100	0
1970/01/01_10:48:20	3669		16	377856	231424	100	0
1970/01/01_10:48:21	3669		16	377856	231424	88	0
1970/01/01_10:48:22	3669		16	334848	192512	98	0
1970/01/01_10:48:23	3669		16	377856	231424	100	0
1970/01/01_10:48:24	3669		16	377856	231424	82	0
1970/01/01_10:48:26	3669		16	377856	231424	100	0
1970/01/01_10:48:27	3669		16	377856	231424	100	0
1970/01/01_10:48:28	3669		16	377856	232448	100	0
1970/01/01_10:48:29	3669		16	377856	231424	100	0
1970/01/01_10:48:30	3669		16	377856	232448	100	0
1970/01/01_10:48:31	3669		16	377856	231424	100	0
1970/01/01_10:48:32	3669		16	377856	232448	100	0
1970/01/01_10:48:33	3669		16	377856	231424	100	0
1970/01/01_10:48:34	3669		16	377856	232448	100	0
1970/01/01_10:48:35	3669		16	377856	231424	100	0
1970/01/01_10:48:36	3669		16	373760	231424	84	0
1970/01/01_10:48:37	3669		16	377856	231424	102	0
1970/01/01_10:48:38	3669		16	377856	231424	92	0
1970/01/01_10:48:39	3669		16	377856	231424	92	0
1970/01/01_10:48:40	3669		16	334848	192512	86	0
1970/01/01_10:48:41	3669		16	334848	192512	100	0
1970/01/01_10:48:42	3669		16	334848	192512	90	0
1970/01/01_10:48:43	3669		16	377856	231424	100	0
1970/01/01_10:48:44	3669		16	377856	231424	84	0
1970/01/01_10:48:45	3669		16	377856	231424	96	0
1970/01/01_10:48:46	3669		16	377856	231424	84	0
1970/01/01_10:48:47	3669		16	377856	231424	100	0
1970/01/01_10:48:48	3669		16	377856	231424	92	0
1970/01/01_10:48:49	3669		16	373760	230400	84	0
1970/01/01_10:48:50	3669		16	377856	231424	100	0
1970/01/01_10:48:51	3669		16	377856	231424	84	0
1970/01/01_10:48:52	3669		16	377856	231424	100	0
1970/01/01_10:48:53	3669		16	377856	231424	100	0
1970/01/01_10:48:54	3669		16	377856	231424	84	0
1970/01/01_10:48:55	3669		16	377856	231424	100	0
1970/01/01_10:48:56	3669		16	377856	231424	90	0
1970/01/01_10:48:57	3669		16	377856	231424	100	0
1970/01/01_10:48:58	3669		16	377856	231424	100	0
1970/01/01_10:48:59	3669		16	377856	231424	84	0
1970/01/01_10:49:01	3669		16	334848	192512	94	0
1970/01/01_10:49:02	3669		16	377856	231424	102	0
1970/01/01_10:49:03	3669		16	377856	231424	84	0
1970/01/01_10:49:04	3669		16	377856	231424	100	0
1970/01/01_10:49:05	3669		16	377856	231424	100	0
1970/01/01_10:49:06	3669		16	377856	231424	82	0
1970/01/01_10:49:07	3669		16	377856	232448	100	0
1970/01/01_10:49:08	3669		16	377856	231424	100	0
1970/01/01_10:49:09	3669		16	377856	231424	84	0
1970/01/01_10:49:10	3669		16	377856	231424	100	0
1970/01/01_10:49:11	3669		16	377856	231424	100	0
1970/01/01_10:49:12	3669		16	377856	231424	100	0
1970/01/01_10:49:13	3669		16	377856	231424	100	0
1970/01/01_10:49:14	3669		16	377856	231424	100	0
1970/01/01_10:49:15	3669		16	377856	231424	100	0
1970/01/01_10:49:16	3669		16	377856	231424	102	0
1970/01/01_10:49:17	3669		16	377856	231424	84	0
1970/01/01_10:49:18	3669		16	377856	231424	102	0
1970/01/01_10:49:19	3669		16	377856	231424	100	0
1970/01/01_10:49:20	3669		16	377856	231424	88	0
1970/01/01_10:49:21	3669		16	377856	231424	100	0
1970/01/01_10:49:22	3669		16	377856	231424	100	0
1970/01/01_10:49:23	3669		16	377856	232448	100	0
1970/01/01_10:49:24	3669		16	377856	231424	100	0
1970/01/01_10:49:25	3669		16	334848	192512	94	0
1970/01/01_10:49:26	3669		16	377856	231424	100	0
1970/01/01_10:49:27	3669		16	376832	230400	84	0
1970/01/01_10:49:28	3669		16	376832	231424	100	0
1970/01/01_10:49:29	3669		16	366592	224256	84	0
1970/01/01_10:49:30	3669		16	377856	231424	102	0
1970/01/01_10:49:31	3669		16	377856	232448	100	0
1970/01/01_10:49:32	3669		16	377856	231424	100	0
1970/01/01_10:49:33	3669		16	377856	232448	100	0
1970/01/01_10:49:34	3669		16	377856	231424	102	0
1970/01/01_10:49:36	3669		16	377856	231424	100	0
1970/01/01_10:49:37	3669		16	377856	231424	84	0
1970/01/01_10:49:38	3669		16	377856	231424	100	0
1970/01/01_10:49:39	3669		16	377856	231424	84	0
1970/01/01_10:49:40	3669		16	377856	231424	100	0
1970/01/01_10:49:41	3669		16	377856	231424	84	0
1970/01/01_10:49:42	3669		16	377856	231424	100	0
1970/01/01_10:49:43	3669		16	377856	232448	100	0
1970/01/01_10:49:44	3669		16	377856	231424	100	0
1970/01/01_10:49:45	3669		16	377856	232448	100	0
1970/01/01_10:49:46	3669		16	377856	232448	100	0
1970/01/01_10:49:47	3669		16	377856	231424	100	0
1970/01/01_10:49:48	3669		16	377856	232448	100	0
1970/01/01_10:49:49	3669		16	377856	231424	102	0
1970/01/01_10:49:50	3669		16	377856	232448	100	0
1970/01/01_10:49:51	3669		16	377856	231424	100	0
1970/01/01_10:49:52	3669		16	377856	231424	100	0
1970/01/01_10:49:53	3669		16	366592	198656	84	0
1970/01/01_10:49:54	3669		16	377856	231424	100	0
1970/01/01_10:49:55	3669		16	377856	232448	100	0
1970/01/01_10:49:56	3669		16	377856	231424	84	0
1970/01/01_10:49:57	3669		16	377856	231424	100	0
1970/01/01_10:49:58	3669		16	377856	232448	102	0
1970/01/01_10:49:59	3669		16	377856	231424	100	0
1970/01/01_10:50:00	3669		16	377856	232448	100	0
1970/01/01_10:50:01	3669		16	377856	231424	84	0
1970/01/01_10:50:02	3669		16	377856	231424	100	0
1970/01/01_10:50:03	3669		16	377856	232448	100	0
1970/01/01_10:50:04	3669		16	377856	231424	100	0
1970/01/01_10:50:05	3669		16	377856	232448	100	0
1970/01/01_10:50:06	3669		16	377856	231424	100	0
1970/01/01_10:50:07	3669		16	377856	232448	100	0
1970/01/01_10:50:08	3669		16	366592	210944	84	0
1970/01/01_10:50:10	3669		16	377856	231424	101	0
1970/01/01_10:50:11	3669		16	335872	192512	102	0
1970/01/01_10:50:12	3669		16	377856	231424	100	0
1970/01/01_10:50:13	3669		16	377856	232448	102	0
1970/01/01_10:50:14	3669		16	377856	231424	100	0
1970/01/01_10:50:15	3669		16	377856	232448	100	0
1970/01/01_10:50:16	3669		16	377856	231424	100	0
1970/01/01_10:50:17	3669		16	377856	231424	100	0
1970/01/01_10:50:18	3669		16	377856	231424	86	0
1970/01/01_10:50:19	3669		16	377856	231424	100	0
1970/01/01_10:50:20	3669		16	335872	193536	102	0
1970/01/01_10:50:21	3669		16	377856	231424	100	0
1970/01/01_10:50:22	3669		16	377856	232448	100	0
1970/01/01_10:50:23	3669		16	377856	231424	100	0
1970/01/01_10:50:24	3669		16	377856	232448	102	0
1970/01/01_10:50:25	3669		16	377856	231424	100	0
1970/01/01_10:50:26	3669		16	377856	232448	102	0
1970/01/01_10:50:27	3669		16	377856	232448	100	0
1970/01/01_10:50:28	3669		16	377856	231424	100	0
1970/01/01_10:50:29	3669		16	377856	232448	100	0
1970/01/01_10:50:30	3669		16	377856	231424	86	0
1970/01/01_10:50:31	3669		16	377856	231424	100	0
1970/01/01_10:50:32	3669		16	377856	231424	100	0
1970/01/01_10:50:33	3669		16	335872	192512	100	0
1970/01/01_10:50:34	3669		16	377856	231424	100	0
1970/01/01_10:50:35	3669		16	377856	231424	84	0
1970/01/01_10:50:36	3669		16	377856	231424	100	0
1970/01/01_10:50:37	3669		16	377856	231424	102	0
1970/01/01_10:50:38	3669		16	335872	192512	94	0
1970/01/01_10:50:39	3669		16	377856	231424	100	0
1970/01/01_10:50:40	3669		16	377856	231424	100	0
1970/01/01_10:50:41	3669		16	377856	231424	102	0
1970/01/01_10:50:42	3669		16	377856	231424	100	0
1970/01/01_10:50:43	3669		16	377856	231424	84	0
1970/01/01_10:50:44	3669		16	377856	231424	100	0
1970/01/01_10:50:46	3669		16	377856	231424	102	0
1970/01/01_10:50:47	3669		16	373760	230400	84	0
1970/01/01_10:50:48	3669		16	377856	231424	100	0
1970/01/01_10:50:49	3669		16	377856	231424	84	0
1970/01/01_10:50:50	3669		16	377856	231424	100	0
1970/01/01_10:50:51	3669		16	377856	231424	100	0
1970/01/01_10:50:52	3669		16	377856	231424	100	0
1970/01/01_10:50:53	3669		16	377856	231424	100	0
1970/01/01_10:50:54	3669		16	377856	231424	84	0
1970/01/01_10:50:55	3669		16	377856	231424	100	0
1970/01/01_10:50:56	3669		16	377856	231424	82	0
1970/01/01_10:50:57	3669		16	377856	231424	100	0
1970/01/01_10:50:58	3669		16	377856	231424	100	0
1970/01/01_10:50:59	3669		16	377856	231424	84	0
1970/01/01_10:51:00	3669		16	377856	231424	82	0
1970/01/01_10:51:01	3669		16	377856	231424	100	0
1970/01/01_10:51:02	3669		16	377856	231424	100	0
1970/01/01_10:51:03	3669		16	377856	231424	102	0
1970/01/01_10:51:04	3669		16	366592	224256	82	0
1970/01/01_10:51:05	3669		16	371712	200704	100	0
1970/01/01_10:51:06	3669		16	377856	231424	100	0
1970/01/01_10:51:07	3669		16	377856	231424	84	0
1970/01/01_10:51:08	3669		16	377856	231424	84	0
1970/01/01_10:51:09	3669		16	377856	231424	100	0
1970/01/01_10:51:10	3669		16	377856	231424	100	0
1970/01/01_10:51:11	3669		16	377856	231424	82	0
1970/01/01_10:51:12	3669		16	377856	231424	100	0
1970/01/01_10:51:13	3669		16	377856	231424	102	0
1970/01/01_10:51:14	3669		16	377856	231424	102	0
1970/01/01_10:51:15	3669		16	335872	192512	94	0
1970/01/01_10:51:16	3669		16	377856	231424	102	0
1970/01/01_10:51:18	3669		16	377856	231424	100	0
1970/01/01_10:51:19	3669		16	377856	232448	100	0
1970/01/01_10:51:20	3669		16	377856	231424	100	0
1970/01/01_10:51:21	3669		16	335872	192512	100	0
1970/01/01_10:51:22	3669		16	377856	231424	100	0
1970/01/01_10:51:23	3669		16	377856	232448	100	0
1970/01/01_10:51:24	3669		16	377856	231424	100	0
1970/01/01_10:51:25	3669		16	377856	232448	100	0
1970/01/01_10:51:26	3669		16	377856	231424	100	0
1970/01/01_10:51:27	3669		16	377856	232448	100	0
1970/01/01_10:51:28	3669		16	377856	231424	102	0
1970/01/01_10:51:29	3669		16	335872	192512	100	0
1970/01/01_10:51:30	3669		16	377856	231424	100	0
1970/01/01_10:51:31	3669		16	377856	232448	100	0
1970/01/01_10:51:32	3669		16	377856	231424	100	0
1970/01/01_10:51:33	3669		16	335872	192512	98	0
1970/01/01_10:51:34	3669		16	377856	231424	100	0
1970/01/01_10:51:35	3669		16	377856	232448	100	0
1970/01/01_10:51:36	3669		16	377856	231424	100	0
1970/01/01_10:51:37	3669		16	377856	231424	100	0
1970/01/01_10:51:38	3669		16	377856	231424	100	0
1970/01/01_10:51:39	3669		16	377856	232448	102	0
1970/01/01_10:51:40	3669		16	377856	231424	102	0
1970/01/01_10:51:41	3669		16	377856	231424	100	0
1970/01/01_10:51:42	3669		16	377856	231424	100	0
1970/01/01_10:51:43	3669		16	377856	231424	100	0
1970/01/01_10:51:44	3669		16	377856	231424	102	0
1970/01/01_10:51:45	3669		16	377856	231424	100	0
1970/01/01_10:51:46	3669		16	377856	231424	100	0
1970/01/01_10:51:47	3669		16	376832	230400	84	0
1970/01/01_10:51:48	3669		16	376832	230400	100	0
1970/01/01_10:51:49	3669		16	376832	231424	102	0
1970/01/01_10:51:50	3669		16	376832	230400	100	0
1970/01/01_10:51:51	3669		16	376832	231424	100	0
1970/01/01_10:51:53	3669		16	377856	231424	100	0
1970/01/01_10:51:54	3669		16	377856	231424	100	0
1970/01/01_10:51:55	3669		16	377856	231424	94	0
1970/01/01_10:51:56	3669		16	377856	231424	100	0
1970/01/01_10:51:57	3669		16	366592	204800	84	0
1970/01/01_10:51:58	3669		16	377856	231424	102	0
1970/01/01_10:51:59	3669		16	377856	232448	102	0
1970/01/01_10:52:00	3669		16	377856	231424	86	0
1970/01/01_10:52:01	3669		16	377856	231424	100	0
1970/01/01_10:52:02	3669		16	377856	232448	100	0
1970/01/01_10:52:03	3669		16	377856	231424	100	0
1970/01/01_10:52:04	3669		16	377856	232448	100	0
1970/01/01_10:52:05	3669		16	377856	231424	100	0
1970/01/01_10:52:06	3669		16	377856	231424	100	0
1970/01/01_10:52:07	3669		16	377856	231424	82	0
1970/01/01_10:52:08	3669		16	377856	231424	100	0
1970/01/01_10:52:09	3669		16	366592	224256	84	0
1970/01/01_10:52:10	3669		16	377856	231424	100	0
1970/01/01_10:52:11	3669		16	377856	232448	100	0
1970/01/01_10:52:12	3669		16	377856	231424	100	0
1970/01/01_10:52:13	3669		16	377856	231424	100	0
1970/01/01_10:52:14	3669		16	335872	192512	90	0
1970/01/01_10:52:15	3669		16	377856	231424	102	0
1970/01/01_10:52:16	3669		16	377856	232448	102	0
1970/01/01_10:52:17	3669		16	377856	231424	100	0
1970/01/01_10:52:18	3669		16	377856	231424	100	0
1970/01/01_10:52:19	3669		16	335872	192512	84	0
1970/01/01_10:52:20	3669		16	377856	231424	100	0
1970/01/01_10:52:21	3669		16	377856	232448	100	0
1970/01/01_10:52:22	3669		16	377856	231424	100	0
1970/01/01_10:52:23	3669		16	377856	231424	100	0
1970/01/01_10:52:24	3669		16	366592	214016	84	0
1970/01/01_10:52:25	3669		16	377856	231424	102	0
1970/01/01_10:52:26	3669		16	377856	232448	100	0
1970/01/01_10:52:28	3669		16	377856	231424	84	0
1970/01/01_10:52:29	3669		16	377856	231424	100	0
1970/01/01_10:52:30	3669		16	377856	232448	100	0
1970/01/01_10:52:31	3669		16	377856	231424	100	0
1970/01/01_10:52:32	3669		16	377856	232448	100	0
1970/01/01_10:52:33	3669		16	377856	231424	84	0
1970/01/01_10:52:34	3669		16	377856	231424	100	0
1970/01/01_10:52:35	3669		16	377856	232448	100	0
1970/01/01_10:52:36	3669		16	377856	231424	100	0
1970/01/01_10:52:37	3669		16	377856	232448	100	0
1970/01/01_10:52:38	3669		16	377856	231424	100	0
1970/01/01_10:52:39	3669		16	377856	231424	100	0
1970/01/01_10:52:40	3669		16	377856	231424	84	0
1970/01/01_10:52:41	3669		16	377856	231424	100	0
1970/01/01_10:52:42	3669		16	366592	220160	84	0
1970/01/01_10:52:43	3669		16	377856	231424	102	0
1970/01/01_10:52:44	3669		16	335872	192512	88	0
