pcm,time_Base,AudioTimeLength,time_SpeechStart,time_SpeechEnd,time_EndAudioData,time_Result,result_status,time_resume,ISR_Mode, other, Result_content,rc,Confidence_score,Result
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000139_code.pcm,38813561,801,38814334,823,38814362,38814655,MSG_Result,293,1,0,any where c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""QUERY"",""pk_score"":0.6,""rc"":0,""semantic"":{""slots"":{""name"":""where""}},""service"":""contacts"",""text"":""any where c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000140_code.pcm,38814667,1339,38815441,1382,38816006,38816301,MSG_Result,295,1,0,find a poi c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""find a poi""}},""service"":""cmd"",""text"":""find a poi c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000141_code.pcm,38816312,2776,38817085,2797,38819088,38819373,MSG_Result,285,1,0,find a p oh i c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""QUERY"",""pk_score"":0.52,""rc"":0,""semantic"":{""slots"":{""location"":{""city"":""CURRENT_CITY"",""ori_loc"":""p oh i"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""},""name"":""p oh i""}},""service"":""lbs"",""text"":""find a p oh i c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000142_code.pcm,38819383,1189,38820133,1202,38820573,38820742,MSG_Result,169,1,0,find nearby c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""find a poi""}},""service"":""cmd"",""text"":""find nearby c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000143_code.pcm,38820746,1690,38821519,1702,38822437,38822690,MSG_Result,253,1,0,find nearby poi c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""find a poi""}},""service"":""cmd"",""text"":""find nearby poi c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000144_code.pcm,38822697,3087,38823440,3131,38825785,38826023,MSG_Result,238,1,0,find nearby p oh i c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""QUERY"",""pk_score"":0.52,""rc"":0,""semantic"":{""slots"":{""location"":{""city"":""CURRENT_CITY"",""ori_loc"":""p oh i"",""poi"":""CURRENT_POI"",""type"":""LOC_POI""}}},""service"":""lbs"",""text"":""find nearby p oh i c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000145_code.pcm,38826031,1646,38826775,1681,38827677,38827843,MSG_Result,166,1,0,go to preset five c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""go to preset 5""}},""service"":""cmd"",""text"":""go to preset five c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000146_code.pcm,38827851,1492,38828595,1538,38829343,38829512,MSG_Result,169,1,0,go to preset four c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""go to preset 4""}},""service"":""cmd"",""text"":""go to preset four c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000147_code.pcm,38829518,1500,38830261,1521,38831019,38831167,MSG_Result,148,1,0,go to preset three c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""go to preset 3""}},""service"":""cmd"",""text"":""go to preset three c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000148_code.pcm,38831172,1496,38831918,1521,38832668,38832830,MSG_Result,162,1,0,go to preset two c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""go to preset 2""}},""service"":""cmd"",""text"":""go to preset two c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000149_code.pcm,38832842,1469,38833586,1476,38834311,38834464,MSG_Result,153,1,0,go to preset one c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""go to preset 1""}},""service"":""cmd"",""text"":""go to preset one c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000150_code.pcm,38834479,1560,38835252,1571,38836039,38836187,MSG_Result,148,1,0,delete destination c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""delete destination""}},""service"":""cmd"",""text"":""delete destination c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000151_code.pcm,38836193,1735,38836966,1742,38837928,38838083,MSG_Result,155,1,0,delete destinations c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""delete destination""}},""service"":""cmd"",""text"":""delete destinations c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000152_code.pcm,38838092,1124,38838865,1135,38839216,38839360,MSG_Result,144,1,0,cancel route c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""delete destination""}},""service"":""cmd"",""text"":""cancel route c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000153_code.pcm,38839370,1671,38840144,1685,38841041,38841194,MSG_Result,153,1,0,previous destination c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""previous destination""}},""service"":""cmd"",""text"":""previous destination c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000154_code.pcm,38841205,1846,38841979,1853,38843052,38843189,MSG_Result,137,1,0,previous destinations c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""previous destination""}},""service"":""cmd"",""text"":""previous destinations c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000155_code.pcm,38843195,1057,38843969,1072,38844252,38844443,MSG_Result,191,1,0,go directly c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""go directly""}},""service"":""cmd"",""text"":""go directly c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000156_code.pcm,38844446,927,38845220,946,38845373,38845611,MSG_Result,238,1,0,add to route c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""add to route""}},""service"":""cmd"",""text"":""add to route c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000157_code.pcm,38845617,971,38846390,981,38846589,38846703,MSG_Result,114,1,0,along route c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""along route""}},""service"":""cmd"",""text"":""along route c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000158_code.pcm,38846712,1135,38847485,1150,38847847,38848033,MSG_Result,186,1,0,along my route c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""along route""}},""service"":""cmd"",""text"":""along my route c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000159_code.pcm,38848041,1347,38848785,1367,38849388,38849495,MSG_Result,107,1,0,near destination c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""near destination""}},""service"":""cmd"",""text"":""near destination c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000160_code.pcm,38849502,1898,38850275,1908,38851400,38851534,MSG_Result,134,1,0,operator support service c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""destination assist""}},""service"":""cmd"",""text"":""operator support service c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000161_code.pcm,38851543,1060,38852316,1071,38852604,38852791,MSG_Result,187,1,0,web search c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""web search""}},""service"":""cmd"",""text"":""web search c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000162_code.pcm,38852797,970,38853541,979,38853767,38853920,MSG_Result,153,1,0,dial number c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""dial by number""}},""service"":""cmd"",""text"":""dial number c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000163_code.pcm,38853930,1255,38854703,1263,38855185,38855349,MSG_Result,164,1,0,dial by number c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""dial by number""}},""service"":""cmd"",""text"":""dial by number c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000164_code.pcm,38855358,684,38856060,702,38856060,38856294,MSG_Result,234,1,0,call c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""call""}},""service"":""cmd"",""text"":""call c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000165_code.pcm,38856306,1509,38857079,1527,38857815,38857983,MSG_Result,168,1,0,show recent calls c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""recent calls""}},""service"":""contacts"",""text"":""show recent calls c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000166_code.pcm,38857989,1332,38858733,1361,38859321,38859511,MSG_Result,190,1,0,show recent call c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""show recent""}},""service"":""contacts"",""text"":""show recent call c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000167_code.pcm,38859516,1008,38860289,1043,38860524,38860665,MSG_Result,141,1,0,call name c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""call a contact""}},""service"":""cmd"",""text"":""call name c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000168_code.pcm,38860677,1521,38861451,1530,38862198,38862423,MSG_Result,225,1,0,call a contact c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""call a contact""}},""service"":""cmd"",""text"":""call a contact c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000169_code.pcm,38862432,1180,38863206,1203,38863612,38863776,MSG_Result,164,1,0,call by name c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""call a contact""}},""service"":""cmd"",""text"":""call by name c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000170_code.pcm,38863785,694,38864497,712,38864497,38864777,MSG_Result,280,1,0,radial c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""radial""}},""service"":""contacts"",""text"":""radial c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000171_code.pcm,38864782,846,38865555,886,38865629,38865853,MSG_Result,224,1,0,redial c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""REDIAL"",""pk_score"":1,""rc"":0,""service"":""telephone"",""text"":""redial c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000172_code.pcm,38865863,1055,38866636,1066,38866919,38867034,MSG_Result,115,1,0,call back c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""call back""}},""service"":""cmd"",""text"":""call back c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000173_code.pcm,38867042,1140,38867816,1147,38868182,38868360,MSG_Result,178,1,0,tune the radio c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""tune the radio""}},""service"":""cmd"",""text"":""tune the radio c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000174_code.pcm,38868366,1192,38869140,1212,38869558,38869720,MSG_Result,162,1,0,tune a preset c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""tune a preset""}},""service"":""cmd"",""text"":""tune a preset c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000175_code.pcm,38869729,1877,38870472,1884,38871606,38871743,MSG_Result,137,1,0,i am radio c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""am radio""}},""service"":""contacts"",""text"":""i am radio c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000176_code.pcm,38871749,1367,38872492,1385,38873116,38873399,MSG_Result,283,1,0,a m c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""LAUNCH"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""waveband"":""am""}},""service"":""radio"",""text"":""a m c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000177_code.pcm,38873411,1073,38874185,1080,38874484,38874655,MSG_Result,171,1,0,fm radio c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""LAUNCH"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""waveband"":""fm""}},""service"":""radio"",""text"":""fm radio c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000178_code.pcm,38874660,1978,38875403,2002,38876638,38876770,MSG_Result,132,1,0,f am radio c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""am radio""}},""service"":""contacts"",""text"":""f am radio c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000179_code.pcm,38876782,666,38877470,688,38877470,38877780,MSG_Result,310,1,0,fm c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""LAUNCH"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""waveband"":""fm""}},""service"":""radio"",""text"":""fm c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000180_code.pcm,38877784,1468,38878527,1484,38879253,38879606,MSG_Result,353,1,0,f m c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""LAUNCH"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""waveband"":""fm""}},""service"":""radio"",""text"":""f m c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000181_code.pcm,38879618,1378,38880362,1386,38880996,38881192,MSG_Result,196,1,0,air conditioner on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""OPEN"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""air-condition""}},""service"":""airControl"",""text"":""air conditioner on c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000182_code.pcm,38881200,1709,38881943,1716,38882910,38883101,MSG_Result,191,1,0,auto air conditioner on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""OPEN"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""air-condition""}},""service"":""airControl"",""text"":""auto air conditioner on c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000183_code.pcm,38883114,1957,38883888,1964,38885071,38885296,MSG_Result,225,1,0,automatic air conditioner on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""OPEN"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""air-condition""}},""service"":""airControl"",""text"":""automatic air conditioner on c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000184_code.pcm,38885305,1027,38886078,1053,38886332,38886618,MSG_Result,286,1,0,fan off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""CLOSE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""fan""}},""service"":""airControl"",""text"":""fan off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000185_code.pcm,38886626,1073,38887399,1080,38887699,38887938,MSG_Result,239,1,0,blower off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""CLOSE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""air-condition""}},""service"":""airControl"",""text"":""blower off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000186_code.pcm,38887944,1514,38888688,1525,38889458,38889665,MSG_Result,207,1,0,air conditioner off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""CLOSE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""air-condition""}},""service"":""airControl"",""text"":""air conditioner off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000187_code.pcm,38889672,1842,38890415,1849,38891515,38891720,MSG_Result,205,1,0,auto air conditioner off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""CLOSE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""air-condition""}},""service"":""airControl"",""text"":""auto air conditioner off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000188_code.pcm,38891729,2102,38892502,2109,38893831,38894033,MSG_Result,202,1,0,automatic air conditioner off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""CLOSE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""air-condition""}},""service"":""airControl"",""text"":""automatic air conditioner off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000189_code.pcm,38894045,884,38894788,914,38894929,38895202,MSG_Result,273,1,0,ac on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""SET"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""mode"":""cooling""}},""service"":""airControl"",""text"":""ac on c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000190_code.pcm,38895213,1624,38895956,1631,38896837,38897135,MSG_Result,298,1,0,a c on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""c on""}},""service"":""contacts"",""text"":""a c on c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000191_code.pcm,38897141,1013,38897914,1048,38898154,38898453,MSG_Result,299,1,0,ac off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""CLOSE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""mode"":""cooling""}},""service"":""airControl"",""text"":""ac off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000192_code.pcm,38898461,1733,38899204,1743,38900194,38900542,MSG_Result,348,1,0,a c off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":0.2,""rc"":0,""semantic"":{""slots"":{""name"":""c off""}},""service"":""contacts"",""text"":""a c off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000193_code.pcm,38900549,1130,38901323,1137,38901679,38901897,MSG_Result,218,1,0,dial mode on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""DIAL"",""pk_score"":0.4667,""rc"":0,""semantic"":{""slots"":{""name"":""mode on"",""nameOrig"":""mode on""}},""service"":""telephone"",""text"":""dial mode on c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000194_code.pcm,38901903,1283,38902676,1297,38903187,38903442,MSG_Result,255,1,0,dial mode off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""DIAL"",""pk_score"":0.4667,""rc"":0,""semantic"":{""slots"":{""name"":""mode off"",""nameOrig"":""mode off""}},""service"":""telephone"",""text"":""dial mode off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000195_code.pcm,38903451,1517,38904195,1532,38904968,38905135,MSG_Result,167,1,0,wiper deicer on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""wiper deicer on""}},""service"":""cmd"",""text"":""wiper deicer on c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000196_code.pcm,38905142,1649,38905885,1682,38906791,38906964,MSG_Result,173,1,0,wiper deicer off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":"""",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""name"":""wiper deicer off""}},""service"":""cmd"",""text"":""wiper deicer off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000197_code.pcm,38906975,1557,38907718,1564,38908532,38908742,MSG_Result,210,1,0,air conditioner on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""OPEN"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""air-condition""}},""service"":""airControl"",""text"":""air conditioner on c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000198_code.pcm,38908746,1959,38909489,1966,38910705,38910926,MSG_Result,221,1,0,where auto air conditioner on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""SET"",""pk_score"":0.36,""rc"":0,""semantic"":{""slots"":{""mode"":""auto""}},""service"":""airControl"",""text"":""where auto air conditioner on c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000199_code.pcm,38910939,1700,38911682,1708,38912640,38912844,MSG_Result,204,1,0,air conditioner off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""CLOSE"",""pk_score"":1,""rc"":0,""semantic"":{""slots"":{""device"":""air-condition""}},""service"":""airControl"",""text"":""air conditioner off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000200_code.pcm,38912852,2096,38913596,2103,38914949,38915148,MSG_Result,199,1,0,where auto air conditioner off c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""SET"",""pk_score"":0.36,""rc"":0,""semantic"":{""slots"":{""mode"":""auto""}},""service"":""airControl"",""text"":""where auto air conditioner off c"",""version"":""3.5.0.1190""}
"
/home/linaro/ATP/test_data/PcmRes/isr/English/Other/00000201_code.pcm,38915156,1271,38915900,1281,38916427,38916663,MSG_Result,236,1,0,where the father on c,0,0,"{""bislocalresult"":""1"",""language"":""en_us"",""nlocalconfidencescore"":""0"",""operation"":""POSITION"",""pk_score"":0.6,""rc"":0,""semantic"":{""slots"":{""location"":{""city"":""CURRENT_CITY"",""ori_loc"":""the father on"",""poi"":""father on"",""type"":""LOC_POI""}}},""service"":""map"",""text"":""where the father on c"",""version"":""3.5.0.1190""}
"
